RA,Dec,pop,U,err_U,Z,err_Z,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,R,err_R,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
13.18924,-26.54895,0.0,16.762,0.021,14.848999999999998,0.025,16.898,0.018,17.075,0.033,17.063,0.018,16.948,0.016,16.211,0.01,15.407,0.007,14.986999999999998,0.013,16.419,0.011,15.087,0.015,15.576,0.013,4.268033,0.038901,-5.67106,0.044073,15.841984,16.281044,15.244528,0.117106,0.04213,121.167596
13.15383,-26.54675,1.0,17.612000000000002,0.042,15.991000000000001,0.028,17.765,0.036,18.116,0.058,18.047,0.041,17.961,0.039,17.291999999999998,0.02,16.541999999999998,0.013,16.136,0.02,17.506999999999998,0.018,16.256,0.019,16.712,0.018,4.170349,0.067619,-5.756213,0.074378,16.992844,17.385324,16.421833,0.381702,0.073241,170.432999
13.21834,-26.54034,0.0,16.275,0.015,14.161,0.027,16.483,0.018,16.59,0.022,16.503999999999998,0.014,16.375,0.014,15.568999999999999,0.009,14.741,0.005,14.299,0.011,15.802,0.009,14.421,0.012,14.913,0.009,4.215205,0.032137,-5.702121,0.038101,15.192616,15.652184,14.564738,0.067823,0.032079,180.036013
13.14411,-26.53221,0.0,16.54,0.021,14.647,0.024,16.737,0.02,16.886,0.022,16.854,0.017,16.753,0.02,16.018,0.007,15.213000000000001,0.005,14.777000000000001,0.011,16.236,0.008,14.899000000000001,0.013,15.389,0.012,4.145318,0.036702,-5.732757,0.036525,15.684247,16.09152,15.049808,0.202812,0.039538,230.868551
13.16375,-26.52851,0.0,18.009,0.046,16.514000000000003,0.031,18.287,0.069,18.539,0.073,18.584999999999997,0.051,18.433,0.05,17.762999999999998,0.023,17.044,0.014,16.652,0.02,17.967,0.015,16.758,0.023,17.195,0.017,4.199428,0.088254,-5.596007,0.099052,17.465569,17.849232,16.90826,-0.002265,0.096567,210.384793
13.18138,-26.5287,1.0,16.988,0.026,15.246,0.036,17.184,0.029,17.402,0.037,17.346,0.017,17.299,0.023,16.567,0.012,15.791,0.006,15.376999999999999,0.016,16.782,0.012,15.489,0.018,15.966000000000001,0.013,4.111923,0.048116,-5.704859,0.051531,16.223984,16.64377,15.638808,0.133671,0.050573,195.382843
13.14708,-26.52716,1.0,16.595999999999997,0.018,14.684,0.025,16.762999999999998,0.019,16.999000000000002,0.025,16.932,0.019,16.847,0.016,16.067999999999998,0.01,15.268999999999998,0.005,14.820999999999998,0.012,16.291,0.009,14.951,0.014,15.428,0.015,4.079346,0.036028,-5.659556,0.037023,15.698908,16.142338,15.091225,0.139609,0.039892,239.94961
13.21335,-26.51594,1.0,18.360999999999997,0.084,16.735999999999997,0.025,18.512,0.083,18.634,0.096,18.703,0.06,18.756,0.075,18.062,0.037,17.291,0.013,16.863,0.034,18.227999999999998,0.018,17.031000000000002,0.024,17.453,0.019,4.254498,0.113815,-5.469673,0.121053,17.79378,18.14389,17.180347,-0.058368,0.118967,252.955752
13.21848,-26.49281,1.0,17.204,0.028,15.526000000000002,0.024,17.383,0.032,17.645,0.053,17.619999999999997,0.025,17.546,0.028,16.841,0.017,16.093,0.007,15.672,0.011,17.061,0.011,15.786000000000001,0.016,16.247,0.011,4.146889,0.053821,-5.680481,0.057071,16.513266,16.929134,15.939123,0.078385,0.055504,337.554333
13.18936,-26.64547,0.0,18.363999999999997,0.058,16.790999999999997,0.023,18.558,0.08,18.809,0.109,18.84,0.058,18.645,0.058,18.108,0.029,17.349999999999998,0.016,16.938,0.024,18.224,0.015,17.062,0.017,17.509999999999998,0.018,4.269437,0.110371,-5.569139,0.12213,17.787546,18.163565,17.24371,-0.052605,0.130887,226.296926
13.14195,-26.64189,0.0,17.658,0.043,16.07,0.026,17.857,0.042,18.123,0.067,18.116999999999997,0.048,17.943,0.029,17.339,0.019,16.593999999999998,0.009,16.192999999999998,0.017,17.531,0.014,16.312,0.019,16.766,0.011,4.008891,0.079851,-5.736784,0.085557,17.063896,17.437319,16.478048,0.084348,0.09311,260.679758
13.1532,-26.64141,0.0,17.729,0.048,16.000999999999998,0.023,17.874,0.048,18.080000000000002,0.069,18.049,0.03,17.982,0.032,17.308,0.02,16.561999999999998,0.013,16.186,0.014,17.528,0.015,16.291,0.017,16.739,0.009,4.177541,0.070703,-5.748572,0.077482,17.02003,17.413633,16.460703,-0.040973,0.080099,240.323558
13.20865,-26.63935,1.0,16.650999999999996,0.019,14.839,0.021,16.863,0.026,17.056,0.033,17.035999999999998,0.018,16.967,0.014,16.209,0.011,15.376999999999999,0.006,14.957999999999998,0.011,16.427,0.01,15.077000000000002,0.011,15.572,0.007,4.26103,0.039501,-5.672287,0.044985,15.841014,16.277477,15.240373,0.102871,0.048744,214.351141
13.22767,-26.63082,0.0,16.686,0.021,14.793999999999999,0.02,16.898,0.027,16.955000000000002,0.031,16.97,0.021,16.873,0.016,16.142,0.011,15.36,0.005,14.940999999999999,0.014,16.366,0.011,15.049,0.011,15.532,0.011,4.254879,0.042327,-5.704034,0.044214,15.818055,16.228989,15.212384,0.051859,0.046156,214.689974
13.19168,-26.62302,0.0,17.104999999999997,0.03,14.979999999999999,0.06,17.341,0.029,17.584,0.036,17.477999999999998,0.022,17.419,0.027,16.512,0.032,15.448999999999998,0.05,15.146999999999998,0.06,16.730999999999998,0.03,15.260000000000002,0.066,15.808,0.051,4.094365,0.069219,-5.41673,0.078243,16.41492,16.775558,15.757502,-0.034823,0.076276,145.86881
13.18907,-26.61964,0.0,17.253,0.031,15.644,0.024,17.445999999999998,0.038,17.578,0.061,17.677999999999997,0.027,17.556,0.038,16.951,0.019,16.182,0.008,15.785,0.016,17.15,0.017,15.877000000000002,0.014,16.344,0.014,4.297319,0.063043,-5.752044,0.070882,16.618593,17.005451,16.02809,0.066835,0.067685,133.309736
13.16644,-26.61471,0.0,17.107,0.022,15.322000000000001,0.022,17.32,0.025,17.451,0.046,17.445,0.025,17.319,0.022,16.644,0.014,15.867,0.007,15.468,0.012,16.851,0.011,15.577000000000002,0.013,16.035999999999998,0.009,4.035233,0.050026,-5.885532,0.055178,16.322586,16.727037,15.727981,0.016419,0.054743,135.534237
13.14755,-26.61353,1.0,17.101999999999997,0.023,15.455,0.021,17.306,0.034,17.587,0.035,17.485999999999997,0.032,17.491,0.022,16.753,0.015,15.989,0.007,15.581,0.015,16.99,0.011,15.7,0.013,16.166,0.009,4.118663,0.053844,-5.82969,0.059017,16.447128,16.850435,15.861663,0.050068,0.058201,172.466297
13.13926,-26.61113,1.0,16.206000000000003,0.014,14.110999999999999,0.02,16.358999999999998,0.015,16.637,0.026,16.494999999999997,0.014,16.424,0.014,15.581,0.008,14.709,0.005,14.27,0.012,15.806000000000001,0.008,14.387,0.012,14.904,0.01,4.224005,0.02865,-5.614579,0.031661,15.177055,15.643601,14.542634,0.132202,0.031432,188.724252
13.16333,-26.6108,0.0,17.865000000000002,0.044,16.387,0.033,18.214,0.052,18.424,0.074,18.404999999999998,0.041,18.31,0.047,17.637,0.019,16.88,0.012,16.544,0.026,17.812,0.018,16.62,0.023,17.101,0.026,3.905431,0.087993,-5.849207,0.097518,17.411335,17.759481,16.824352,0.252588,0.09833,129.881144
13.16419,-26.60903,1.0,17.695999999999998,0.046,16.317999999999998,0.057,17.974999999999998,0.049,18.098,0.082,18.177,0.045,18.21,0.047,17.554,0.047,16.833,0.022,16.451999999999998,0.046,17.767,0.044,16.525000000000002,0.06,16.985,0.057,3.955958,0.102627,-5.733011,0.115944,17.45384,17.685345,16.770296,-0.013099,0.114876,122.869817
13.16795,-26.60542,1.0,16.537999999999997,0.019,14.632,0.018,16.706,0.02,16.939,0.027,16.858,0.018,16.765,0.017,16.011,0.012,15.198999999999998,0.006,14.773,0.009,16.226,0.008,14.879999999999999,0.011,15.373000000000001,0.01,4.355171,0.058277,-5.033719,0.061257,15.673114,16.081085,15.040183,0.299121,0.066435,105.452081
13.18478,-26.60533,0.0,17.875999999999998,0.041,16.183999999999997,0.021,18.12,0.053,18.327,0.119,18.281,0.042,18.256,0.04,17.503,0.015,16.799,0.014,16.392,0.017,17.716,0.017,16.416,0.017,16.892,0.014,4.216008,0.092932,-5.100078,0.102797,17.297745,17.59343,16.65385,-0.301825,0.105191,82.608737
13.13274,-26.60431,1.0,16.493000000000002,0.016,14.575000000000001,0.025,16.689,0.018,16.924,0.026,16.826999999999998,0.016,16.738,0.016,15.972000000000001,0.008,15.149000000000001,0.006,14.722999999999999,0.013,16.195999999999998,0.009,14.838000000000001,0.013,15.332,0.01,4.169897,0.035102,-5.625437,0.036644,15.604737,16.04087,14.983549,0.059366,0.037573,195.607595
13.16895,-26.59549,0.0,16.518,0.039,14.956999999999999,0.021,16.932,0.027,17.144000000000002,0.035,16.991,0.036,16.951,0.038,16.256,0.023,15.439,0.016,15.047999999999998,0.029,16.471999999999998,0.033,15.209,0.012,15.683,0.015,4.193522,0.040558,-5.710154,0.044106,15.958775,16.35874,15.337503,0.155191,0.044487,77.966122
13.16905,-26.5933,1.0,17.173000000000002,0.04,15.645000000000001,0.094,17.384,0.044,17.651,0.06,17.628999999999998,0.048,17.551,0.044,17.014,0.048,16.195999999999998,0.038,15.927,0.062,17.145,0.055,15.886,0.102,17.395,0.03,4.210642,0.110257,-5.842103,0.134426,17.037376,17.05445,16.073488,0.024023,0.116559,73.614123
13.17527,-26.59467,1.0,17.372,0.039,15.790999999999999,0.025,17.608,0.045,17.981,0.075,17.814999999999998,0.045,17.769000000000002,0.04,17.055,0.04,16.346,0.018,15.948,0.024,17.273,0.027,16.011,0.034,16.461,0.031,4.27813,0.070387,-5.642507,0.073547,16.849419,17.182037,16.233097,0.193877,0.072526,60.724952
13.23422,-26.60353,1.0,16.320999999999998,0.016,14.235999999999999,0.023,16.467,0.018,16.706,0.02,16.584999999999997,0.017,16.513,0.012,15.669,0.008,14.818999999999999,0.006,14.376000000000001,0.011,15.890999999999998,0.009,14.483,0.011,15.006999999999998,0.01,4.082436,0.03379,-5.748585,0.035475,15.271951,15.735892,14.640954,0.162481,0.035378,165.429325
13.20739,-26.60088,1.0,16.756999999999998,0.025,14.908,0.025,16.906,0.022,17.134,0.03,17.081999999999997,0.022,17.058,0.024,16.264,0.013,15.453,0.009,15.044999999999998,0.022,16.477999999999998,0.015,15.161000000000001,0.018,15.652000000000001,0.014,4.310125,0.054588,-5.515284,0.056928,15.93034,16.309216,15.296363,0.069079,0.058527,89.786812
13.20482,-26.59919,0.0,17.935000000000002,0.043,16.522,0.038,18.262999999999998,0.049,18.552,0.109,18.462,0.038,18.441,0.06,17.692,0.031,17.041999999999998,0.011,16.714,0.022,17.895,0.027,16.767,0.024,17.147,0.03,4.182041,0.151942,-6.052194,0.182881,17.584173,17.844362,16.923965,-0.295907,0.158721,79.685936
13.16628,-26.60073,0.0,17.424,0.035,15.892000000000001,0.022,17.674,0.037,17.836000000000002,0.052,17.979,0.046,17.823,0.031,17.171,0.026,16.422,0.013,16.05,0.016,17.402,0.014,16.112000000000002,0.017,16.592,0.015,4.173321,0.068199,-5.691748,0.076562,16.874052,17.236353,16.275986,0.303159,0.0742,96.667653
13.21201,-26.59815,0.0,15.889999999999999,0.017,13.624,0.017,16.194,0.018,16.199,0.022,16.157999999999998,0.016,16.032,0.014,15.105,0.012,14.232,0.005,13.768,0.012,15.328,0.01,13.891000000000002,0.016,14.41,0.015,4.057169,0.025204,-5.85412,0.028184,14.75452,15.196506,14.074884,0.043747,0.027323,94.292326
13.21652,-26.60022,1.0,17.192,0.029,15.597,0.039,17.415,0.035,17.587,0.053,17.663999999999998,0.036,17.616,0.029,16.912,0.023,16.156,0.019,15.797999999999998,0.029,17.081,0.026,15.846,0.042,16.311,0.035,4.441279,0.12041,-5.28559,0.129433,16.87383,17.010221,16.081924,-0.432407,0.12837,110.214044
13.2386,-26.59993,1.0,18.091,0.064,16.570999999999998,0.025,18.253,0.065,18.469,0.095,18.676,0.052,18.502,0.057,17.787,0.019,17.095,0.01,16.657,0.023,18.018,0.03,16.824,0.016,17.226,0.024,4.071673,0.091374,-5.730653,0.10912,17.550539,17.91092,16.971054,-0.018655,0.11505,172.887157
13.19071,-26.5983,1.0,16.703000000000003,0.024,14.840000000000002,0.016,16.84,0.023,17.101,0.071,17.047,0.031,17.0,0.021,16.235,0.019,15.392,0.011,15.003,0.016,16.432,0.014,15.107,0.02,15.597999999999999,0.015,3.993446,0.04469,-5.742678,0.046841,15.942863,16.338491,15.314725,0.093273,0.046071,56.821766
13.20593,-26.59574,0.0,17.552,0.041,15.918000000000001,0.026,17.831,0.046,17.878,0.06,17.953,0.042,17.891000000000002,0.032,17.2,0.02,16.473,0.011,16.073,0.017,17.387999999999998,0.02,16.156000000000002,0.021,16.631999999999998,0.02,4.185581,0.071485,-5.373333,0.095773,16.929888,17.289423,16.334564,0.13133,0.081071,73.462821
13.23607,-26.59435,0.0,17.878999999999998,0.06,16.584000000000003,0.035,18.094,0.073,18.253,0.103,18.759999999999998,0.165,18.378,0.072,17.805,0.041,17.096999999999998,0.025,16.75,0.044,17.983,0.05,16.8,0.055,17.319,0.039,4.302398,0.10258,-5.792052,0.110619,17.648684,17.942167,17.027817,0.281831,0.12858,158.94647
13.20994,-26.5921,1.0,17.503,0.041,16.03,0.035,17.774,0.045,17.94,0.055,17.942,0.041,17.93,0.043,17.311,0.029,16.59,0.015,16.21,0.03,17.448,0.029,16.262,0.044,16.724,0.04,4.020049,0.107424,-6.409877,0.12307,17.219421,17.398907,16.486843,-0.101584,0.119623,76.957001
13.21749,-26.59216,0.0,17.438000000000002,0.04,15.755999999999998,0.018,17.660999999999998,0.041,17.743000000000002,0.053,17.855999999999998,0.035,17.655,0.036,17.093,0.018,16.262999999999998,0.01,15.886,0.018,17.221999999999998,0.013,15.996000000000002,0.015,16.457,0.012,4.154489,0.062938,-5.59349,0.069114,16.740204,17.143917,16.159431,0.087123,0.071562,99.691684
13.20369,-26.59176,1.0,16.095,0.02,14.249,0.02,16.256,0.019,16.5,0.027,16.448,0.016,16.357,0.016,15.622,0.011,14.806000000000001,0.005,14.398,0.014,15.828,0.013,14.501000000000001,0.012,14.989999999999998,0.007,4.075233,0.031824,-5.774132,0.037066,15.280412,15.697615,14.656282,0.048273,0.033943,59.084465
13.23751,-26.59124,0.0,17.397999999999996,0.037,15.774,0.029,17.592,0.033,17.772000000000002,0.054,17.892,0.064,17.705000000000002,0.034,17.054,0.03,16.308,0.013,15.924,0.019,17.221999999999998,0.026,16.027,0.028,16.512999999999998,0.024,3.98274,0.064,-5.72473,0.072766,16.85037,17.190845,16.21569,-0.200907,0.076164,160.766477
13.16438,-26.59213,0.0,17.604,0.034,15.841,0.022,17.791999999999998,0.034,18.027,0.06,18.003,0.034,17.864,0.036,17.203,0.016,16.407,0.013,15.995999999999999,0.023,17.389,0.015,16.061,0.029,16.582,0.014,4.137029,0.08217,-5.812884,0.084308,16.922338,17.283888,16.324945,0.051984,0.085562,84.794895
13.16564,-26.59105,1.0,16.165,0.015,14.074,0.02,16.332,0.018,16.55,0.021,16.456999999999997,0.013,16.346,0.015,15.521,0.008,14.661999999999999,0.006,14.216999999999999,0.011,15.765999999999998,0.008,14.333000000000002,0.015,14.855999999999998,0.01,4.147395,0.029865,-5.800505,0.030922,15.129772,15.591625,14.488772,0.117098,0.030659,79.53028
13.19176,-26.59203,1.0,17.976999999999997,0.062,16.817999999999998,0.035,18.09,0.078,18.364,0.101,18.837999999999997,0.097,18.496,0.066,18.053,0.054,17.288,0.043,16.971,0.047,18.118,0.048,17.024,0.043,17.554,0.034,3.627392,0.146299,-5.516449,0.16324,17.8063,17.92324,17.077404,0.816396,0.157709,35.552135
13.17902,-26.58894,0.0,16.978,0.027,15.144,0.024,17.145,0.043,17.307000000000002,0.055,17.267999999999997,0.036,17.216,0.035,16.471,0.026,15.695999999999998,0.012,15.312999999999999,0.018,16.689999999999998,0.022,15.409000000000002,0.017,15.864999999999998,0.022,4.044429,0.04545,-5.825796,0.050425,16.198574,16.555975,15.55352,0.164237,0.049996,37.970087
13.21427,-26.59067,1.0,17.479999999999997,0.044,16.094,0.038,17.615,0.048,18.036,0.081,17.904999999999998,0.052,17.802,0.046,17.254,0.044,16.487,0.023,16.157,0.046,17.409,0.051,16.217000000000002,0.059,16.685,0.052,4.326623,0.071287,-5.641477,0.078766,17.042791,17.311363,16.356632,0.230021,0.083579,87.629607
13.16782,-26.59043,1.0,17.749000000000002,0.058,16.532000000000004,0.041,18.198999999999998,0.049,18.44,0.079,18.369999999999997,0.072,18.423000000000002,0.06,17.774,0.038,17.093999999999998,0.026,16.721,0.047,17.902,0.048,16.765,0.047,17.201999999999998,0.048,4.092936,0.106242,-4.759277,0.14576,17.646202,17.849491,16.98096,-0.56555,0.123074,72.277769
13.25985,-26.59058,1.0,16.766,0.021,14.912999999999998,0.024,16.931,0.018,17.154,0.025,17.116,0.021,17.068,0.019,16.284,0.011,15.471,0.006,15.056999999999999,0.011,16.479,0.009,15.159000000000002,0.011,15.652000000000001,0.011,4.135441,0.045646,-5.627706,0.04579,15.917276,16.341694,15.311822,0.117886,0.046557,231.64588
13.14998,-26.58937,1.0,18.201999999999998,0.075,16.726,0.03,18.432,0.079,18.656,0.09,18.506999999999998,0.055,18.771,0.065,18.032,0.027,17.192,0.018,16.869,0.025,18.15,0.022,16.985,0.024,17.410999999999998,0.015,4.164994,0.108761,-5.730183,0.110271,17.698898,18.040009,17.137585,-0.113847,0.119481,126.36827
13.19927,-26.58878,0.0,18.290999999999997,0.065,16.375999999999998,0.038,18.419999999999998,0.066,18.709,0.11,18.485999999999997,0.058,18.406,0.048,17.658,0.027,16.939999999999998,0.028,16.546,0.032,17.872,0.027,16.647000000000002,0.027,17.12,0.02,4.185287,0.085232,-5.710894,0.091311,17.384607,17.753004,16.825846,-0.047876,0.096391,41.497145
13.19681,-26.58881,1.0,16.525999999999996,0.022,14.738000000000001,0.019,16.709,0.018,16.963,0.03,16.9,0.017,16.851,0.017,16.096,0.01,15.314999999999998,0.006,14.890999999999998,0.013,16.274,0.011,15.0,0.013,15.471,0.01,4.161678,0.037042,-5.793845,0.040464,15.75954,16.15912,15.155616,0.086731,0.040023,34.993081
13.15706,-26.58558,0.0,18.348,0.074,16.661,0.027,18.538999999999998,0.061,18.571,0.081,18.511,0.065,18.581,0.059,17.848,0.04,17.184,0.013,16.812,0.024,18.08,0.019,16.896,0.017,17.352,0.013,3.870521,0.092925,-5.737497,0.110807,17.597776,17.986006,17.076548,-0.091617,0.106871,101.673231
13.19188,-26.587,1.0,16.214999999999996,0.017,13.969,0.018,16.38,0.018,16.55,0.024,16.464,0.014,16.348,0.015,15.479,0.009,14.602,0.008,14.131,0.013,15.707,0.012,14.254000000000001,0.013,14.774000000000001,0.011,4.221566,0.037326,-5.574413,0.035946,15.067711,15.505337,14.393834,0.033523,0.036128,19.265015
13.20372,-26.58662,0.0,17.959000000000003,0.041,16.266,0.028,18.215,0.045,18.57,0.069,18.404,0.061,18.308,0.051,17.597,0.03,16.839,0.015,16.442999999999998,0.022,17.762999999999998,0.024,16.554000000000002,0.033,17.014,0.022,4.352401,0.094963,-5.475544,0.1036,17.300518,17.626945,16.680836,0.030455,0.107817,51.120388
13.13383,-26.58495,0.0,17.134999999999998,0.033,15.436000000000002,0.019,17.355999999999998,0.031,17.534,0.039,17.56,0.028,17.451,0.029,16.721,0.018,15.956,0.009,15.573999999999998,0.016,16.95,0.011,15.686,0.012,16.159,0.015,4.019445,0.050499,-5.622212,0.052684,16.446568,16.83142,15.843041,0.138946,0.056005,176.027758
13.18196,-26.58562,1.0,17.708,0.039,16.067,0.035,17.910999999999998,0.039,18.102,0.044,18.07,0.043,18.084,0.031,17.338,0.031,16.631999999999998,0.018,16.212,0.029,17.518,0.033,16.434,0.029,16.773,0.035,4.202652,0.07193,-5.858765,0.076296,17.039436,17.361917,16.40401,0.232806,0.076833,23.66318
13.16215,-26.58368,1.0,17.353,0.047,15.841,0.02,17.552,0.066,17.795,0.068,17.735999999999997,0.057,17.654,0.053,17.025,0.04,16.277,0.024,15.893,0.039,17.241,0.041,16.101,0.016,16.46,0.049,4.063157,0.062419,-5.46337,0.069783,16.806719,17.127533,16.184084,0.028166,0.067133,84.32008
13.09721,-26.58361,1.0,16.534,0.015,14.616000000000001,0.023,16.706,0.019,16.918,0.024,16.875999999999998,0.018,16.799,0.015,16.018,0.009,15.187999999999999,0.005,14.758,0.013,16.238,0.008,14.870000000000001,0.014,15.361999999999998,0.012,4.065215,0.039829,-5.746132,0.043121,15.643322,16.090715,15.027617,0.04294,0.041347,293.761396
13.19256,-26.58225,1.0,17.484,0.05,16.244,0.075,17.751,0.055,17.973,0.072,17.956,0.053,17.93,0.059,17.517,0.049,16.935,0.033,16.383,0.054,17.683,0.066,16.396,0.092,16.865,0.069,4.060608,0.08181,-5.633856,0.091565,17.368141,17.532377,16.621279,0.159493,0.089319,13.226101
13.14217,-26.58049,1.0,16.016,0.018,13.907000000000002,0.016,16.181,0.016,16.433,0.026,16.301,0.015,16.192,0.014,15.381999999999998,0.009,14.511,0.004,14.055,0.011,15.594000000000001,0.008,14.187000000000001,0.015,14.701,0.012,4.208232,0.026767,-5.729577,0.029516,15.003846,15.45977,14.351856,0.10776,0.028684,149.181363
13.29253,-26.5816,0.0,16.494999999999997,0.021,14.371,0.024,16.709,0.019,16.729,0.023,16.709,0.016,16.574,0.014,15.777000000000001,0.008,14.947,0.005,14.512999999999998,0.012,16.009999999999998,0.01,14.638000000000002,0.012,15.134,0.01,4.322261,0.033971,-5.655222,0.038044,15.404284,15.860428,14.785482,0.102401,0.039853,335.105035
13.20116,-26.57795,1.0,17.549,0.061,16.212000000000003,0.023,17.851,0.057,18.486,0.125,18.067,0.044,18.035,0.059,17.438,0.037,16.692,0.027,16.354,0.036,17.583,0.039,16.401,0.045,16.839,0.041,3.971854,0.100864,-5.691996,0.087398,17.234175,17.490469,16.570019,0.047859,0.087987,44.546196
13.16579,-26.57966,1.0,17.697000000000003,0.053,16.283,0.026,17.847,0.061,18.238,0.074,18.211,0.061,17.908,0.05,17.397,0.041,16.813,0.014,16.311,0.034,17.602,0.038,16.494,0.019,16.912,0.033,4.219118,0.077008,-5.618739,0.083916,17.181963,17.49519,16.577406,0.162786,0.086949,73.982938
13.19856,-26.57881,0.0,16.476999999999997,0.024,14.456999999999999,0.021,16.727999999999998,0.024,16.859,0.031,16.764,0.022,16.665,0.021,15.890999999999998,0.01,15.064,0.006,14.611999999999998,0.013,16.09,0.011,14.721,0.018,15.251999999999999,0.015,3.886876,0.03933,-5.737484,0.040986,15.569723,15.954144,14.914338,0.134161,0.039191,35.18238
13.17273,-26.57805,1.0,16.886000000000003,0.025,15.06,0.02,17.108,0.025,17.379,0.039,17.246,0.02,17.162,0.025,16.448999999999998,0.013,15.64,0.008,15.213999999999999,0.016,16.623,0.015,15.322,0.015,15.805,0.016,4.012005,0.059661,-5.625163,0.06266,16.096182,16.480936,15.469007,0.038154,0.05961,53.163065
13.21196,-26.57488,1.0,17.880000000000003,0.055,16.487000000000002,0.041,18.037,0.047,18.511,0.074,18.403,0.054,18.401,0.065,17.72,0.037,16.958,0.02,16.625,0.032,17.854,0.039,16.728,0.049,17.152,0.031,3.887411,0.114346,-5.989825,0.123663,17.530973,17.81038,16.902544,0.315265,0.124318,80.866234
13.09488,-26.57509,1.0,17.793,0.046,16.119,0.026,17.864,0.035,18.192,0.071,18.113,0.046,18.026,0.039,17.375,0.018,16.637999999999998,0.008,16.227,0.019,17.576,0.01,16.34,0.018,16.806,0.014,4.030377,0.071688,-5.854697,0.084086,17.059786,17.46543,16.509895,0.097049,0.083705,302.485921
13.16549,-26.57531,1.0,16.499000000000002,0.017,14.627,0.016,16.694,0.021,16.902,0.033,16.840999999999998,0.016,16.764,0.016,16.02,0.012,15.215,0.006,14.756,0.014,16.221,0.012,14.881,0.016,15.381,0.015,4.249692,0.065692,-5.155851,0.06945,15.71311,16.091578,15.055291,0.107071,0.065071,78.594605
13.21768,-26.57384,0.0,16.517000000000003,0.022,14.789,0.031,16.799,0.023,16.893,0.037,16.912,0.025,16.808,0.023,16.125,0.018,15.329999999999998,0.009,14.940000000000001,0.019,16.284,0.019,15.026,0.032,15.523,0.024,4.222223,0.041657,-5.621538,0.047838,15.876014,16.237259,15.232417,0.103567,0.042428,99.245555
13.27377,-26.57374,0.0,16.08,0.013,13.822999999999999,0.024,16.259999999999998,0.015,16.351,0.02,16.266,0.013,16.099,0.013,15.283999999999999,0.008,14.418,0.005,13.962,0.011,15.523,0.01,14.092000000000002,0.012,14.614999999999998,0.009,4.148738,0.02726,-5.705094,0.029126,14.883115,15.3587,14.238417,0.132443,0.029767,276.536238
13.27432,-26.57253,0.0,17.863999999999997,0.065,16.278,0.02,18.181,0.048,18.292,0.073,18.368,0.044,18.273,0.044,17.544999999999998,0.022,16.779,0.016,16.424,0.019,17.758,0.02,16.558,0.014,16.983999999999998,0.017,3.980076,0.089072,-5.756463,0.092975,17.32258,17.693413,16.74493,0.238464,0.101843,278.920499
13.23149,-26.57139,0.0,18.018,0.084,16.4,0.032,18.179,0.071,18.39,0.09,18.337999999999997,0.055,18.257,0.046,17.679,0.037,16.93,0.015,16.522,0.026,17.839,0.028,16.661,0.027,17.088,0.029,4.003585,0.091943,-5.757057,0.103183,17.463926,17.791138,16.874311,0.209243,0.100326,144.182748
13.22926,-26.57112,0.0,16.389000000000003,0.018,14.316,0.025,16.655,0.021,16.722,0.024,16.666,0.014,16.54,0.015,15.713000000000001,0.009,14.883,0.006,14.46,0.012,15.928999999999998,0.012,14.583000000000002,0.014,15.056999999999999,0.013,4.234646,0.033308,-5.641025,0.035736,15.355177,15.792174,14.725847,-0.006406,0.034274,137.770969
13.15682,-26.5696,1.0,15.839,0.014,13.566999999999998,0.021,15.979,0.017,16.158,0.022,16.064999999999998,0.013,15.933,0.011,15.096,0.01,14.195999999999998,0.005,13.722000000000001,0.012,15.309999999999999,0.013,13.850999999999999,0.015,14.395,0.018,4.213413,0.023371,-5.649901,0.025368,14.690409,15.16398,14.017385,0.021048,0.024413,112.186698
13.17131,-26.5695,1.0,17.018,0.022,15.193,0.022,17.183,0.028,17.419,0.043,17.355999999999998,0.026,17.289,0.025,16.531,0.01,15.751999999999999,0.008,15.346,0.009,16.718,0.008,15.418,0.012,15.915,0.011,4.304017,0.045189,-5.608844,0.050552,16.19667,16.592434,15.59773,0.005189,0.049059,72.699556
13.22667,-26.56821,0.0,16.328000000000003,0.013,14.189000000000002,0.023,16.499,0.022,16.655,0.024,16.56,0.013,16.421,0.011,15.613,0.01,14.771999999999998,0.005,14.335999999999999,0.011,15.844000000000001,0.012,14.45,0.012,14.953,0.009,4.243295,0.029608,-5.67751,0.03237,15.234145,15.687876,14.597732,0.09014,0.032005,133.521211
13.16754,-26.56523,1.0,17.229,0.031,15.500000000000002,0.023,17.343,0.032,17.646,0.051,17.589,0.035,17.544,0.026,16.852999999999998,0.026,16.028,0.017,15.672999999999998,0.026,17.025,0.018,15.759,0.022,16.24,0.021,4.115713,0.054636,-5.679833,0.060284,16.578402,16.974432,15.987057,0.171453,0.059747,92.001714
13.22631,-26.56506,1.0,16.717,0.018,14.833,0.027,16.835,0.026,17.04,0.031,17.041999999999998,0.021,16.949,0.019,16.187,0.011,15.390999999999998,0.005,14.972999999999999,0.013,16.381999999999998,0.01,15.079,0.013,15.553999999999998,0.011,4.137717,0.041356,-5.685312,0.04459,15.842432,16.265835,15.233151,0.070534,0.044948,137.315446
