RA,Dec,pop,U,err_U,Z,err_Z,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,R,err_R,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
13.13747,-26.64141,0.0,17.817,0.045,16.301000000000002,0.016,18.087,0.05,18.21,0.073,18.279,0.055,18.188,0.038,17.59,0.026,16.833,0.012,16.431,0.023,17.755,0.016,16.554000000000002,0.019,17.009999999999998,0.021,4.061875,0.082623,-5.878533,0.088447,17.318174,17.670595,16.746414,0.039719,0.097617,267.789869
13.22969,-26.64057,0.0,17.772999999999996,0.049,16.171,0.027,17.980999999999998,0.047,18.147000000000002,0.07,18.174999999999997,0.036,18.044,0.04,17.451999999999998,0.015,16.715999999999998,0.012,16.317999999999998,0.013,17.655,0.014,16.419,0.014,16.887,0.01,4.227329,0.076104,-5.883929,0.085138,17.145231,17.542496,16.579441,0.083539,0.093349,247.276558
13.20513,-26.63996,1.0,18.264000000000003,0.065,16.868000000000002,0.029,18.5,0.067,18.731,0.089,18.709,0.066,18.723,0.067,18.101,0.032,17.372,0.014,16.961,0.025,18.237,0.016,17.1,0.019,17.506999999999998,0.009,4.146353,0.110616,-5.806338,0.126835,17.805563,18.202543,17.286615,0.037131,0.13792,213.227927
13.16896,-26.63785,0.0,15.816999999999998,0.012,13.405,0.018,15.96,0.012,16.172,0.014,15.975,0.009,15.844000000000001,0.009,14.962,0.007,14.032,0.004,13.556000000000001,0.011,15.201,0.008,13.678,0.011,14.238999999999999,0.009,4.181456,0.021823,-5.64262,0.024417,14.518175,15.016732,13.839472,0.091381,0.024286,208.54923
13.22112,-26.63483,0.0,17.283,0.027,15.822000000000001,0.027,17.553,0.031,17.685000000000002,0.049,17.724,0.032,17.637,0.027,17.067,0.025,16.340999999999998,0.011,15.983,0.022,17.227,0.021,16.045,0.036,16.498,0.029,3.682163,0.123823,-6.212236,0.134348,16.992233,17.200758,16.27733,-0.468582,0.142858,215.281524
13.1557,-26.63652,0.0,17.909,0.059,16.35,0.024,18.15,0.061,18.397000000000002,0.077,18.360999999999997,0.054,18.222,0.053,17.682,0.025,16.896,0.011,16.509,0.021,17.822,0.02,16.607,0.018,17.061,0.014,4.163646,0.080573,-5.61816,0.090041,17.360458,17.718927,16.787704,0.267116,0.094497,220.941758
13.18289,-26.63145,1.0,16.247999999999998,0.019,14.261000000000001,0.018,16.428,0.018,16.686,0.025,16.587,0.019,16.513,0.015,15.7,0.009,14.835999999999999,0.006,14.405000000000001,0.012,15.922,0.009,14.52,0.011,15.033000000000001,0.01,4.162924,0.033303,-5.66742,0.03636,15.324905,15.777492,14.693437,0.024361,0.035876,176.677513
13.1949,-26.63485,1.0,16.615000000000002,0.021,14.731,0.023,16.801,0.02,17.094,0.03,16.956,0.02,16.925,0.017,16.122,0.011,15.299,0.007,14.879000000000001,0.011,16.329,0.01,14.986,0.013,15.469999999999999,0.008,4.138904,0.042489,-5.854925,0.049751,15.751342,16.18868,15.141231,0.070554,0.048109,189.19462
13.16858,-26.63123,0.0,17.290999999999997,0.048,15.950999999999999,0.028,17.759,0.054,18.054000000000002,0.1,17.869,0.057,17.754,0.045,17.232,0.026,16.467,0.019,16.097,0.03,17.394,0.038,16.276,0.01,16.724,0.01,4.121296,0.066836,-5.693927,0.074956,16.989515,17.362122,16.40305,-0.006233,0.076614,186.029146
13.28322,-26.63398,0.0,18.125,0.072,16.576,0.022,18.367,0.068,18.634,0.099,18.5,0.053,18.448,0.063,17.834,0.03,17.115,0.011,16.706,0.022,18.023,0.016,16.822,0.015,17.267,0.013,4.00568,0.100839,-5.549873,0.112918,17.532824,17.916792,16.988941,0.14831,0.120302,356.608574
13.22057,-26.63284,0.0,15.941,0.01,13.569,0.019,16.091,0.013,16.307000000000002,0.018,16.128999999999998,0.011,15.988,0.011,15.117,0.006,14.2,0.005,13.733999999999998,0.013,15.354,0.011,13.849,0.009,14.404,0.008,4.074946,0.024078,-5.661092,0.027118,14.672821,15.170142,14.011815,0.171355,0.027917,208.270531
13.21028,-26.63151,1.0,17.208,0.03,15.656,0.023,17.376,0.03,17.631,0.042,17.573999999999998,0.027,17.553,0.026,16.939,0.015,16.169999999999998,0.009,15.779,0.019,17.108999999999998,0.013,15.891000000000002,0.016,16.328,0.009,4.224869,0.056745,-5.710371,0.063482,16.596827,16.983845,16.046606,0.14568,0.067382,189.499774
13.19593,-26.63064,0.0,17.722,0.032,16.157000000000004,0.022,18.012999999999998,0.042,18.066,0.048,18.142,0.033,18.021,0.031,17.436,0.021,16.672,0.012,16.303,0.015,17.621,0.01,16.41,0.012,16.855,0.013,4.149255,0.077586,-5.723469,0.097918,17.136944,17.535889,16.597605,0.116811,0.093454,174.521614
13.24344,-26.6305,1.0,16.249000000000002,0.016,14.104999999999999,0.018,16.386,0.017,16.603,0.022,16.49,0.013,16.397,0.009,15.567,0.008,14.709,0.005,14.261,0.011,15.794,0.01,14.375,0.013,14.896,0.01,4.286712,0.029495,-5.722308,0.033217,15.161177,15.626373,14.523986,0.122981,0.034877,247.098795
13.14752,-26.62872,0.0,15.844,0.011,13.455,0.019,15.989,0.01,16.199,0.019,16.031,0.011,15.905999999999999,0.011,15.009999999999998,0.006,14.096999999999998,0.004,13.613,0.011,15.251999999999999,0.008,13.741,0.014,14.293,0.009,4.142373,0.022714,-5.785196,0.024184,14.566617,15.06895,13.900743,0.076727,0.026028,211.939681
13.23381,-26.62783,0.0,18.197000000000003,0.061,16.714,0.028,18.506,0.065,18.684,0.121,18.688,0.067,18.633,0.067,17.967,0.032,17.224999999999998,0.013,16.849,0.02,18.134999999999998,0.021,16.934,0.019,17.371,0.015,4.019487,0.098139,-5.827858,0.112458,17.64214,18.04281,17.107924,0.118512,0.122829,218.570076
13.08603,-26.62623,0.0,17.719,0.045,16.162,0.034,17.995,0.048,18.113,0.07,18.145,0.038,18.103,0.04,17.486,0.022,16.717,0.008,16.314,0.022,17.678,0.014,16.421,0.018,16.884999999999998,0.012,4.143858,0.076018,-5.641402,0.085819,17.163664,17.554676,16.592064,0.066709,0.087462,365.115502
13.19727,-26.62641,1.0,17.234,0.032,15.498,0.023,17.362,0.03,17.671,0.046,17.605999999999998,0.028,17.535,0.029,16.836,0.015,16.041999999999998,0.009,15.646,0.012,17.016,0.013,15.739,0.013,16.208,0.011,4.052764,0.058743,-5.876779,0.077487,16.46939,16.881823,15.890038,0.218592,0.06632,160.244809
13.14648,-26.62597,1.0,16.073999999999998,0.021,14.229999999999999,0.024,16.265,0.022,16.514,0.028,16.447,0.02,16.354,0.022,15.620000000000001,0.012,14.794,0.006,14.366,0.019,15.823,0.017,14.483,0.021,14.992999999999999,0.018,4.185893,0.030859,-5.654162,0.032933,15.281798,15.691264,14.639557,0.037389,0.033826,206.457104
13.11278,-26.62497,0.0,16.988,0.026,15.229000000000001,0.025,17.223,0.024,17.375,0.043,17.394,0.022,17.249,0.022,16.563,0.013,15.777000000000001,0.006,15.372,0.015,16.768,0.008,15.485,0.009,15.95,0.012,4.243997,0.045526,-5.606829,0.046081,16.240414,16.64204,15.641541,0.150763,0.0514,287.389909
13.1529,-26.62326,1.0,17.281,0.034,15.693,0.02,17.522,0.033,17.842000000000002,0.056,17.758,0.03,17.705000000000002,0.034,17.046,0.015,16.242,0.006,15.849,0.018,17.221,0.014,15.954,0.019,16.422,0.01,4.049285,0.058714,-5.724703,0.063622,16.703197,17.106707,16.129555,-0.026856,0.066653,185.900591
13.26918,-26.62484,0.0,16.639000000000003,0.017,14.639999999999999,0.02,16.767,0.021,16.916,0.026,16.872,0.019,16.775,0.019,16.019,0.009,15.213999999999999,0.007,14.791999999999998,0.013,16.244,0.009,14.907,0.011,15.399000000000001,0.011,4.163644,0.036771,-5.833547,0.041644,15.656761,16.092716,15.05077,0.133322,0.043234,301.085792
13.20451,-26.6178,0.0,17.424,0.032,15.653,0.025,17.576,0.035,17.742,0.05,17.758,0.027,17.586,0.027,16.937,0.014,16.169999999999998,0.009,15.767,0.015,17.113,0.014,15.868000000000002,0.013,16.343,0.011,4.337547,0.057751,-5.811687,0.065022,16.614204,17.032578,16.051826,0.188494,0.065124,136.831827
13.11649,-26.61903,1.0,17.584000000000003,0.038,15.966,0.025,17.716,0.035,17.957,0.053,18.000999999999998,0.043,17.951,0.037,17.278,0.019,16.500999999999998,0.011,16.105,0.018,17.468,0.013,16.209,0.015,16.669,0.012,4.136349,0.064918,-5.530769,0.066172,16.941368,17.329475,16.376396,0.019531,0.073048,266.138351
13.12033,-26.61779,0.0,18.326999999999998,0.078,16.691000000000003,0.027,18.68,0.079,18.553,0.084,18.677999999999997,0.072,18.45,0.055,17.905,0.026,17.208,0.015,16.863,0.029,18.09,0.018,16.931,0.019,17.376,0.016,4.221243,0.094546,-5.783931,0.10279,17.647438,18.020569,17.094475,0.178658,0.112642,253.300465
13.19597,-26.61782,1.0,16.141,0.016,14.043999999999999,0.023,16.294,0.014,16.555,0.019,16.419999999999998,0.013,16.315,0.012,15.497,0.007,14.636,0.005,14.181999999999999,0.012,15.727,0.01,14.311,0.01,14.826,0.011,4.19395,0.029152,-5.59007,0.029721,15.097044,15.564589,14.461403,0.150749,0.030053,129.060121
13.20661,-26.61686,1.0,16.188000000000002,0.019,14.127,0.018,16.366,0.015,16.624000000000002,0.026,16.528,0.015,16.42,0.014,15.594999999999999,0.008,14.713000000000001,0.005,14.29,0.009,15.809999999999999,0.009,14.392,0.011,14.907,0.011,4.177512,0.029165,-5.715063,0.032492,15.212418,15.673374,14.574012,0.159957,0.034439,136.383592
13.21003,-26.61663,0.0,16.97,0.028,15.287999999999998,0.019,17.211,0.024,17.415,0.035,17.415,0.027,17.308,0.027,16.63,0.011,15.811,0.008,15.390999999999998,0.017,16.794999999999998,0.011,15.535,0.014,16.002,0.01,4.060873,0.050028,-5.812532,0.054531,16.280882,16.69234,15.689532,0.150963,0.059434,140.848003
13.16543,-26.61606,1.0,16.444000000000003,0.025,14.625000000000002,0.062,16.608,0.025,16.802,0.03,16.784,0.023,16.688,0.026,15.986999999999998,0.03,15.183,0.019,14.780000000000001,0.039,16.166999999999998,0.035,14.870000000000001,0.06,15.350999999999999,0.052,3.81662,0.065903,-6.071279,0.072967,15.822333,16.06485,15.029626,-0.061576,0.075753,141.49069
13.25229,-26.61514,1.0,17.134999999999998,0.027,15.426,0.018,17.333,0.028,17.554000000000002,0.041,17.554,0.026,17.455000000000002,0.026,16.738,0.014,15.974999999999998,0.008,15.555,0.015,16.951,0.012,15.687000000000001,0.013,16.157,0.011,4.092949,0.052047,-5.87278,0.06028,16.416162,16.82782,15.8326,0.116036,0.059683,236.594416
13.21693,-26.61462,0.0,17.311,0.031,15.741999999999999,0.022,17.594,0.037,17.736,0.05,17.807,0.038,17.657,0.026,17.006999999999998,0.019,16.259,0.01,15.89,0.018,17.233999999999998,0.019,15.989,0.018,16.482,0.01,4.184676,0.061042,-5.688684,0.071347,16.737293,17.128143,16.150448,0.097221,0.079211,147.195429
13.14975,-26.61212,0.0,18.201999999999998,0.055,16.631999999999998,0.023,18.428,0.054,18.657,0.094,18.694,0.077,18.512,0.051,17.927,0.02,17.182,0.016,16.785999999999998,0.021,18.128,0.018,16.896,0.019,17.326999999999998,0.018,4.18773,0.099271,-5.775892,0.112235,17.647873,18.013939,17.076632,0.231655,0.113332,163.683259
13.20298,-26.61134,0.0,16.701,0.023,14.967,0.018,16.925,0.02,17.14,0.033,17.07,0.02,16.983,0.02,16.294,0.013,15.514,0.007,15.094999999999999,0.01,16.488,0.012,15.197,0.016,15.681000000000001,0.013,3.720123,0.06004,-5.578504,0.071291,16.00643,16.390495,15.387262,-0.137591,0.063821,113.422462
13.17381,-26.61066,0.0,17.938000000000002,0.057,16.369,0.034,18.16,0.051,18.329,0.09,18.383,0.055,18.383,0.04,17.62,0.027,16.895,0.015,16.516,0.024,17.772,0.022,16.574,0.029,17.001,0.03,4.134827,0.083231,-5.781996,0.093471,17.36968,17.668966,16.76461,0.053601,0.093862,111.531891
13.21961,-26.61086,0.0,16.841,0.026,15.027,0.02,17.065,0.021,17.226,0.038,17.157,0.015,17.069,0.016,16.349999999999998,0.012,15.585999999999999,0.006,15.171,0.012,16.567999999999998,0.015,15.274000000000001,0.016,15.761,0.01,4.144276,0.049815,-5.535311,0.055834,16.067886,16.450129,15.446772,-0.100094,0.056497,142.917677
13.19665,-26.61046,1.0,17.088,0.029,15.469,0.018,17.304,0.031,17.549,0.043,17.54,0.027,17.511,0.027,16.784,0.017,16.014,0.009,15.629000000000001,0.015,16.985,0.021,15.720000000000002,0.02,16.174,0.017,4.003113,0.059089,-5.666473,0.065675,16.50541,16.885176,15.902662,0.089716,0.061872,103.640583
13.15492,-26.60727,0.0,16.633000000000003,0.026,14.965000000000002,0.019,16.968,0.023,17.16,0.03,17.105999999999998,0.021,17.021,0.02,16.308,0.016,15.512999999999998,0.006,15.111999999999998,0.014,16.498,0.016,15.186,0.02,15.684999999999999,0.014,4.213937,0.042242,-5.764425,0.046369,16.028055,16.389118,15.384862,0.152873,0.045962,139.739347
13.11123,-26.6078,1.0,17.1,0.027,15.391,0.02,17.303,0.027,17.525000000000002,0.04,17.579,0.027,17.481,0.023,16.741,0.014,15.957,0.006,15.538999999999998,0.018,16.935,0.009,15.635000000000002,0.013,16.113,0.013,4.110997,0.050512,-5.6606,0.050893,16.400112,16.81045,15.809359,0.1113,0.054956,264.583891
13.29601,-26.60512,0.0,17.764000000000003,0.044,16.085,0.026,17.909,0.053,18.137,0.06,18.110999999999997,0.047,18.02,0.037,17.375,0.024,16.631999999999998,0.011,16.229,0.018,17.567999999999998,0.015,16.336000000000002,0.013,16.819,0.015,4.189811,0.073312,-5.790878,0.080659,17.07299,17.451939,16.503391,0.070587,0.082871,355.458623
13.07548,-26.60509,1.0,17.405,0.039,15.819999999999999,0.026,17.558,0.034,17.862000000000002,0.053,17.872999999999998,0.035,17.796,0.033,17.113,0.018,16.358,0.008,15.957,0.017,17.333,0.011,16.057000000000002,0.014,16.525,0.013,4.295879,0.060022,-5.712841,0.066771,16.7906,17.197208,16.228249,0.061291,0.069838,372.517697
13.2268,-26.60293,0.0,17.457,0.044,15.907000000000002,0.027,17.697,0.04,17.931,0.065,17.898,0.045,17.787,0.038,17.188,0.022,16.439999999999998,0.015,16.062,0.027,17.355,0.024,16.17,0.026,16.618,0.017,4.107015,0.074639,-5.828354,0.075869,16.939375,17.293324,16.33851,0.102016,0.079085,143.704229
13.24888,-26.60229,1.0,17.961999999999996,0.056,16.322000000000003,0.029,18.051,0.05,18.353,0.089,18.329,0.043,18.255,0.05,17.581,0.018,16.845,0.013,16.471,0.021,17.761,0.019,16.569,0.017,17.008,0.011,4.108957,0.080158,-5.538214,0.090038,17.266275,17.659184,16.728804,0.08677,0.092687,207.029115
13.21495,-26.60272,0.0,17.213,0.038,15.569999999999999,0.03,17.438,0.033,17.546,0.039,17.599999999999998,0.033,17.580000000000002,0.027,16.883,0.017,16.137,0.009,15.719999999999999,0.023,17.072,0.017,15.854,0.023,16.291999999999998,0.022,3.962928,0.06081,-5.71281,0.068279,16.641237,16.95105,16.004114,0.041757,0.067426,111.999664
13.145,-26.60364,0.0,16.141,0.014,13.995,0.022,16.372,0.014,16.442,0.024,16.366999999999997,0.011,16.227,0.013,15.437999999999999,0.01,14.59,0.009,14.143,0.012,15.671,0.008,14.260000000000002,0.011,14.777000000000001,0.011,4.098014,0.027194,-5.67812,0.030288,15.052778,15.514863,14.416893,0.071623,0.0297,159.081102
13.19792,-26.60051,1.0,16.618000000000002,0.028,14.877999999999998,0.015,16.845,0.025,17.003,0.032,17.023999999999997,0.021,16.993,0.026,16.223,0.014,15.451,0.007,15.027999999999999,0.012,16.418,0.011,15.129000000000001,0.016,15.617,0.013,3.983084,0.044445,-5.644381,0.048017,15.946475,16.326077,15.319723,-0.010252,0.047707,71.28004
13.29867,-26.59956,0.0,17.831000000000003,0.049,16.113999999999997,0.027,17.992,0.047,18.121000000000002,0.066,18.11,0.041,17.991,0.033,17.387,0.019,16.64,0.007,16.242,0.012,17.572,0.015,16.353,0.015,16.806,0.013,4.494244,0.074613,-5.724212,0.081746,17.084934,17.459703,16.511524,0.239539,0.085482,359.993089
13.14176,-26.59998,0.0,17.668999999999997,0.047,16.012,0.02,17.894,0.04,18.04,0.055,18.145,0.041,17.941,0.042,17.284,0.022,16.55,0.008,16.165,0.02,17.499,0.013,16.273,0.015,16.730999999999998,0.013,4.113062,0.069345,-5.784019,0.076985,17.028036,17.403553,16.451084,-0.025033,0.077557,162.838204
13.22368,-26.59704,1.0,17.636000000000003,0.043,15.921999999999999,0.021,17.741,0.039,18.101,0.069,18.014,0.031,17.906,0.032,17.233,0.019,16.487,0.01,16.089,0.018,17.436,0.011,16.214000000000002,0.016,16.660999999999998,0.011,4.086364,0.067057,-5.641364,0.075488,16.92697,17.340206,16.35861,0.239456,0.078175,124.735447
13.22449,-26.59487,1.0,17.856,0.047,16.354999999999997,0.019,18.073999999999998,0.054,18.486,0.103,18.389,0.064,18.334,0.052,17.645,0.025,16.904,0.011,16.523,0.02,17.807,0.019,16.592000000000002,0.016,17.061,0.014,3.792615,0.089309,-5.929195,0.100155,17.35735,17.717964,16.784525,0.1614,0.108793,124.034263
13.29932,-26.5974,1.0,17.328000000000003,0.036,15.758999999999999,0.024,17.56,0.034,17.732,0.051,17.744999999999997,0.033,17.688,0.029,17.041999999999998,0.015,16.305,0.008,15.916999999999998,0.015,17.244,0.013,16.022000000000002,0.013,16.486,0.013,4.26504,0.061627,-5.769224,0.067513,16.737356,17.128744,16.174057,0.152256,0.070829,360.855879
13.12455,-26.59682,1.0,16.777,0.023,14.963,0.024,16.951999999999998,0.023,17.156,0.035,17.148999999999997,0.021,17.063,0.02,16.346,0.011,15.527000000000001,0.006,15.11,0.014,16.535999999999998,0.008,15.220000000000002,0.013,15.713000000000001,0.016,4.058461,0.040994,-5.654651,0.04098,15.983181,16.40894,15.383048,0.082034,0.04441,211.964153
13.26536,-26.59297,0.0,18.234,0.065,16.744,0.032,18.444,0.062,18.566,0.098,18.73,0.067,18.541,0.057,17.967,0.029,17.273,0.015,16.925,0.018,18.165,0.019,17.04,0.018,17.44,0.015,4.130964,0.103376,-5.783695,0.117516,17.707073,18.07672,17.183456,0.032986,0.118717,250.541754
13.08886,-26.59492,1.0,18.164,0.067,16.644,0.026,18.403,0.089,18.567,0.101,18.517,0.048,18.6,0.063,17.905,0.029,17.194,0.015,16.796,0.026,18.108,0.019,16.894000000000002,0.017,17.342,0.016,4.208316,0.095037,-5.626273,0.094645,17.630945,18.008028,17.087307,0.079837,0.101433,323.877695
13.22567,-26.58586,1.0,18.095999999999997,0.059,16.624000000000002,0.029,18.27,0.064,18.864,0.195,18.676,0.072,18.448,0.052,17.877,0.038,17.122999999999998,0.017,16.764,0.028,18.057,0.014,16.885,0.018,17.323999999999998,0.015,4.259657,0.10342,-5.693924,0.113517,17.571827,17.939182,17.025858,0.337412,0.115551,120.194064
13.05165,-26.58958,1.0,16.290999999999997,0.013,14.322999999999999,0.025,16.483999999999998,0.015,16.687,0.022,16.63,0.014,16.553,0.013,15.759,0.011,14.919,0.007,14.486999999999998,0.012,15.983,0.009,14.600000000000001,0.012,15.104,0.014,4.033655,0.047742,-5.709858,0.047442,15.396238,15.827991,14.752255,0.145855,0.049797,441.069154
13.16856,-26.58225,1.0,15.929999999999998,0.014,13.500000000000002,0.018,16.073,0.013,16.287,0.02,16.098,0.011,15.982,0.012,15.052,0.008,14.134,0.005,13.651,0.012,15.294,0.009,13.786000000000001,0.014,14.332999999999998,0.01,4.138116,0.022847,-5.76846,0.024895,14.599901,15.103065,13.936676,0.08152,0.024488,64.044936
13.16977,-26.58751,1.0,17.478,0.035,15.711,0.016,17.63,0.036,17.832,0.054,17.849999999999998,0.031,17.81,0.032,17.049,0.019,16.277,0.009,15.873000000000001,0.016,17.229,0.013,15.964000000000002,0.016,16.418,0.013,4.255034,0.057874,-5.696153,0.065567,16.68965,17.102669,16.134193,0.09007,0.062712,62.703731
13.17235,-26.58678,1.0,16.499000000000002,0.02,14.65,0.017,16.674,0.023,16.943,0.036,16.904999999999998,0.019,16.849,0.017,16.047,0.016,15.229,0.005,14.8,0.014,16.238,0.012,14.909000000000002,0.015,15.402999999999999,0.013,4.131502,0.03694,-5.721741,0.041597,15.706141,16.117117,15.08143,0.082358,0.039336,53.853154
13.17362,-26.58673,0.0,16.481,0.018,14.545,0.018,16.732,0.02,16.863,0.025,16.805,0.018,16.699,0.015,15.954999999999998,0.011,15.134999999999998,0.008,14.704,0.013,16.153,0.011,14.797,0.013,15.285999999999998,0.011,4.348235,0.043942,-5.607201,0.048205,15.596364,15.99222,14.952187,0.198117,0.046065,50.062423
13.27553,-26.58709,1.0,16.655,0.021,14.967,0.022,16.826999999999998,0.021,17.09,0.036,17.034,0.017,17.004,0.019,16.272,0.01,15.500999999999998,0.005,15.102999999999998,0.012,16.480999999999998,0.011,15.193999999999999,0.012,15.672999999999998,0.009,4.173295,0.042275,-5.614342,0.047457,15.942363,16.351656,15.357247,0.029596,0.048159,280.763165
13.14542,-26.58513,0.0,18.397999999999996,0.078,16.918999999999997,0.04,18.666999999999998,0.064,18.87,0.102,18.951999999999998,0.076,18.685,0.062,18.160999999999998,0.033,17.448,0.012,17.059,0.029,18.316,0.014,17.182000000000002,0.024,17.599,0.016,4.126941,0.10817,-5.659034,0.120263,17.848969,18.258755,17.326996,0.128743,0.123894,138.889762
13.12131,-26.58509,0.0,17.235999999999997,0.025,15.487,0.021,17.453,0.031,17.596,0.046,17.607,0.031,17.55,0.026,16.845,0.012,16.059,0.007,15.643,0.016,17.028,0.008,15.757000000000001,0.014,16.221,0.013,4.179001,0.057824,-5.754874,0.054815,16.506958,16.903095,15.917114,0.1135,0.05978,216.316387
13.26969,-26.58488,0.0,16.93,0.022,15.148000000000001,0.023,17.129,0.025,17.353,0.036,17.302,0.023,17.195,0.017,16.504,0.013,15.704,0.007,15.297999999999998,0.013,16.705,0.01,15.388000000000002,0.012,15.884999999999998,0.011,4.158278,0.049242,-5.816985,0.052902,16.146847,16.570784,15.554222,0.06053,0.053358,261.665419
13.22322,-26.58158,1.0,17.265,0.038,15.712000000000002,0.037,17.49,0.04,17.657,0.043,17.753,0.029,17.661,0.035,17.012,0.023,16.252,0.013,15.902999999999999,0.032,17.185,0.026,15.946000000000002,0.039,16.432,0.034,4.162483,0.069593,-5.667821,0.08223,16.817041,17.070648,16.129065,0.057624,0.07704,111.974209
13.20237,-26.58049,0.0,17.973,0.071,16.42,0.025,18.230999999999998,0.067,18.281,0.079,18.352,0.046,18.381,0.052,17.681,0.024,17.003,0.013,16.612,0.025,17.878999999999998,0.024,16.7,0.023,17.118,0.018,4.079562,0.213268,-5.897716,0.221721,17.509834,17.677996,16.795645,0.132711,0.206925,45.589981
13.235,-26.5765,1.0,18.222,0.054,16.697000000000003,0.035,18.378,0.065,18.649,0.096,18.587999999999997,0.064,18.597,0.058,17.923,0.031,17.197,0.012,16.815,0.026,18.088,0.02,16.935000000000002,0.02,17.377,0.017,4.19062,0.100612,-5.722116,0.111762,17.647224,18.04602,17.122753,0.040056,0.117258,151.555734
13.07302,-26.57381,0.0,17.900999999999996,0.046,16.494,0.03,18.243,0.062,18.464000000000002,0.086,18.485999999999997,0.072,18.44,0.034,17.737,0.023,16.996,0.016,16.594,0.023,17.934,0.014,16.729,0.016,17.154,0.011,4.233515,0.08667,-5.54784,0.089096,17.431097,17.825779,16.887081,0.024631,0.091604,372.936269
13.24675,-26.57209,1.0,16.505000000000003,0.019,14.604000000000001,0.026,16.669999999999998,0.019,16.878,0.032,16.846999999999998,0.021,16.739,0.017,15.983,0.012,15.163999999999998,0.006,14.736999999999998,0.014,16.192999999999998,0.012,14.871000000000002,0.015,15.357,0.013,4.212718,0.036327,-5.796536,0.040737,15.637415,16.062536,15.013524,0.072774,0.041391,191.547079
13.19574,-26.57069,1.0,16.223,0.019,14.257,0.018,16.412,0.018,16.684,0.025,16.549999999999997,0.02,16.432,0.014,15.684999999999999,0.014,14.823,0.007,14.398,0.012,15.890999999999998,0.011,14.511,0.013,15.024000000000001,0.012,4.231827,0.041627,-5.236467,0.046776,15.353934,15.761837,14.691057,0.154936,0.043168,48.894106
13.14888,-26.57096,1.0,17.902,0.053,16.651000000000003,0.048,18.171,0.074,18.344,0.102,18.394,0.066,18.287,0.058,17.956,0.04,17.102,0.031,16.802,0.051,17.964,0.051,17.016000000000002,0.018,17.314,0.045,4.232282,0.105757,-5.495886,0.110168,17.666328,17.912964,17.041853,0.09732,0.107617,134.36934
13.26995,-26.57121,0.0,18.019,0.059,16.4,0.022,18.221,0.048,18.475,0.073,18.487,0.054,18.319,0.042,17.675,0.022,16.941,0.013,16.547,0.023,17.881999999999998,0.014,16.64,0.016,17.097,0.014,4.084483,0.09231,-5.81557,0.097127,17.37238,17.776342,16.81248,0.022097,0.108171,265.5007
13.15136,-26.56883,1.0,17.984,0.057,16.268,0.022,18.066,0.047,18.354,0.076,18.319,0.047,18.237000000000002,0.048,17.533,0.021,16.805,0.011,16.384,0.02,17.756,0.017,16.486,0.016,16.947,0.012,4.155459,0.07926,-5.524714,0.106913,17.221195,17.632568,16.66453,-0.003724,0.088284,129.336226
13.20127,-26.56817,1.0,18.223,0.073,16.652,0.041,18.422,0.066,18.639,0.097,18.648,0.073,18.601,0.061,17.939,0.031,17.218999999999998,0.015,16.752,0.029,18.131,0.023,16.926000000000002,0.027,17.352999999999998,0.021,4.21076,0.09436,-5.377628,0.103315,17.609554,17.941921,17.046133,0.243099,0.102483,66.006775
13.25164,-26.56773,0.0,16.706000000000003,0.022,14.883999999999999,0.023,16.926,0.024,17.127,0.037,17.044,0.016,16.964,0.017,16.249,0.012,15.460999999999999,0.007,15.030000000000001,0.014,16.457,0.013,15.152000000000001,0.017,15.637999999999998,0.016,4.213772,0.04363,-5.715728,0.050065,15.932646,16.339602,15.311029,0.11445,0.05001,210.379872
13.15778,-26.56715,0.0,17.287,0.037,15.404000000000002,0.014,17.566,0.03,17.646,0.059,17.706999999999997,0.03,17.666,0.033,16.774,0.018,15.994,0.008,15.579999999999998,0.015,16.955,0.012,15.682000000000002,0.019,16.14,0.016,4.730675,0.122572,-6.020938,0.137256,16.542072,16.857008,15.855932,0.540574,0.141317,113.39895
13.21386,-26.56713,0.0,16.305999999999997,0.014,14.194,0.026,16.5,0.02,16.636,0.017,16.546,0.014,16.442,0.014,15.642,0.008,14.788999999999998,0.005,14.347000000000001,0.013,15.861,0.011,14.459,0.014,14.965,0.012,4.195965,0.029709,-5.600602,0.033091,15.236778,15.698073,14.607128,0.130233,0.030761,98.996766
13.19408,-26.56462,1.0,18.189,0.06,16.674999999999997,0.036,18.314,0.064,18.888,0.115,18.695999999999998,0.058,18.665,0.055,17.932,0.036,17.221999999999998,0.011,16.884,0.03,18.115,0.03,16.925,0.024,17.369,0.027,4.240772,0.097372,-5.647042,0.109673,17.669392,18.001348,17.101175,0.248478,0.106265,67.392322
13.14188,-26.56524,1.0,17.403,0.031,15.796000000000001,0.027,17.553,0.037,17.753,0.048,17.779999999999998,0.033,17.778,0.029,17.076,0.022,16.325,0.011,15.928,0.028,17.252,0.02,16.019000000000002,0.027,16.492,0.024,4.2372,0.061573,-5.608225,0.064903,16.82409,17.152298,16.201796,0.165222,0.066048,162.580115
