RA,Dec,pop,U,err_U,Z,err_Z,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,R,err_R,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
323.3134,-0.81967,0.0,18.767,0.052,17.27,0.029,19.082,0.049,19.115000000000002,0.073,19.288,0.055,19.167,0.044,18.794999999999998,0.048,17.869999999999997,0.018,17.486,0.023,18.729,0.024,17.52,0.03,17.88,0.024,3.388485,0.184222,-2.160084,0.101121,17.940369,18.353155,17.418392,0.052895,0.162804,177.426565
323.4664,-0.819524,1.0,17.296,0.016,15.498999999999999,0.009,17.576999999999998,0.018,17.749000000000002,0.029,17.746,0.012,17.701,0.016,16.988,0.01,16.200999999999997,0.008,15.71,0.008,17.15,0.009,15.823999999999998,0.011,16.288999999999998,0.008,3.406828,0.073367,-2.166609,0.04371,16.275768,16.717304,15.656651,0.182206,0.055884,373.836299
323.2753,-0.819095,0.0,18.837999999999997,0.058,17.33,0.015,19.121000000000002,0.059,19.161,0.087,19.451,0.053,19.310000000000002,0.045,18.689999999999998,0.022,17.955,0.012,17.522,0.018,18.823,0.018,17.605,0.015,18.037,0.012,3.212208,0.199519,-2.162737,0.129989,18.016056,18.420536,17.459553,0.257344,0.163997,314.723942
323.3213,-0.818933,0.0,17.913,0.039,16.461,0.022,18.357999999999997,0.037,18.267,0.051,18.494999999999997,0.031,18.454,0.024,17.837999999999997,0.02,17.108999999999998,0.014,16.676,0.018,17.93,0.018,16.745,0.024,17.188,0.015,4.18595,0.247527,-1.728429,0.136501,17.230085,17.53669,16.573801,-0.502476,0.213605,149.559364
323.2996,-0.818916,1.0,18.988,0.055,17.482,0.023,19.189999999999998,0.046,19.257,0.092,19.462999999999997,0.061,19.454,0.061,18.808,0.031,18.099,0.013,17.671,0.023,18.944,0.016,17.747,0.019,18.188,0.014,3.060568,0.242568,-2.182827,0.162638,18.128735,18.566273,17.617517,0.070896,0.198117,227.133599
323.3315,-0.81519,0.0,17.397,0.018,15.701999999999998,0.012,17.765,0.028,17.834,0.026,17.916,0.021,17.835,0.02,17.304,0.032,16.368,0.012,15.920000000000002,0.015,17.342,0.023,15.969000000000001,0.014,16.43,0.014,4.058016,0.160279,-2.560655,0.071025,16.815905,16.790648,15.80975,-0.106616,0.116303,115.680785
323.4082,-0.817177,0.0,17.514,0.023,15.721,0.011,17.753999999999998,0.022,17.829,0.025,17.923,0.018,17.821,0.016,17.175,0.012,16.384999999999998,0.007,15.914000000000001,0.011,17.308,0.01,16.008,0.011,16.483,0.007,3.331806,0.111823,-1.967056,0.054457,16.459974,16.89257,15.856653,0.07639,0.06835,165.586441
323.4105,-0.815842,0.0,17.544999999999998,0.022,15.818999999999999,0.008,17.795,0.022,17.895,0.032,17.98,0.021,17.886,0.016,17.250999999999998,0.015,16.496,0.009,16.013,0.008,17.403,0.011,16.125999999999998,0.012,16.578,0.008,3.340512,0.114103,-2.250342,0.055858,16.572449,16.98288,15.959659,0.078894,0.074238,174.50066
323.2955,-0.814782,0.0,18.759999999999998,0.049,17.253,0.019,19.073,0.057,19.162000000000003,0.075,19.259999999999998,0.046,19.272000000000002,0.041,18.596,0.023,17.871,0.012,17.464,0.023,18.72,0.014,17.512,0.017,17.948999999999998,0.011,3.647722,0.186452,-2.199716,0.10542,17.936724,18.354582,17.397352,-0.040062,0.159032,243.416252
323.2735,-0.809501,0.0,18.852,0.05,17.409,0.019,19.207,0.052,19.188000000000002,0.079,19.459,0.058,19.346,0.046,18.755,0.031,18.04,0.016,17.628,0.017,18.877,0.019,17.716,0.014,18.156,0.017,3.618766,0.213695,-2.189955,0.140953,18.127083,18.516735,17.57638,-0.200393,0.179653,324.707455
323.2281,-0.808728,0.0,17.422,0.021,15.646999999999998,0.008,17.723,0.022,17.76,0.03,17.875999999999998,0.017,17.768,0.015,17.127,0.015,16.34,0.007,15.847000000000001,0.008,17.259999999999998,0.01,15.948999999999998,0.008,16.424,0.007,3.362614,0.081652,-2.134792,0.064995,16.414698,16.836771,15.816884,0.136307,0.070988,487.123571
323.2989,-0.80831,1.0,16.833,0.014,14.942999999999998,0.008,17.098,0.016,17.217000000000002,0.019,17.279,0.011,17.21,0.012,16.489,0.011,15.654000000000002,0.007,15.151,0.009,16.64,0.009,15.261,0.009,15.756,0.009,3.274668,0.058524,-2.15083,0.031952,15.732542,16.188854,15.107965,-0.044228,0.048759,235.637198
323.3107,-0.80691,1.0,17.828,0.028,16.308999999999997,0.018,18.167,0.03,18.36,0.043,18.397,0.033,18.402,0.033,17.733999999999998,0.016,16.976,0.014,16.563,0.016,17.839,0.016,16.614,0.016,17.048,0.018,3.34565,0.151016,-2.293298,0.06841,17.082668,17.465063,16.491827,-0.051093,0.107327,195.874933
323.3951,-0.802338,0.0,18.448,0.045,17.055,0.048,18.811999999999998,0.042,18.978,0.08,19.151999999999997,0.042,18.987000000000002,0.047,18.397,0.035,17.686999999999998,0.026,17.313,0.026,18.471,0.033,17.346,0.037,17.68,0.037,3.577571,0.234073,-2.32715,0.106018,17.859314,18.15854,17.18136,-0.200003,0.141126,139.221849
323.2511,-0.805539,0.0,17.782999999999998,0.024,16.098,0.009,18.076,0.026,18.121000000000002,0.037,18.221999999999998,0.02,18.14,0.019,17.543,0.013,16.773,0.008,16.314,0.008,17.673,0.01,16.413,0.01,16.867,0.006,3.564815,0.096638,-2.262638,0.053329,16.843395,17.250519,16.259848,0.018851,0.082164,406.309959
323.2062,-0.80361,0.0,18.666999999999998,0.045,17.33,0.023,19.161,0.059,19.223000000000003,0.091,19.299,0.05,19.26,0.041,18.695,0.029,17.996,0.013,17.548000000000002,0.019,18.861,0.018,17.637,0.012,18.087,0.014,3.42386,0.181929,-2.029426,0.150485,18.034836,18.427458,17.470499,0.17259,0.168832,567.536745
323.3886,-0.80246,1.0,16.666,0.016,14.628999999999998,0.008,16.881999999999998,0.018,17.038,0.021,17.044999999999998,0.015,16.993000000000002,0.013,16.212,0.015,15.360999999999999,0.009,14.846,0.011,16.358,0.014,14.947,0.011,15.454999999999998,0.007,3.3192,0.067114,-2.136975,0.030673,15.452848,15.904381,14.787395,0.188867,0.03978,119.693075
323.3077,-0.80194,0.0,17.224999999999998,0.015,15.363,0.009,17.505000000000003,0.022,17.556,0.023,17.621,0.017,17.553,0.014,16.863,0.013,16.052999999999997,0.006,15.573,0.01,16.989,0.009,15.671,0.009,16.157,0.007,3.405546,0.083174,-2.032123,0.040945,16.133066,16.583185,15.520334,0.050655,0.055613,212.066528
323.3862,-0.799557,0.0,16.078,0.009,13.350999999999999,0.006,16.305,0.012,16.330000000000002,0.011,16.194,0.008,16.031,0.007,15.11,0.009,14.157000000000002,0.004,13.565999999999999,0.007,15.326999999999998,0.008,13.718,0.008,14.277999999999999,0.006,3.415683,0.041695,-2.111217,0.01919,14.269621,14.815465,13.557543,0.012301,0.024993,120.254992
323.4692,-0.801394,0.0,18.759,0.041,17.346,0.012,19.032000000000004,0.05,19.185000000000002,0.067,19.360999999999997,0.054,19.268,0.048,18.705,0.024,17.993,0.013,17.551,0.022,18.839,0.017,17.644,0.014,18.063,0.013,3.034567,0.169232,-2.381499,0.149334,18.045675,18.414537,17.505001,0.073724,0.14751,391.440649
323.482,-0.800949,0.0,17.278,0.015,15.416999999999998,0.01,17.551000000000002,0.017,17.572000000000003,0.021,17.662,0.013,17.567,0.011,16.913,0.011,16.105,0.006,15.611,0.01,17.057,0.01,15.735,0.013,16.201,0.009,3.445852,0.059868,-2.068679,0.042981,16.18471,16.617973,15.571115,-0.01158,0.053402,437.338394
323.2986,-0.799081,0.0,18.267,0.044,16.906,0.024,18.613,0.043,18.707,0.079,18.918,0.042,18.788,0.044,18.238,0.025,17.520999999999997,0.019,17.081,0.023,18.323999999999998,0.028,17.16,0.026,17.589,0.027,3.551305,0.1919,-2.31874,0.091143,17.633745,17.965084,17.023008,0.077557,0.131676,246.127979
323.3337,-0.798983,0.0,16.837,0.02,14.800999999999998,0.013,17.057000000000002,0.021,17.169,0.024,17.162,0.015,17.044,0.013,16.332,0.012,15.512000000000002,0.01,15.008,0.01,16.474,0.012,15.11,0.012,15.614,0.01,3.487555,0.067835,-2.308334,0.03416,15.596799,16.05424,14.956815,0.089762,0.045385,135.794056
323.3354,-0.798164,0.0,18.399,0.055,16.825,0.037,18.746000000000002,0.044,18.948,0.06,18.945999999999998,0.039,18.905,0.057,18.291999999999998,0.021,17.468999999999998,0.035,17.073,0.031,18.39,0.039,17.075,0.047,17.597,0.032,3.267065,0.20995,-2.015728,0.103061,17.692778,17.867437,16.945892,0.244816,0.14424,133.366086
323.3047,-0.79517,0.0,17.587999999999997,0.02,15.872,0.009,17.857999999999997,0.022,17.969,0.034,18.081,0.02,17.956,0.017,17.332,0.013,16.541999999999998,0.008,16.075,0.009,17.455,0.009,16.166,0.009,16.633,0.01,3.375905,0.107697,-2.195533,0.053121,16.61873,17.026766,16.01747,0.092976,0.07369,231.720334
323.2972,-0.796994,0.0,16.697,0.012,14.611,0.005,16.929000000000002,0.016,17.060000000000002,0.015,17.066,0.01,16.961000000000002,0.01,16.198,0.008,15.337000000000002,0.005,14.818000000000001,0.007,16.349,0.007,14.937999999999999,0.007,15.45,0.008,3.430024,0.062698,-2.176056,0.030223,15.437197,15.905107,14.789712,0.079833,0.041501,253.588377
323.276,-0.796868,1.0,18.791999999999998,0.065,17.372,0.023,19.073999999999998,0.055,19.214000000000002,0.095,19.264,0.05,19.295,0.043,18.676,0.038,17.991999999999997,0.016,17.603,0.024,18.794,0.024,17.653,0.025,18.13,0.012,3.631397,0.215842,-1.981169,0.141809,18.081694,18.419804,17.507412,-0.324138,0.178343,325.926871
323.2716,-0.796758,0.0,18.462,0.04,16.956,0.014,18.768,0.047,18.881,0.055,18.956,0.034,18.912,0.036,18.343,0.025,17.590999999999998,0.008,17.161,0.015,18.448999999999998,0.015,17.24,0.012,17.692999999999998,0.012,3.229071,0.161032,-2.136369,0.088508,17.659292,18.075485,17.110752,0.075754,0.133492,341.136893
323.4158,-0.795889,0.0,18.756999999999998,0.052,17.467,0.022,19.289,0.066,19.325,0.099,19.383,0.048,19.382,0.053,18.769,0.034,18.083,0.021,17.7,0.022,18.89,0.018,17.706,0.022,18.158,0.018,3.327108,0.264485,-1.737271,0.175496,18.230696,18.5512,17.643265,0.291498,0.188939,215.276588
323.3091,-0.796044,1.0,18.73,0.052,17.372,0.022,19.119999999999997,0.049,19.296,0.075,19.363999999999997,0.053,19.349,0.044,18.721999999999998,0.025,18.003,0.015,17.598,0.019,18.828,0.02,17.636,0.02,18.085,0.013,2.930902,0.255326,-2.093845,0.145568,18.077654,18.480022,17.523659,-0.34257,0.179001,216.232578
323.338,-0.795,1.0,17.352,0.022,15.666999999999998,0.015,17.572000000000003,0.024,17.685000000000002,0.031,17.817999999999998,0.02,17.72,0.02,17.108999999999998,0.016,16.336,0.013,15.873999999999999,0.011,17.209,0.018,15.942999999999998,0.015,16.41,0.018,3.613817,0.099249,-2.285876,0.048295,16.47617,16.81144,15.803715,-0.121961,0.067089,134.925366
323.3847,-0.794197,0.0,18.342,0.086,16.817,0.029,18.706000000000003,0.083,18.301000000000002,0.079,18.409,0.071,18.385,0.073,18.223,0.052,17.509999999999998,0.03,17.012,0.016,17.822,0.077,17.118,0.036,17.014,0.115,3.379918,0.209564,-2.585998,0.094871,17.465887,17.762527,16.792286,0.120594,0.121116,131.187676
323.2837,-0.794278,1.0,17.243,0.017,15.616999999999997,0.009,17.583,0.018,17.679000000000002,0.026,17.767,0.019,17.717000000000002,0.016,17.06,0.012,16.294,0.009,15.814,0.009,17.2,0.009,15.916999999999998,0.009,16.377,0.009,3.08883,0.094593,-1.858445,0.050321,16.43666,16.767822,15.760677,0.082155,0.07712,302.421803
323.308,-0.794272,0.0,18.649,0.046,17.128999999999998,0.023,18.969,0.044,19.182000000000002,0.077,19.241999999999997,0.038,19.12,0.042,18.549,0.032,17.811999999999998,0.015,17.366,0.019,18.669,0.019,17.439,0.018,17.889,0.014,3.403403,0.242547,-2.507108,0.116908,17.889696,18.291464,17.32355,0.286929,0.165157,222.502348
323.3002,-0.793537,1.0,18.791999999999998,0.048,17.374,0.023,19.016,0.058,19.184,0.074,19.342,0.049,19.269000000000002,0.045,18.72,0.029,17.988,0.016,17.576,0.023,18.828,0.017,17.636,0.016,18.073,0.012,3.557461,0.250968,-2.002357,0.141293,18.024548,18.430641,17.503233,-0.152013,0.170304,248.783313
323.3313,-0.789793,1.0,18.724999999999998,0.05,17.413999999999998,0.029,19.052999999999997,0.063,19.187,0.096,19.386,0.064,19.26,0.054,18.951999999999998,0.06,18.006,0.026,17.608,0.037,18.833,0.037,17.646,0.029,18.062,0.034,3.890348,0.335445,-2.630604,0.182523,18.176329,18.432493,17.513563,-0.468788,0.238305,164.900037
323.415,-0.793493,1.0,16.857,0.013,14.876999999999999,0.011,17.106,0.017,17.209,0.02,17.22,0.012,17.164,0.012,16.424,0.011,15.586,0.006,15.082,0.009,16.569,0.01,15.190999999999999,0.01,15.692,0.007,3.411832,0.059747,-1.99454,0.032943,15.672588,16.135983,15.037634,0.063714,0.042023,216.922215
323.421,-0.791931,0.0,17.59,0.02,15.910999999999998,0.01,17.880000000000003,0.025,17.999000000000002,0.035,18.086,0.018,17.94,0.016,17.354,0.012,16.581999999999997,0.007,16.111,0.012,17.477999999999998,0.009,16.22,0.013,16.671,0.008,3.509509,0.09715,-2.025937,0.054539,16.643576,17.064032,16.058765,0.073287,0.070386,238.598909
323.3241,-0.792865,0.0,16.744,0.015,14.672,0.019,17.014000000000003,0.018,17.080000000000002,0.017,17.098,0.013,17.013,0.011,16.282,0.011,15.415000000000001,0.013,14.913,0.015,16.401,0.014,15.021999999999998,0.012,15.521,0.015,3.257337,0.070006,-2.051129,0.034011,15.605933,16.03602,14.949886,0.016241,0.046902,176.478105
323.3382,-0.788595,0.0,18.708,0.051,17.177,0.022,19.119,0.06,19.129,0.058,19.4,0.047,19.34,0.05,18.61,0.033,17.791,0.016,17.36,0.017,18.717,0.017,17.432,0.017,17.945,0.014,3.59318,0.232372,-2.117657,0.106574,17.896053,18.343498,17.374998,-0.132828,0.148069,152.600026
323.3224,-0.786811,0.0,18.814,0.041,17.364,0.027,19.000999999999998,0.048,19.295,0.076,19.307,0.043,19.14,0.042,18.622999999999998,0.032,17.927,0.023,17.541,0.027,18.73,0.027,17.564999999999998,0.026,18.003,0.031,3.76904,0.257592,-2.149144,0.144514,18.084337,18.422253,17.47252,0.070793,0.167204,195.308557
323.3053,-0.787745,1.0,18.673,0.047,17.252,0.015,18.988999999999997,0.047,19.195,0.085,19.252,0.037,19.219,0.046,18.685,0.027,17.887,0.017,17.443,0.022,18.742,0.018,17.512,0.018,17.954,0.016,3.435626,0.236092,-2.127981,0.116821,17.97497,18.340025,17.397663,0.041429,0.167183,242.565343
323.3871,-0.785842,0.0,18.805,0.051,17.391,0.025,19.229,0.044,19.333000000000002,0.083,19.567,0.05,19.483,0.051,18.816,0.026,18.041999999999998,0.015,17.615,0.023,18.881,0.018,17.652,0.018,18.108999999999998,0.017,3.618638,0.229316,-2.484633,0.120143,18.105093,18.480167,17.540852,0.743189,0.156234,160.914209
323.3538,-0.787018,0.0,17.864,0.025,16.191,0.013,18.28,0.036,18.325,0.044,18.459,0.026,18.37,0.028,17.656,0.02,16.906,0.015,16.402,0.012,17.836,0.023,16.519,0.017,16.998,0.015,3.050124,0.153426,-2.032203,0.075081,16.9294,17.35036,16.351719,0.08732,0.092146,134.113944
323.3167,-0.785738,1.0,18.829,0.048,17.355,0.022,19.032000000000004,0.048,19.071,0.072,19.358,0.051,19.330000000000002,0.045,18.727999999999998,0.035,18.025,0.017,17.582,0.025,18.788,0.024,17.634999999999998,0.018,18.14,0.019,3.704697,0.260539,-2.163909,0.149682,18.101631,18.441982,17.549824,-0.02566,0.174116,213.528773
323.5318,-0.781837,0.0,17.52,0.016,15.776999999999997,0.011,17.784999999999997,0.022,17.861,0.026,17.968,0.02,17.881,0.02,17.249,0.012,16.462,0.008,15.963999999999999,0.009,17.384999999999998,0.01,16.084,0.015,16.548,0.009,3.390512,0.061556,-2.09539,0.044606,16.526932,16.953794,15.925809,0.099001,0.057793,627.142362
323.3534,-0.78151,0.0,18.15,0.032,16.461,0.022,18.450000000000003,0.036,18.483,0.039,18.625,0.027,18.612000000000002,0.032,17.889,0.019,17.089,0.021,16.716,0.016,18.035999999999998,0.02,16.776,0.018,17.166,0.029,3.048902,0.18774,-2.204554,0.091071,17.306747,17.615915,16.639254,0.379938,0.117408,153.963343
323.4825,-0.780801,0.0,17.561999999999998,0.018,15.852,0.009,17.840000000000003,0.025,17.918,0.026,18.016,0.019,17.914,0.014,17.294,0.013,16.538999999999998,0.009,16.058,0.01,17.45,0.01,16.16,0.009,16.62,0.009,3.495198,0.073015,-2.090845,0.049461,16.599749,17.013735,16.000154,0.069579,0.063943,457.704824
323.3746,-0.779854,0.0,17.117,0.015,15.251999999999999,0.01,17.403,0.017,17.476000000000003,0.025,17.52,0.013,17.427,0.013,16.753,0.01,15.934,0.007,15.448,0.009,16.892,0.008,15.541999999999998,0.009,16.027,0.007,3.180317,0.08716,-1.961854,0.041542,16.018587,16.457441,15.394681,0.002822,0.054123,161.99681
323.2927,-0.77816,0.0,18.154999999999998,0.03,16.567999999999998,0.011,18.470999999999997,0.031,18.472,0.045,18.631999999999998,0.029,18.55,0.026,17.979,0.022,17.221,0.011,16.762,0.013,18.108,0.012,16.864,0.012,17.317,0.011,3.649863,0.150427,-2.346851,0.073872,17.28221,17.687057,16.720541,3.02E-4,0.101598,299.330717
323.362,-0.773433,0.0,18.029999999999998,0.036,16.387999999999998,0.016,18.35,0.042,18.41,0.049,18.479,0.031,18.46,0.027,17.84,0.025,17.044999999999998,0.019,16.602,0.017,17.955,0.021,16.657999999999998,0.015,17.134,0.016,3.777217,0.126189,-2.508138,0.071284,17.096285,17.526638,16.519299,0.086691,0.087006,179.33018
323.3311,-0.77158,0.0,18.708,0.048,17.391,0.021,19.107999999999997,0.053,19.181,0.063,19.323999999999998,0.053,19.247,0.044,18.683,0.029,18.017,0.016,17.562,0.018,18.816,0.019,17.652,0.017,18.054,0.016,3.357661,0.26115,-2.054517,0.142165,18.068342,18.427404,17.553692,-0.10985,0.170417,217.896683
323.3348,-0.77449,0.0,19.043,0.061,17.561,0.032,19.231,0.056,19.419,0.078,19.534,0.05,19.368000000000002,0.049,18.823,0.029,18.148999999999997,0.012,17.707,0.018,18.979,0.017,17.813,0.024,18.208,0.015,3.142335,0.298073,-2.228247,0.155961,18.16496,18.579128,17.67544,0.100984,0.183984,201.972839
323.4341,-0.773909,0.0,18.822,0.057,17.479,0.026,19.247,0.044,19.243000000000002,0.077,19.483999999999998,0.056,19.336000000000002,0.042,18.764,0.025,18.08,0.015,17.672,0.021,18.909,0.017,17.743,0.016,18.149,0.014,3.095377,0.185812,-2.093183,0.160229,18.163893,18.554455,17.614273,0.350523,0.16067,312.559096
323.3462,-0.774711,0.0,18.218,0.034,16.735,0.019,18.531,0.035,18.555,0.044,18.849,0.039,18.681,0.029,18.133,0.019,17.381,0.012,16.93,0.02,18.249,0.018,17.009999999999998,0.021,17.448,0.013,3.33664,0.261081,-1.550054,0.122531,17.532904,17.885519,16.912025,0.278905,0.160959,184.314689
323.3477,-0.773401,0.0,16.837999999999997,0.016,14.761,0.008,17.082,0.017,17.14,0.017,17.154,0.011,17.064,0.009,16.346999999999998,0.012,15.491000000000001,0.006,14.966999999999999,0.008,16.499,0.011,15.085,0.009,15.596,0.007,2.802518,0.066441,-2.032771,0.03757,15.582202,16.038305,14.927454,0.060808,0.04706,187.214068
323.2812,-0.773049,0.0,17.761,0.027,16.2,0.012,18.131,0.028,18.133000000000003,0.036,18.314999999999998,0.021,18.229,0.02,17.604,0.043,16.869,0.009,16.395,0.012,17.756999999999998,0.011,16.491,0.012,16.951,0.008,3.634081,0.130604,-2.413069,0.061284,16.924887,17.327036,16.351929,0.011026,0.090447,344.330522
323.3861,-0.772651,0.0,16.874,0.013,14.910999999999998,0.008,17.136000000000003,0.015,17.192,0.023,17.241999999999997,0.012,17.17,0.011,16.433,0.01,15.618,0.006,15.114999999999998,0.008,16.591,0.009,15.227,0.009,15.721,0.008,3.331209,0.061451,-2.000877,0.03593,15.713262,16.157547,15.07375,0.090666,0.04376,200.833964
323.3524,-0.770932,0.0,16.898,0.019,14.982,0.012,17.177999999999997,0.02,17.228,0.022,17.308999999999997,0.013,17.172,0.014,16.52,0.011,15.700000000000001,0.01,15.207,0.011,16.642,0.014,15.312000000000001,0.013,15.8,0.013,3.628317,0.06576,-2.264345,0.035837,15.832548,16.233221,15.167223,0.09318,0.046293,191.711892
323.3525,-0.769633,0.0,18.06,0.034,16.502,0.016,18.466,0.034,18.575,0.039,18.625,0.031,18.579,0.037,17.948,0.017,17.139,0.016,16.714,0.015,18.05,0.014,16.777,0.017,17.227999999999998,0.018,3.558919,0.140686,-2.299255,0.074753,17.288788,17.675833,16.69179,-0.070857,0.096528,196.361181
323.3608,-0.770872,0.0,17.81,0.027,16.206,0.012,18.113999999999997,0.022,18.292,0.037,18.378,0.024,18.291,0.027,17.633,0.021,16.869,0.01,16.417,0.016,17.765,0.012,16.491,0.015,16.951999999999998,0.011,3.07761,0.134806,-2.405391,0.073722,16.962465,17.357756,16.352634,0.098675,0.090852,188.650084
323.315,-0.770649,1.0,18.590999999999998,0.043,17.134999999999998,0.049,18.942999999999998,0.047,18.963,0.063,19.134999999999998,0.046,19.17,0.044,18.476,0.033,17.756999999999998,0.039,17.416,0.037,18.648,0.033,17.39,0.05,17.817999999999998,0.049,3.278049,0.278894,-1.888144,0.132686,18.058397,18.338873,17.410082,0.205244,0.193426,255.482866
323.3947,-0.770054,0.0,18.141,0.035,16.429,0.033,18.512,0.034,18.573,0.046,18.615,0.025,18.605,0.027,17.897,0.024,17.128999999999998,0.025,16.687,0.022,18.029,0.026,16.721,0.031,17.214,0.027,3.443237,0.111065,-2.072254,0.072756,17.330027,17.732527,16.745998,0.147863,0.09042,223.547057
323.2755,-0.768734,0.0,18.197,0.029,16.656,0.013,18.503,0.036,18.617,0.051,18.756999999999998,0.028,18.632,0.029,18.029999999999998,0.016,17.291999999999998,0.01,16.863,0.01,18.174,0.014,16.939999999999998,0.011,17.371,0.009,3.496871,0.172117,-2.280407,0.082994,17.396116,17.785007,16.824514,-0.103305,0.121527,369.809461
323.3755,-0.765722,1.0,18.456,0.04,17.079,0.021,18.753,0.054,18.821,0.056,19.049,0.041,18.983,0.034,18.413,0.021,17.712,0.018,17.304,0.026,18.521,0.022,17.339,0.017,17.762999999999998,0.025,3.436994,0.188495,-2.449475,0.114938,17.88021,18.180874,17.261934,0.198334,0.134729,212.18265
323.3569,-0.764796,1.0,18.695,0.049,17.116999999999997,0.025,18.841,0.089,18.893,0.071,18.971,0.071,19.114,0.041,18.491,0.02,17.767,0.016,17.347,0.021,18.573,0.016,17.384,0.012,17.826999999999998,0.013,3.275541,0.195467,-2.463092,0.107094,17.83924,18.215155,17.274227,0.133588,0.135065,211.349486
323.3591,-0.763375,1.0,18.361,0.044,16.901999999999997,0.016,18.639000000000003,0.043,18.743000000000002,0.051,18.834,0.026,18.816,0.034,18.227,0.02,17.496,0.018,17.072,0.023,18.337,0.014,17.148,0.019,17.573999999999998,0.018,3.359066,0.204027,-2.428945,0.102813,17.714094,17.934765,17.019928,-0.143459,0.13253,215.692499
323.3467,-0.761436,0.0,18.250999999999998,0.03,16.849,0.011,18.688000000000002,0.042,18.735,0.07,18.919,0.036,18.821,0.032,18.221999999999998,0.019,17.485,0.01,17.06,0.015,18.314999999999998,0.016,17.124,0.016,17.549,0.011,3.710775,0.234242,-1.899721,0.134021,17.648998,17.953154,17.00594,0.156417,0.174544,229.73635
323.3748,-0.76166,0.0,18.3,0.039,16.814,0.018,18.664,0.048,18.726000000000003,0.056,18.849,0.036,18.801000000000002,0.03,18.183999999999997,0.017,17.458,0.01,16.995,0.013,18.298,0.014,17.067999999999998,0.01,17.526,0.01,3.336831,0.119262,-2.130971,0.081942,17.48377,17.86229,16.92779,-0.027004,0.103639,226.050358
323.3408,-0.760787,0.0,17.804,0.025,16.166,0.01,18.1,0.024,18.151,0.035,18.282,0.024,18.185000000000002,0.026,17.593999999999998,0.014,16.836,0.009,16.367,0.011,17.721999999999998,0.014,16.469,0.011,16.922,0.012,3.508684,0.116337,-2.089215,0.062292,16.908045,17.322374,16.319511,0.069731,0.079069,238.167899
323.3985,-0.756937,0.0,18.33,0.041,16.749,0.011,18.726,0.048,18.655,0.058,18.887,0.031,18.827,0.032,18.175,0.02,17.432,0.013,16.963,0.018,18.285,0.013,17.059,0.013,17.512,0.011,3.342043,0.116388,-2.204214,0.078199,17.49239,17.89883,16.908344,0.030157,0.097573,271.412516
323.3679,-0.753126,0.0,16.212,0.009,13.61,0.006,16.461,0.014,16.466,0.013,16.377,0.008,16.231,0.008,15.364999999999998,0.012,14.403,0.006,13.826,0.005,15.547999999999998,0.011,13.968,0.009,14.521,0.007,3.454332,0.032449,-2.210674,0.02057,14.503244,15.039831,13.809005,0.065476,0.025049,253.087429
323.3869,-0.752282,0.0,17.877,0.034,16.459,0.049,18.158,0.037,18.221,0.038,18.454,0.033,18.321,0.028,17.811,0.026,17.105,0.033,16.678,0.039,17.889,0.032,16.663,0.048,17.16,0.044,3.09631,0.137029,-2.668384,0.093734,17.350046,17.553217,16.63793,-0.039356,0.112801,269.978611
323.3689,-0.751472,0.0,17.761,0.025,16.090999999999998,0.01,18.061,0.028,18.066000000000003,0.036,18.262999999999998,0.02,18.181,0.019,17.541999999999998,0.018,16.749,0.007,16.296,0.009,17.675,0.012,16.407999999999998,0.014,16.858,0.007,3.283016,0.086499,-1.973304,0.061421,16.850185,17.278667,16.26303,0.02186,0.073789,259.357961
323.3814,-0.75052,0.0,18.605,0.054,17.208,0.02,18.970999999999997,0.046,19.002000000000002,0.075,19.116,0.039,19.096,0.042,18.543,0.024,17.845,0.011,17.393,0.018,18.68,0.013,17.473,0.018,17.906,0.01,3.291096,0.172907,-2.158691,0.115196,17.90017,18.280443,17.344099,-0.06921,0.147381,270.367251
323.3595,-0.749372,0.0,18.617,0.055,17.15,0.015,18.957,0.054,19.062,0.085,19.137999999999998,0.047,19.065,0.037,18.544999999999998,0.028,17.788,0.015,17.366,0.019,18.62,0.016,17.424,0.015,17.852,0.014,3.342289,0.148709,-1.994225,0.09746,17.80803,18.207895,17.278069,0.192089,0.125351,266.169315
323.3738,-0.749421,0.0,17.115,0.013,15.198999999999998,0.009,17.375,0.018,17.434,0.021,17.496,0.012,17.402,0.013,16.729,0.012,15.903,0.007,15.407,0.009,16.887999999999998,0.011,15.524000000000001,0.012,16.006999999999998,0.007,3.358133,0.05737,-2.3146,0.040074,15.976887,16.420671,15.354336,0.042232,0.047253,268.765665
323.3527,-0.748948,0.0,17.041,0.012,15.165,0.013,17.322000000000003,0.018,17.396,0.02,17.47,0.013,17.398,0.012,16.7,0.013,15.872000000000002,0.006,15.357,0.008,16.846,0.009,15.483999999999998,0.01,15.966999999999999,0.008,3.240864,0.055649,-2.252788,0.03557,15.950998,16.399721,15.327953,0.0871,0.046869,269.784384
323.3503,-0.746145,0.0,18.281,0.037,16.755,0.017,18.607999999999997,0.038,18.687,0.056,18.857,0.033,18.758,0.027,18.177999999999997,0.019,17.418,0.011,16.961,0.013,18.271,0.012,17.049,0.012,17.505,0.011,3.448101,0.119305,-2.244202,0.078248,17.461994,17.880087,16.912724,-0.07425,0.098353,280.972212
