RA,Dec,pop,U,err_U,Z,err_Z,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,R,err_R,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
323.3089,-0.885905,0.0,16.994999999999997,0.016,15.043,0.007,17.258000000000003,0.016,17.36,0.018,17.355,0.012,17.259,0.012,16.584999999999997,0.012,15.754,0.005,15.256,0.007,16.724999999999998,0.009,15.373999999999999,0.008,15.857,0.007,3.384295,0.056101,-2.366007,0.035082,15.843762,16.289408,15.219481,-0.009129,0.054868,296.976025
323.3909,-0.877491,0.0,18.404999999999998,0.069,17.246,0.043,18.877000000000002,0.061,19.088,0.071,19.125,0.063,19.028000000000002,0.06,18.503999999999998,0.047,17.855,0.04,17.446,0.036,18.624,0.049,17.496,0.038,17.942,0.04,3.798261,0.196487,-2.110794,0.110242,18.005407,18.36218,17.414179,-0.261876,0.16079,220.242866
323.3355,-0.875618,0.0,18.837,0.05,17.372999999999998,0.019,19.228,0.059,19.369,0.117,19.36,0.051,19.314,0.045,18.755,0.024,18.022,0.012,17.611,0.023,18.881999999999998,0.012,17.669999999999998,0.017,18.12,0.013,3.659715,0.195384,-2.292665,0.167821,18.087887,18.512703,17.542624,-0.258702,0.195437,212.358312
323.3892,-0.87217,0.0,16.374,0.01,14.006999999999998,0.007,16.610999999999997,0.012,16.644000000000002,0.011,16.592,0.009,16.436,0.009,15.677999999999997,0.01,14.762000000000002,0.005,14.213999999999999,0.008,15.846999999999998,0.009,14.355999999999998,0.009,14.881,0.007,3.393714,0.039711,-2.398907,0.024454,14.858885,15.360714,14.187516,-0.004459,0.033628,200.492404
323.4283,-0.871637,1.0,18.256,0.03,16.701,0.017,18.5,0.037,18.703,0.045,18.743,0.029,18.69,0.025,18.101,0.016,17.365,0.011,16.916,0.017,18.188,0.013,16.983,0.015,17.44,0.011,3.372756,0.190797,-2.082668,0.113344,17.453974,17.839725,16.87688,0.094164,0.132142,293.783197
323.3398,-0.871306,0.0,18.756999999999998,0.043,17.22,0.016,19.086,0.041,19.192,0.077,19.355999999999998,0.053,19.156,0.045,18.644,0.029,17.877,0.01,17.433,0.019,18.745,0.018,17.499,0.012,17.955,0.015,3.880596,0.158921,-1.740623,0.103668,17.907482,18.33257,17.379602,-0.128591,0.15812,191.412274
323.3434,-0.869802,0.0,18.618,0.043,17.086,0.022,18.917,0.048,19.026,0.076,19.195999999999998,0.044,19.102,0.038,18.477,0.027,17.72,0.016,17.311,0.019,18.599,0.018,17.365,0.023,17.784,0.015,3.506646,0.153286,-2.156531,0.09852,17.8396,18.209265,17.271435,-0.134638,0.148388,181.202617
323.4073,-0.868739,0.0,18.646,0.058,17.191,0.015,18.944000000000003,0.058,19.066000000000003,0.072,19.172,0.047,19.134,0.046,18.531,0.027,17.79,0.015,17.422,0.018,18.614,0.025,17.451999999999998,0.014,17.892,0.011,3.896234,0.220969,-2.064241,0.106072,17.873377,18.257713,17.326775,-0.210594,0.150446,229.531493
323.2647,-0.864298,0.0,18.381,0.034,16.874,0.013,18.713,0.039,18.759,0.049,18.915,0.038,18.876,0.038,18.256999999999998,0.023,17.526,0.01,17.039,0.013,18.384999999999998,0.017,17.147,0.011,17.605999999999998,0.01,3.281726,0.135045,-1.867708,0.085631,17.579103,17.981813,17.00903,0.151912,0.13329,382.177799
323.3866,-0.863498,1.0,18.162,0.034,16.624,0.014,18.485999999999997,0.035,18.618000000000002,0.051,18.764,0.033,18.826,0.039,18.075,0.019,17.279999999999998,0.011,16.848,0.016,18.11,0.028,16.884,0.017,17.305,0.023,3.950674,0.144156,-2.368222,0.084194,17.372784,17.756857,16.785688,-0.033261,0.129623,168.695311
323.3839,-0.858532,0.0,17.822,0.052,16.535999999999998,0.034,18.296,0.043,18.285,0.066,18.653,0.053,18.398,0.05,17.816,0.042,17.212999999999997,0.037,16.764,0.027,17.974999999999998,0.049,16.791,0.039,17.198999999999998,0.049,3.242302,0.169339,-1.926376,0.084027,17.432629,17.627926,16.71254,0.054064,0.112541,148.137352
323.4143,-0.861859,0.0,18.458,0.048,16.898999999999997,0.017,18.764000000000003,0.043,18.825,0.052,18.961,0.041,18.792,0.036,18.288999999999998,0.023,17.520999999999997,0.009,17.086,0.014,18.401,0.015,17.162,0.017,17.616,0.011,3.488163,0.233897,-2.167115,0.110199,17.57178,17.982122,17.004765,0.141215,0.164835,232.325319
323.4312,-0.860036,0.0,17.422,0.021,15.677,0.01,17.705,0.023,17.787000000000003,0.029,17.881,0.017,17.797,0.014,17.147,0.012,16.36,0.008,15.878,0.009,17.3,0.009,15.977,0.01,16.447,0.006,3.227646,0.12139,-2.17138,0.055396,16.42606,16.857988,15.825076,0.156731,0.076536,280.07287
323.3665,-0.847723,1.0,16.345,0.045,14.462,0.034,16.82,0.041,17.038,0.042,16.784,0.042,16.777,0.03,16.035,0.022,15.195000000000002,0.03,14.716999999999999,0.025,16.156,0.03,14.773,0.038,15.271999999999998,0.037,3.624398,0.072869,-2.505045,0.037659,15.381063,15.743479,14.641462,-0.121988,0.04865,89.333065
323.3071,-0.859028,0.0,18.709,0.054,17.163,0.016,18.982999999999997,0.046,19.013,0.067,19.224,0.054,19.068,0.042,18.569,0.028,17.82,0.011,17.363,0.017,18.643,0.018,17.451,0.015,17.901,0.013,3.780908,0.170433,-2.063331,0.100702,17.893433,18.286001,17.330744,-0.056121,0.158545,237.555741
323.3478,-0.791516,0.0,16.903,0.017,14.761,0.006,17.246000000000002,0.031,17.182000000000002,0.022,17.227,0.012,17.113,0.014,16.375999999999998,0.013,15.488999999999999,0.008,14.977,0.009,16.774,0.056,15.099,0.009,15.604,0.01,3.653045,0.067579,-2.299518,0.035394,15.58163,16.02066,14.924376,0.100263,0.044048,125.965522
323.3872,-0.842339,1.0,16.788,0.02,14.672999999999998,0.011,17.009999999999998,0.024,17.207,0.129,17.104,0.018,17.049,0.014,16.322,0.019,15.419000000000002,0.013,14.879999999999999,0.015,16.465,0.017,15.018,0.011,15.5,0.016,3.389543,0.080034,-2.201494,0.038399,15.551462,15.958893,14.864135,-0.311936,0.052222,112.050395
323.3302,-0.822766,0.0,18.537,0.061,16.744,0.089,18.829,0.065,19.049,0.093,19.099999999999998,0.058,18.793,0.056,18.323,0.052,17.372,0.077,17.083,0.088,18.985,0.1,17.035999999999998,0.088,17.48,0.089,4.208365,0.360455,-2.35703,0.198458,18.160547,17.655865,16.683107,-0.352608,0.249864,116.674716
323.4043,-0.850524,0.0,18.503999999999998,0.041,16.679,0.075,18.844,0.046,18.915000000000003,0.058,19.009,0.045,18.973,0.036,18.255,0.033,17.346,0.065,16.941,0.054,18.342,0.041,16.977999999999998,0.071,17.465,0.061,2.814647,0.257226,-1.854904,0.138886,17.75794,18.159649,17.186277,0.04567,0.176545,179.45211
323.2776,-0.839488,1.0,18.282,0.033,16.762,0.01,18.558999999999997,0.036,18.636,0.052,18.787,0.032,18.804000000000002,0.031,18.168,0.018,17.407999999999998,0.009,16.975,0.017,18.285,0.013,17.049,0.009,17.508,0.007,3.345448,0.121798,-2.286316,0.076583,17.46955,17.865498,16.895725,0.228617,0.116948,311.366112
323.2808,-0.836516,0.0,18.933999999999997,0.048,17.572,0.026,19.296,0.056,19.439,0.1,19.491999999999997,0.051,19.434,0.048,18.907,0.034,18.18,0.014,17.751,0.02,18.996,0.02,17.811,0.02,18.273,0.012,3.825764,0.197124,-2.127056,0.146396,18.231558,18.604233,17.686089,-0.046412,0.189699,298.259568
323.421,-0.827733,0.0,18.523,0.059,17.211,0.056,18.905,0.051,19.018,0.076,19.136,0.047,19.054000000000002,0.054,18.502,0.033,17.849999999999998,0.039,17.427,0.029,18.604,0.038,17.439999999999998,0.054,17.908,0.045,3.40416,0.263283,-2.186364,0.131191,18.029114,18.31169,17.394156,-0.347397,0.184063,210.487044
323.4051,-0.82749,1.0,18.305,0.035,16.662,0.019,18.523000000000003,0.03,18.762,0.057,18.764,0.029,18.742,0.03,18.177,0.025,17.325,0.014,16.847,0.018,18.156,0.019,16.965,0.021,17.415,0.015,3.465379,0.189269,-2.123364,0.101964,17.42554,17.796696,16.820827,0.119243,0.121582,153.741595
323.4211,-0.820789,0.0,18.099999999999998,0.043,16.782999999999998,0.036,18.461,0.044,18.437,0.054,18.641,0.048,18.591,0.043,18.084999999999997,0.036,17.41,0.036,17.044,0.033,18.163999999999998,0.038,17.125,0.034,17.561,0.034,3.811573,0.26092,-2.466904,0.136809,17.795198,17.870583,16.976547,-0.367047,0.176456,210.798181
323.3097,-0.817964,0.0,18.159,0.034,16.744999999999997,0.015,18.531,0.038,18.647000000000002,0.053,18.741,0.039,18.702,0.028,18.096,0.021,17.397,0.01,16.932,0.021,18.216,0.019,17.054,0.016,17.483999999999998,0.012,3.394367,0.192457,-1.80957,0.106278,17.46809,17.849142,16.882692,-0.135693,0.16406,191.26515
323.3002,-0.812543,0.0,18.605999999999998,0.047,17.182,0.02,18.948999999999998,0.047,19.064,0.055,19.156,0.032,19.080000000000002,0.044,18.538,0.025,17.758,0.013,17.377,0.013,18.602,0.014,17.426,0.016,17.845,0.017,3.492179,0.189642,-2.127898,0.104773,17.90332,18.2769,17.32559,0.077974,0.158711,227.991106
323.3116,-0.808202,1.0,17.779999999999998,0.042,16.397,0.07,18.107999999999997,0.052,18.23,0.066,18.426,0.051,18.333000000000002,0.048,17.808,0.038,17.019,0.06,16.705000000000002,0.056,17.959,0.048,16.634999999999998,0.079,17.066,0.072,3.170042,0.200633,-2.417682,0.086727,17.38467,17.572397,16.626146,0.043791,0.149002,191.16894
323.2286,-0.810886,0.0,16.136,0.01,13.489999999999998,0.007,16.372,0.014,16.364,0.009,16.279999999999998,0.008,16.099,0.007,15.254999999999999,0.01,14.287,0.005,13.71,0.005,15.439999999999998,0.009,13.85,0.007,14.408999999999999,0.006,3.433438,0.033919,-2.141361,0.024609,14.389878,14.927952,13.694244,0.01812,0.027653,484.33386
323.4494,-0.809648,0.0,17.079,0.019,15.23,0.009,17.391,0.019,17.409000000000002,0.024,17.520999999999997,0.013,17.415,0.012,16.735,0.009,15.929,0.006,15.440000000000001,0.007,16.89,0.008,15.544999999999998,0.01,16.026,0.007,3.687271,0.064424,-2.135627,0.037815,16.025507,16.458557,15.394974,0.047641,0.049526,316.222895
323.4799,-0.801805,0.0,17.116,0.014,15.265,0.01,17.387999999999998,0.019,17.441000000000003,0.024,17.523,0.014,17.475,0.011,16.773,0.011,15.968000000000002,0.007,15.462,0.007,16.924,0.01,15.582999999999998,0.011,16.058,0.007,3.240038,0.057239,-2.095909,0.040447,16.040604,16.48948,15.419754,0.118965,0.051178,429.235587
323.3975,-0.793268,1.0,18.570999999999998,0.043,17.241999999999997,0.05,18.85,0.063,19.060000000000002,0.074,19.153,0.051,19.129,0.047,18.519,0.03,17.871,0.037,17.505,0.043,18.623,0.036,17.543,0.051,17.927,0.051,3.668687,0.251392,-1.839308,0.155713,18.150286,18.318573,17.453396,-0.195448,0.16642,165.645098
323.4062,-0.790353,1.0,16.166,0.009,13.722999999999999,0.008,16.4,0.012,16.470000000000002,0.014,16.398999999999997,0.009,16.269000000000002,0.007,15.433999999999997,0.009,14.497000000000002,0.005,13.93,0.008,15.605,0.007,14.07,0.007,14.613,0.005,3.276273,0.037425,-2.377229,0.021466,14.609042,15.120204,13.912749,-0.003908,0.027726,196.441938
323.3334,-0.785591,1.0,18.572,0.048,17.214,0.021,18.999000000000002,0.052,19.037000000000003,0.075,19.223,0.051,19.057000000000002,0.046,18.582,0.028,17.889999999999997,0.022,17.479,0.028,18.669999999999998,0.032,17.503999999999998,0.022,17.892,0.025,3.635562,0.229017,-2.22156,0.107811,17.947306,18.339771,17.410246,-0.188279,0.163303,171.494123
323.432,-0.784416,0.0,17.471999999999998,0.02,15.698,0.008,17.728,0.021,17.813000000000002,0.026,17.894,0.018,17.812,0.019,17.172,0.013,16.395,0.007,15.896999999999998,0.01,17.298,0.019,16.011,0.01,16.477,0.007,3.184875,0.069848,-2.141658,0.045714,16.467329,16.887775,15.860188,0.066157,0.056754,286.21882
323.3768,-0.776289,0.0,17.919999999999998,0.023,16.265,0.01,18.267000000000003,0.033,18.32,0.041,18.438,0.024,18.367,0.028,17.723,0.02,16.929,0.012,16.465,0.012,17.823999999999998,0.015,16.576,0.014,17.027,0.011,3.533899,0.11509,-2.034694,0.065062,17.012966,17.42045,16.425287,-0.0082,0.084741,176.533422
323.4271,-0.780218,1.0,18.224,0.031,16.657,0.012,18.490000000000002,0.027,18.607,0.052,18.779,0.037,18.729,0.033,18.075,0.019,17.314999999999998,0.009,16.853,0.016,18.203,0.012,16.948,0.014,17.392,0.008,3.387594,0.112783,-2.056679,0.077,17.388155,17.798162,16.807446,-0.053991,0.095207,279.058606
323.3511,-0.771545,0.0,17.707,0.024,15.971999999999998,0.014,17.969,0.025,18.101000000000003,0.036,18.189999999999998,0.023,18.126,0.02,17.43,0.014,16.625999999999998,0.005,16.158,0.008,17.541,0.012,16.239,0.009,16.733,0.008,3.503576,0.107161,-2.261704,0.057749,16.71366,17.141851,16.136484,0.127,0.074306,190.649616
323.3949,-0.77122,0.0,17.651,0.019,15.901,0.011,17.938000000000002,0.023,18.089000000000002,0.038,18.14,0.017,18.080000000000002,0.018,17.398,0.015,16.599,0.007,16.126,0.011,17.521,0.01,16.209,0.009,16.676,0.007,3.431637,0.079514,-1.997765,0.052107,16.700703,17.118488,16.098291,0.060656,0.065888,220.357229
323.368,-0.769349,0.0,17.938,0.029,16.471,0.012,18.259,0.027,18.337,0.038,18.456999999999997,0.021,18.415,0.021,17.839,0.016,17.107,0.011,16.673000000000002,0.014,17.95,0.013,16.736,0.012,17.168,0.012,3.686405,0.150837,-2.182929,0.101802,17.305664,17.551538,16.594784,0.079892,0.105706,195.072974
323.3565,-0.768097,0.0,18.613,0.046,17.116999999999997,0.049,19.034,0.052,19.159000000000002,0.092,19.27,0.04,19.19,0.042,18.512999999999998,0.036,17.767,0.045,17.411,0.033,18.65,0.027,17.395,0.044,17.855,0.042,3.731058,0.219928,-2.481435,0.123177,18.03082,18.407293,17.456158,0.078709,0.153265,199.65782
323.319,-0.768266,0.0,16.36,0.009,14.014,0.006,16.576,0.012,16.617,0.012,16.589,0.009,16.413,0.008,15.677,0.01,14.770999999999999,0.005,14.222999999999999,0.006,15.841000000000001,0.008,14.352999999999998,0.008,14.879000000000001,0.006,3.708132,0.052307,-2.055981,0.024921,14.866428,15.364671,14.198043,0.086287,0.033341,252.660475
323.3374,-0.767311,1.0,17.605999999999998,0.027,15.965,0.011,17.93,0.021,18.05,0.037,18.145,0.02,18.1,0.019,17.419999999999998,0.013,16.633,0.01,16.173000000000002,0.009,17.538,0.011,16.252,0.014,16.732,0.011,3.067478,0.098706,-2.275777,0.054063,16.722857,17.141853,16.120077,0.149493,0.070218,220.87627
323.3908,-0.765825,1.0,16.955,0.015,14.966999999999999,0.008,17.206000000000003,0.017,17.304000000000002,0.019,17.339,0.013,17.299,0.012,16.523999999999997,0.013,15.683000000000002,0.006,15.168,0.007,16.683,0.009,15.294999999999998,0.012,15.783000000000001,0.007,3.527663,0.050865,-2.206132,0.033251,15.757947,16.216164,15.127069,0.061967,0.039989,230.27628
323.4362,-0.765574,1.0,18.848,0.054,17.465,0.02,19.186,0.051,19.207,0.077,19.395999999999997,0.053,19.394000000000002,0.038,18.819,0.031,18.099,0.013,17.668,0.02,18.931,0.015,17.75,0.014,18.185,0.012,3.711821,0.169641,-2.001895,0.11275,18.139122,18.517326,17.597864,0.202537,0.142287,336.456731
323.4069,-0.727564,0.0,16.54,0.012,14.322,0.008,16.787,0.013,16.863,0.012,16.837999999999997,0.009,16.744,0.008,15.960999999999999,0.01,15.072000000000001,0.008,14.532,0.009,16.127,0.009,14.657999999999998,0.011,15.177,0.006,3.670675,0.042135,-1.9749,0.030391,15.155067,15.644979,14.493512,-0.014465,0.033901,379.59838
323.3881,-0.726137,0.0,18.767,0.051,17.308999999999997,0.021,19.112000000000002,0.069,19.083000000000002,0.062,19.305999999999997,0.045,19.245,0.054,18.633,0.028,17.935,0.013,17.484,0.025,18.756,0.017,17.567999999999998,0.016,18.016,0.014,3.034002,0.189955,-2.263072,0.167431,17.983532,18.373909,17.436283,0.145786,0.153947,361.376788
323.3237,-0.72068,0.0,17.976,0.026,16.448999999999998,0.011,18.314,0.029,18.404,0.041,18.587,0.027,18.464000000000002,0.023,17.874,0.016,17.107999999999997,0.009,16.661,0.013,17.995,0.012,16.75,0.011,17.208,0.01,3.254049,0.104213,-2.301089,0.067853,17.173555,17.590393,16.602966,-0.031428,0.085685,394.836325
323.2972,-1.065342,0.0,19.032999999999998,0.056,17.343999999999998,0.015,19.345,0.059,19.69,0.139,19.531,0.052,19.409,0.048,18.744999999999997,0.024,18.006999999999998,0.011,17.55,0.025,18.916999999999998,0.02,17.633,0.015,18.092,0.015,3.466815,0.148016,-2.037541,0.106173,18.086359,18.478203,17.512619,-0.033537,0.139359,902.834774
323.4765,-1.061313,0.0,16.56,0.012,14.133,0.01,16.889000000000003,0.012,16.958000000000002,0.015,16.865,0.01,16.786,0.008,15.823999999999998,0.008,14.899,0.007,14.350000000000001,0.009,16.011,0.008,14.488,0.009,15.003,0.006,3.565577,0.032102,-2.148954,0.023274,15.006728,15.527639,14.326818,0.056492,0.03128,950.029913
323.1964,-1.007837,1.0,18.521,0.044,17.215999999999998,0.019,18.932000000000002,0.05,18.984,0.065,19.14,0.039,19.206,0.04,18.541999999999998,0.026,17.831999999999997,0.014,17.403,0.016,18.671,0.015,17.464,0.012,17.912,0.011,3.4158,0.129479,-2.266364,0.091806,17.891022,18.305117,17.341148,0.186381,0.12905,894.097402
323.2836,-0.979861,0.0,18.043,0.026,16.441,0.011,18.380000000000003,0.031,18.394000000000002,0.047,18.538,0.029,18.441,0.022,17.861,0.016,17.122,0.008,16.661,0.027,17.983999999999998,0.011,16.733999999999998,0.01,17.191,0.01,3.445924,0.092414,-2.14129,0.069213,17.168787,17.581501,16.59527,-0.036744,0.089076,631.532252
323.4135,-0.977749,0.0,16.524,0.011,14.282999999999998,0.007,16.759999999999998,0.014,16.813000000000002,0.012,16.794999999999998,0.008,16.648,0.009,15.910999999999998,0.009,15.028,0.005,14.501999999999999,0.008,16.073999999999998,0.007,14.620999999999999,0.008,15.145,0.007,3.43541,0.036052,-2.28401,0.025043,15.123112,15.614629,14.461203,0.041492,0.036979,585.579856
323.3195,-0.976588,0.0,18.342,0.037,16.855999999999998,0.013,18.643,0.037,18.734,0.055,18.980999999999998,0.044,18.847,0.025,18.244999999999997,0.021,17.49,0.009,17.051,0.016,18.357,0.013,17.121,0.012,17.576,0.008,3.339977,0.110803,-2.056512,0.079726,17.566858,17.985817,17.001093,0.142497,0.107111,573.407695
323.3976,-0.968214,0.0,18.512,0.038,17.078,0.023,18.886000000000003,0.047,18.937,0.067,19.121,0.037,19.058,0.031,18.451,0.025,17.715999999999998,0.01,17.264,0.018,18.548,0.013,17.349,0.013,17.794,0.013,3.607863,0.139391,-2.200356,0.131366,17.762272,18.148676,17.204369,-0.223244,0.144644,536.914348
323.4996,-0.948983,0.0,18.855999999999998,0.056,17.509999999999998,0.016,19.293999999999997,0.053,19.263,0.079,19.430999999999997,0.047,19.428,0.043,18.898,0.027,18.156,0.016,17.698,0.024,19.049,0.019,17.778,0.013,18.212,0.012,3.088989,0.199001,-2.124587,0.155671,18.210007,18.585964,17.668653,0.340608,0.204454,669.208805
323.4555,-0.947643,0.0,18.194,0.032,16.66,0.013,18.503,0.033,18.585,0.038,18.709,0.031,18.684,0.03,18.073999999999998,0.016,17.314,0.007,16.888,0.015,18.208,0.01,16.963,0.013,17.409,0.008,3.549141,0.119508,-2.260617,0.082899,17.378626,17.792166,16.812103,0.129674,0.128284,558.802561
323.3161,-0.936894,0.0,17.776,0.023,16.182,0.015,18.042,0.029,18.109,0.035,18.247,0.024,18.122,0.021,17.575,0.014,16.834999999999997,0.01,16.391000000000002,0.012,17.688,0.012,16.467,0.013,16.916999999999998,0.01,3.418417,0.079162,-2.144258,0.055995,16.933046,17.316,16.338785,0.113951,0.077782,441.93376
323.3965,-0.935516,0.0,17.221999999999998,0.015,15.378,0.007,17.491999999999997,0.02,17.555,0.022,17.645,0.015,17.53,0.014,16.89,0.011,16.075,0.006,15.585,0.008,17.023,0.009,15.695999999999998,0.009,16.169,0.006,3.453637,0.061423,-2.100862,0.038893,16.159018,16.594337,15.543922,0.095208,0.06499,422.147469
323.2989,-0.926582,1.0,16.837999999999997,0.013,14.806999999999999,0.008,17.076999999999998,0.016,17.21,0.014,17.209999999999997,0.011,17.142,0.011,16.383,0.01,15.533,0.007,15.02,0.009,16.54,0.008,15.134999999999998,0.01,15.64,0.007,3.632825,0.04673,-2.155425,0.040968,15.618422,16.088776,14.976652,0.027116,0.043459,436.972876
323.3147,-0.922247,0.0,18.791999999999998,0.054,17.325,0.017,19.045,0.063,19.184,0.083,19.325,0.043,19.223,0.039,18.679,0.028,17.968,0.009,17.574,0.029,18.803,0.015,17.592,0.012,18.053,0.012,3.650014,0.152333,-1.988543,0.106612,18.024769,18.428965,17.483404,0.115491,0.148713,395.907926
323.4516,-0.915518,0.0,18.019,0.029,16.435,0.011,18.343000000000004,0.033,18.422,0.039,18.522,0.021,18.408,0.02,17.846999999999998,0.016,17.098,0.008,16.629,0.011,17.965,0.011,16.744,0.014,17.174,0.008,3.555334,0.113221,-2.072955,0.067253,17.158798,17.55901,16.569565,0.005597,0.097364,461.450858
323.3155,-0.910934,0.0,18.717,0.047,17.305999999999997,0.018,19.098,0.052,19.208000000000002,0.081,19.31,0.043,19.211000000000002,0.036,18.657,0.025,17.950999999999997,0.012,17.498,0.018,18.796,0.015,17.592,0.013,18.028,0.01,3.457303,0.16604,-2.346331,0.10918,18.00536,18.403946,17.45751,0.085418,0.165251,358.291069
323.3936,-0.909997,1.0,17.482,0.019,15.791,0.008,17.758000000000003,0.022,17.867,0.032,17.959,0.02,17.907,0.013,17.247,0.014,16.468,0.007,15.985,0.011,17.387999999999998,0.009,16.093,0.008,16.559,0.007,3.387751,0.076597,-2.232052,0.048508,16.547033,16.96627,15.948731,0.029249,0.076116,331.62459
323.3839,-0.907782,0.0,17.281,0.017,15.468999999999998,0.009,17.543,0.017,17.595000000000002,0.023,17.704,0.015,17.589000000000002,0.015,16.954,0.014,16.154999999999998,0.005,15.661999999999999,0.01,17.085,0.008,15.774000000000001,0.009,16.253,0.008,3.45541,0.06376,-2.124121,0.041426,16.230738,16.666035,15.626019,0.156902,0.064494,313.820022
323.3991,-0.906428,0.0,16.641,0.01,14.436,0.008,16.869,0.013,16.918,0.015,16.915,0.009,16.799,0.008,16.052,0.009,15.180000000000001,0.006,14.649000000000001,0.009,16.213,0.008,14.780999999999999,0.01,15.294,0.008,3.580652,0.046205,-2.163419,0.027519,15.271053,15.754121,14.618382,0.067763,0.044798,327.017261
323.4937,-0.901732,0.0,18.774,0.047,17.337999999999997,0.018,19.098999999999997,0.051,19.239,0.084,19.439,0.056,19.283,0.046,18.709999999999997,0.028,17.985,0.011,17.546,0.014,18.854,0.013,17.645,0.016,18.058,0.014,3.365534,0.249791,-2.158586,0.125264,18.044117,18.421642,17.465517,-0.006994,0.168259,550.138609
323.3474,-0.900782,0.0,17.953,0.028,16.339,0.011,18.264000000000003,0.026,18.341,0.035,18.456,0.024,18.383,0.022,17.741999999999997,0.013,16.999,0.008,16.535,0.011,17.886,0.011,16.62,0.01,17.082,0.008,3.329715,0.09824,-2.156546,0.062568,17.077412,17.478111,16.479757,0.223291,0.095493,284.453804
