RA,Dec,pop,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r,U,F378,F395,F410,F430,G,F515,R,F660,I,F861,Z,err_U,err_Z,err_F378,err_F395,err_F410,err_F430,err_F515,err_F660,err_F861,err_G,err_I,err_R
154.201956,-46.522202,1.0,8.335135,0.014096,-2.110541,0.012417,13.583948,14.199998,12.824361,0.193615,0.013376,636.851997,14.583309,14.513598,14.600613,14.59,14.501235,13.798156,13.497826,12.763861,12.472909,12.16202,11.872364,11.68669,0.032,0.023,0.015,0.015,0.045,0.051,0.046,0.016,0.028,0.018,0.047,0.035
154.229434,-46.519972,1.0,8.314552,0.046329,-1.961828,0.04204,16.443089,16.94254,15.771484,0.24277,0.045297,579.553174,16.721309,16.793598,16.808613,16.992,17.007235,16.499156,16.189826,15.629861,15.381909,15.08002,14.848364,14.70669,0.041,0.029,0.03,0.043,0.064,0.059,0.042,0.021,0.036,0.02,0.061,0.047
154.232486,-46.49943,0.0,8.244321,0.052116,-2.166197,0.047788,16.687696,17.161448,16.0201,0.191721,0.051043,526.981276,17.052587,17.056954,17.062122,17.266487,17.162352,16.749954,16.424628,15.886398,15.62511,15.366759,15.076369,14.955335,0.04,0.029,0.032,0.042,0.048,0.05,0.037,0.02,0.032,0.017,0.056,0.036
154.222252,-46.49087,1.0,8.332424,0.049336,-1.861357,0.045411,16.665165,17.162481,16.008064,0.086855,0.051964,530.621612,16.977587,17.017954,17.049122,17.193487,17.230352,16.714954,16.424628,15.869398,15.61111,15.338759,15.101369,14.952335,0.033,0.024,0.047,0.05,0.048,0.067,0.044,0.02,0.03,0.017,0.061,0.035
154.232926,-46.489499,0.0,8.441671,0.056525,-2.047037,0.053505,16.870714,17.357737,16.227808,0.203537,0.057894,505.679695,17.224587,17.210954,17.254122,17.473487,17.352352,16.928954,16.649628,16.065398,15.85311,15.592759,15.332369,15.210335,0.041,0.03,0.037,0.045,0.051,0.054,0.051,0.025,0.034,0.025,0.065,0.035
154.183759,-46.483478,1.0,8.18976,0.055926,-1.918601,0.050416,16.918118,17.363605,16.19867,0.24799,0.05663,601.832806,17.211587,17.183954,17.246122,17.520487,17.432352,16.928954,16.617628,16.047398,15.83311,15.462759,15.230369,15.146335,0.047,0.077,0.045,0.046,0.064,0.058,0.043,0.034,0.053,0.024,0.078,0.045
154.202419,-46.45223,1.0,8.350689,0.050047,-1.716546,0.04937,16.846525,17.343136,16.2025,0.077265,0.055213,518.840393,17.042676,17.06607,17.162161,17.334629,17.333981,16.855206,16.552036,16.027426,15.763564,15.538955,15.260506,15.143976,0.047,0.03,0.042,0.053,0.046,0.064,0.037,0.021,0.041,0.021,0.069,0.039
154.104268,-46.417068,0.0,8.284962,0.047074,-1.931561,0.044245,16.848198,17.314915,16.216406,0.147107,0.050267,742.659017,17.081963,17.197158,17.168475,17.394937,17.307495,16.910714,16.619596,16.0764,15.834116,15.545637,15.315935,15.2163,0.043,0.033,0.049,0.049,0.065,0.054,0.054,0.023,0.038,0.018,0.063,0.044
153.850567,-46.482855,1.0,8.323786,0.052596,-2.037768,0.046585,16.937979,17.393919,16.303831,0.241425,0.055339,1394.530269,17.056926,17.106672,17.137292,17.32926,17.38589,16.928243,16.590082,16.121279,15.882865,15.653526,15.364798,15.302382,0.046,0.042,0.036,0.064,0.05,0.06,0.042,0.028,0.046,0.026,0.067,0.044
153.883317,-46.457094,1.0,8.452743,0.047839,-1.87291,0.044209,16.839779,17.312984,16.194576,0.246089,0.0508,1300.350233,16.978926,17.063672,17.085292,17.29326,17.30189,16.824243,16.565082,15.995279,15.772865,15.544526,15.313798,15.170382,0.048,0.03,0.043,0.051,0.042,0.046,0.046,0.029,0.038,0.021,0.069,0.05
153.942381,-46.386292,1.0,8.421525,0.042034,-2.042394,0.041459,16.612164,17.081636,15.951874,0.153078,0.044857,1148.467158,16.892935,17.004534,17.079694,17.289926,17.256708,16.689322,16.433766,15.886175,15.591534,15.4028,15.073952,14.955137,0.025,0.027,0.037,0.044,0.054,0.055,0.04,0.02,0.031,0.013,0.07,0.05
154.046313,-46.424778,1.0,8.302383,0.038165,-1.921097,0.035812,16.403366,16.884659,15.755179,0.156425,0.04208,887.360188,16.772935,16.852534,16.886694,17.085926,17.036708,16.518322,16.196766,15.656175,15.415534,15.1468,14.850952,14.762137,0.042,0.038,0.03,0.043,0.053,0.056,0.041,0.022,0.036,0.017,0.066,0.047
154.030772,-46.42249,0.0,8.291456,0.031368,-1.833416,0.028253,15.914548,16.414827,15.247081,0.129795,0.032429,925.545418,16.380935,16.454534,16.513694,16.640926,16.561708,16.081322,15.751766,15.203175,14.920534,14.7328,14.368952,14.254137,0.035,0.032,0.033,0.033,0.056,0.051,0.047,0.025,0.038,0.023,0.054,0.037
154.048912,-46.339825,1.0,8.485857,0.031654,-2.062723,0.029902,15.962571,16.481985,15.276791,0.210872,0.033494,918.506711,16.423182,16.465764,16.481089,16.65562,16.638726,16.08995,15.789954,15.188453,14.921349,14.679573,14.368608,14.26887,0.024,0.035,0.019,0.03,0.044,0.054,0.04,0.021,0.038,0.015,0.066,0.041
154.058343,-46.331956,0.0,8.44009,0.020493,-1.955799,0.01927,15.059699,15.569129,14.318289,0.189196,0.022048,904.810399,15.621017,15.635481,15.665895,15.762645,15.66396,15.148496,14.837902,14.208142,13.946487,13.661393,13.399108,13.261304,0.026,0.045,0.027,0.028,0.045,0.042,0.054,0.032,0.047,0.026,0.06,0.046
153.978527,-46.391128,1.0,8.619624,0.025828,-1.839225,0.025003,15.568966,16.08059,14.885144,0.189131,0.027343,1057.602958,16.124935,16.136534,16.222694,16.328926,16.305708,15.744322,15.431766,14.836175,14.570534,14.3478,14.019952,13.874137,0.034,0.029,0.021,0.024,0.051,0.05,0.048,0.023,0.033,0.017,0.055,0.047
153.962339,-46.354395,0.0,8.365159,0.012091,-1.960625,0.011756,13.641434,14.247844,12.887196,0.202564,0.01349,1115.139155,14.713182,14.688764,14.690089,14.70662,14.614726,13.91895,13.595954,12.859453,12.580349,12.291573,11.953608,11.82587,0.029,0.035,0.013,0.019,0.045,0.047,0.036,0.022,0.034,0.018,0.057,0.032
153.964172,-46.326833,1.0,8.260923,0.020515,-1.951147,0.019044,14.994837,15.555759,14.273365,0.191467,0.022419,1133.80769,15.684182,15.655764,15.770089,15.86362,15.756726,15.17895,14.874954,14.217453,13.935349,13.698573,13.348608,13.22687,0.032,0.031,0.017,0.029,0.045,0.051,0.042,0.024,0.036,0.015,0.065,0.049
153.900742,-46.418473,1.0,8.54771,0.029481,-1.987052,0.02885,15.851037,16.350256,15.182994,0.148979,0.033226,1247.785193,16.270935,16.328534,16.386694,16.566926,16.488708,16.012322,15.703766,15.132175,14.861534,14.6058,14.329952,14.207137,0.039,0.034,0.025,0.031,0.061,0.052,0.047,0.027,0.036,0.019,0.063,0.04
153.951608,-46.278786,0.0,8.506439,0.044662,-2.421984,0.041439,16.717173,17.193794,16.006731,0.215042,0.048916,1221.588092,17.024073,17.125813,17.187429,17.232393,17.191016,16.761352,16.418182,15.834359,15.59994,15.320585,15.041846,14.945422,0.033,0.039,0.037,0.061,0.05,0.057,0.039,0.022,0.042,0.018,0.065,0.043
154.379112,-46.556902,1.0,8.284225,0.036076,-1.859936,0.036299,15.94289,16.487154,15.232323,0.144355,0.036385,523.425055,16.226363,16.223877,16.312407,16.490589,16.409759,15.930642,15.613824,15.02491,14.77625,14.510963,14.235579,14.098409,0.029,0.028,0.025,0.041,0.044,0.061,0.042,0.019,0.033,0.02,0.057,0.037
154.364341,-46.544574,1.0,8.403588,0.022512,-1.941366,0.020693,15.018813,15.593891,14.284197,0.157394,0.021858,485.333432,15.567993,15.62665,15.693382,15.786593,15.732466,15.120219,14.811507,14.179549,13.893609,13.628035,13.306047,13.157608,0.021,0.031,0.023,0.016,0.041,0.052,0.046,0.017,0.034,0.02,0.049,0.042
154.379859,-46.525537,0.0,8.284739,0.036951,-1.933111,0.036841,16.057001,16.596807,15.341302,0.180236,0.036514,411.20443,16.545771,16.543481,16.5818,16.721511,16.669215,16.14635,15.813663,15.20512,14.953526,14.647759,14.364932,14.253833,0.044,0.028,0.024,0.033,0.055,0.049,0.038,0.023,0.037,0.017,0.054,0.039
154.385233,-46.529932,0.0,8.267875,0.03289,-2.096339,0.032624,15.751722,16.299469,15.031887,0.258827,0.031564,425.252404,16.272771,16.253481,16.2658,16.441511,16.345215,15.84735,15.582663,14.93912,14.655526,14.359759,14.081932,13.973833,0.026,0.036,0.022,0.034,0.042,0.051,0.043,0.024,0.032,0.018,0.06,0.037
154.41216,-46.515162,0.0,8.295999,0.036609,-2.051508,0.03597,16.024506,16.570305,15.306286,0.146671,0.03454,370.317462,16.500771,16.547481,16.5688,16.695511,16.562215,16.09835,15.803663,15.18112,14.919526,14.599759,14.354932,14.205833,0.03,0.028,0.026,0.04,0.038,0.051,0.038,0.017,0.035,0.019,0.051,0.039
154.400819,-46.516336,0.0,8.31656,0.131201,-2.599441,0.131666,14.660998,15.153388,13.842818,0.33107,0.126847,373.966692,15.208771,15.242481,15.2518,15.377511,15.333215,14.71635,14.404663,13.71312,13.476526,13.181759,12.871932,12.731833,0.023,0.018,0.015,0.02,0.037,0.042,0.032,0.017,0.022,0.016,0.046,0.029
154.356819,-46.541247,0.0,8.112811,0.049613,-2.070716,0.046871,16.697636,17.213894,16.022688,0.226907,0.04902,477.765012,16.914993,16.97465,16.937382,17.212593,17.136466,16.695219,16.371507,15.838549,15.583609,15.318035,15.050047,14.936608,0.041,0.028,0.038,0.045,0.052,0.054,0.045,0.021,0.033,0.022,0.056,0.039
154.371501,-46.516214,0.0,8.586419,0.051114,-1.760921,0.048432,16.555723,17.077251,15.84836,0.156682,0.048335,381.764201,16.856993,16.91365,16.916382,17.128593,17.063466,16.557219,16.240507,15.678549,15.428609,15.157035,14.864047,14.752608,0.048,0.03,0.03,0.063,0.039,0.057,0.029,0.023,0.032,0.018,0.054,0.036
154.37327,-46.49529,1.0,8.523796,0.02688,-1.682074,0.024208,15.01905,15.589421,14.285557,0.12242,0.025398,307.375211,15.595255,15.592982,15.666764,15.748029,15.682979,15.102932,14.805326,14.173602,13.899722,13.609333,13.304481,13.169137,0.028,0.027,0.021,0.013,0.04,0.043,0.041,0.014,0.035,0.012,0.049,0.035
154.382051,-46.507641,1.0,8.160021,0.047398,-2.092286,0.043444,16.499075,17.04422,15.789949,0.216664,0.043675,346.678964,16.828715,16.873863,16.99095,17.115539,17.016957,16.530125,16.212161,15.60386,15.385338,15.104071,14.810049,14.671279,0.039,0.027,0.042,0.042,0.042,0.043,0.042,0.017,0.038,0.022,0.052,0.04
154.358264,-46.501368,0.0,8.379168,0.034738,-2.009286,0.032679,15.817893,16.364431,15.114648,0.234165,0.033696,339.052014,16.254255,16.226982,16.261764,16.431029,16.295979,15.846932,15.562326,14.944602,14.697722,14.468333,14.162481,14.027137,0.028,0.032,0.022,0.028,0.05,0.05,0.047,0.019,0.033,0.016,0.055,0.036
154.365156,-46.4953,1.0,8.538369,0.016482,-1.851324,0.014668,13.981174,14.603402,13.21349,0.156241,0.015859,312.914628,14.838255,14.811982,14.941764,14.916029,14.847979,14.168932,13.870326,13.131602,12.856722,12.535333,12.239481,12.085137,0.022,0.024,0.013,0.016,0.037,0.049,0.031,0.016,0.027,0.019,0.05,0.032
154.399704,-46.490586,1.0,8.285637,0.047621,-2.010237,0.044019,16.44587,16.970661,15.754101,0.150195,0.046187,281.361393,16.722715,16.723863,16.81395,16.969539,16.892957,16.427125,16.116161,15.55986,15.319338,15.044071,14.745049,14.640279,0.044,0.03,0.029,0.041,0.052,0.044,0.038,0.021,0.036,0.016,0.048,0.038
154.402562,-46.497841,1.0,8.204825,0.044122,-2.089951,0.04045,16.293016,16.824854,15.605292,0.195185,0.040805,307.334011,16.540715,16.673863,16.75295,16.884539,16.831957,16.295125,15.979161,15.43286,15.172338,14.913071,14.639049,14.507279,0.035,0.028,0.031,0.034,0.052,0.052,0.044,0.016,0.036,0.017,0.053,0.042
154.406178,-46.489876,0.0,8.528736,0.057951,-1.886702,0.05389,16.839725,17.330004,16.16958,0.278256,0.053952,278.737986,16.990715,17.139863,17.11895,17.403539,17.215957,16.784125,16.476161,15.94686,15.719338,15.453071,15.163049,15.061279,0.035,0.029,0.037,0.063,0.057,0.056,0.042,0.02,0.035,0.018,0.054,0.04
154.417057,-46.486737,0.0,8.473835,0.058387,-1.91723,0.055481,16.91119,17.325577,16.194284,0.204503,0.055047,269.484212,17.068181,17.205593,17.177422,17.393674,17.40016,16.770321,16.462706,15.934538,15.750541,15.454646,15.248204,15.079063,0.029,0.035,0.043,0.06,0.066,0.06,0.053,0.028,0.036,0.036,0.057,0.044
154.429109,-46.489894,0.0,8.479509,0.028198,-1.756493,0.02623,15.434661,15.982101,14.700023,0.168403,0.026012,285.910447,15.960181,15.982593,16.034422,16.140674,15.99516,15.509321,15.250706,14.567538,14.300541,14.008646,13.728204,13.604063,0.026,0.03,0.019,0.031,0.041,0.045,0.037,0.021,0.028,0.017,0.05,0.033
154.438756,-46.468975,1.0,8.178381,0.028883,-1.931576,0.024685,15.184121,15.768146,14.441197,0.210574,0.026717,221.49961,15.553957,15.531193,15.5626,15.706961,15.663619,15.094898,14.793354,14.180171,13.929226,13.674868,13.381736,13.24975,0.024,0.025,0.019,0.023,0.039,0.047,0.039,0.016,0.034,0.017,0.06,0.038
154.436852,-46.467433,1.0,8.584097,0.029662,-1.759065,0.026683,15.471572,16.03582,14.73332,0.173675,0.028345,214.541936,15.781957,15.754193,15.8346,15.922961,15.866619,15.359898,15.047354,14.443171,14.208226,13.973868,13.661736,13.54475,0.02,0.022,0.02,0.033,0.042,0.05,0.029,0.017,0.027,0.017,0.048,0.034
154.422802,-46.472117,1.0,8.202242,0.044301,-1.961763,0.040333,16.331045,16.830202,15.56297,0.22398,0.04081,220.039362,16.548904,16.364146,16.438107,16.710932,16.602369,16.130896,15.853304,15.234379,15.019739,14.717064,14.471002,14.487292,0.037,0.029,0.061,0.085,0.055,0.078,0.07,0.05,0.058,0.067,0.087,0.065
154.410627,-46.462846,1.0,8.195949,0.040958,-1.810828,0.0382,16.154247,16.722195,15.421388,0.136817,0.040059,182.2263,16.401593,16.378521,16.409431,16.556326,16.514756,16.033036,15.74455,15.102712,14.887356,14.632846,14.315081,14.198042,0.04,0.022,0.021,0.044,0.044,0.042,0.042,0.02,0.031,0.015,0.056,0.038
154.41528,-46.455586,0.0,7.960983,0.057956,-2.128067,0.053895,16.673666,17.206993,15.930322,0.369813,0.057237,157.977169,16.740593,16.808521,16.710431,17.116326,16.960756,16.480036,16.15955,15.573712,15.384356,15.028846,14.772081,14.685042,0.041,0.033,0.039,0.052,0.063,0.048,0.034,0.022,0.034,0.017,0.056,0.03
154.428526,-46.464822,1.0,8.721552,0.055012,-1.44893,0.051551,16.663118,17.139578,15.894313,0.250539,0.052585,198.485721,16.672957,16.705193,16.8076,16.998961,16.903619,16.451898,16.137354,15.518171,15.326226,14.997868,14.782736,14.67375,0.047,0.042,0.05,0.061,0.051,0.063,0.033,0.026,0.041,0.024,0.051,0.037
154.42692,-46.472209,1.0,8.388146,0.031448,-1.838306,0.028866,15.573213,16.13537,14.852919,0.156478,0.029539,222.815544,15.818957,15.788193,15.8576,16.032961,15.995619,15.438898,15.146354,14.558171,14.329226,14.085868,13.770736,13.66775,0.03,0.032,0.023,0.026,0.043,0.052,0.046,0.017,0.034,0.016,0.062,0.037
154.41259,-46.459896,0.0,8.191189,0.037185,-1.864617,0.03169,15.749752,16.29259,15.016417,0.119758,0.033126,172.237384,15.949593,15.953521,16.000431,16.119326,15.998756,15.578036,15.26355,14.693712,14.472356,14.208846,13.929081,13.815042,0.029,0.03,0.028,0.037,0.041,0.05,0.037,0.021,0.036,0.021,0.057,0.041
154.384882,-46.479649,0.0,8.331156,0.051499,-1.838126,0.048784,16.39862,16.91837,15.707278,0.164567,0.048344,246.169323,16.626085,16.72889,16.745631,16.941037,16.76153,16.335251,16.051877,15.486945,15.244532,15.00002,14.706209,14.611436,0.031,0.026,0.039,0.044,0.048,0.051,0.038,0.019,0.031,0.021,0.057,0.034
154.378306,-46.476565,1.0,8.638961,0.017043,-1.884897,0.016478,14.174402,14.790411,13.412429,0.181486,0.01638,238.993825,15.004987,14.995607,15.068586,15.120997,15.050714,14.368474,14.046176,13.334709,13.065888,12.769546,12.428512,12.308655,0.023,0.028,0.016,0.018,0.037,0.049,0.03,0.016,0.03,0.016,0.053,0.032
154.386682,-46.473343,1.0,8.224337,0.054929,-1.824659,0.054816,16.901884,17.418665,16.224268,0.147983,0.055037,223.032409,16.983085,17.03589,17.122631,17.281037,17.32653,16.834251,16.513877,15.953945,15.736532,15.40802,15.193209,15.067436,0.039,0.027,0.035,0.05,0.046,0.067,0.046,0.017,0.035,0.018,0.047,0.04
154.399014,-46.478572,1.0,8.606334,0.028717,-1.88207,0.027582,15.421727,15.979783,14.704419,0.130493,0.026834,238.209337,15.759085,15.81589,15.890631,16.004037,15.92353,15.410251,15.117877,14.518945,14.248532,13.94202,13.673209,13.557436,0.022,0.021,0.022,0.026,0.04,0.053,0.045,0.014,0.029,0.014,0.06,0.034
154.365042,-46.474308,0.0,8.103072,0.054443,-2.251067,0.054592,16.859802,17.370003,16.189472,0.225088,0.057324,242.107304,16.996987,17.200607,17.216586,17.383997,17.305714,16.869474,16.558176,16.024709,15.758888,15.536546,15.212512,15.103655,0.029,0.022,0.041,0.068,0.048,0.057,0.047,0.018,0.031,0.017,0.059,0.038
154.367872,-46.466339,0.0,8.55254,0.053009,-1.834409,0.052249,16.644701,17.153053,15.949924,0.116169,0.053842,213.026234,16.909987,17.021607,17.090586,17.202997,17.118714,16.669474,16.382176,15.796709,15.549888,15.273546,14.999512,14.870655,0.032,0.025,0.03,0.049,0.05,0.05,0.038,0.019,0.03,0.022,0.064,0.037
154.372126,-46.456629,1.0,8.410213,0.02675,-2.028726,0.026829,15.323632,15.866658,14.600342,0.176637,0.027842,176.907237,15.527482,15.580659,15.672298,15.775843,15.729321,15.204546,14.911383,14.31362,14.079775,13.781593,13.548374,13.444941,0.024,0.023,0.02,0.025,0.039,0.041,0.036,0.017,0.031,0.015,0.054,0.035
154.37788,-46.460146,0.0,8.154476,0.026525,-2.064937,0.02726,15.276833,15.814691,14.559561,0.160506,0.026352,182.947379,15.544932,15.628891,15.603372,15.72875,15.667986,15.171583,14.875088,14.288589,14.051559,13.803797,13.519149,13.377419,0.017,0.024,0.023,0.024,0.043,0.048,0.047,0.015,0.032,0.016,0.051,0.04
154.401993,-46.467874,0.0,8.286913,0.019015,-2.138953,0.018264,14.442293,15.032087,13.698702,0.214481,0.019039,199.476036,15.068085,15.07689,15.094631,15.150037,15.06853,14.487251,14.200877,13.532945,13.260532,12.98102,12.672209,12.568436,0.025,0.025,0.014,0.023,0.038,0.049,0.035,0.019,0.026,0.017,0.065,0.029
154.389125,-46.460031,1.0,8.640795,0.06042,-2.069331,0.059016,14.571504,15.032081,13.719822,0.201976,0.059923,174.844685,14.847723,14.860134,14.958491,14.996676,14.966188,14.387317,14.066455,13.42972,13.203374,12.904482,12.626781,12.501936,0.026,0.039,0.026,0.039,0.034,0.038,0.036,0.019,0.03,0.026,0.055,0.03
154.401439,-46.472052,0.0,8.382854,0.048257,-2.102277,0.045528,16.580574,17.067417,15.878133,0.183834,0.048302,214.543668,16.679085,16.85489,16.790631,16.908037,16.84653,16.466251,16.143877,15.583945,15.391532,15.08402,14.832209,14.774436,0.039,0.051,0.032,0.062,0.054,0.049,0.045,0.03,0.044,0.032,0.068,0.045
154.402327,-46.460759,1.0,8.39904,0.016967,-1.639619,0.016176,14.159229,14.754537,13.402811,0.142847,0.016791,173.851934,14.673723,14.656134,14.802491,14.822676,14.753188,14.142317,13.857455,13.17772,12.933374,12.680482,12.340781,12.210936,0.02,0.02,0.013,0.024,0.039,0.045,0.035,0.015,0.026,0.017,0.046,0.031
154.396471,-46.444437,1.0,8.415408,0.037326,-2.062894,0.041699,16.193129,16.715282,15.431357,0.287968,0.040422,116.358036,16.295518,16.346332,16.433433,16.574469,16.517658,16.021721,15.683532,15.122924,14.89362,14.688138,14.348175,14.236613,0.03,0.038,0.041,0.055,0.046,0.048,0.045,0.024,0.042,0.027,0.061,0.044
154.39774,-46.445193,0.0,8.386051,0.068811,-2.422092,0.069674,16.481699,16.82162,15.599215,0.499213,0.071696,118.634971,16.383518,16.446332,16.461433,16.702469,16.520658,16.119721,15.819532,15.209924,15.05562,14.684138,14.490175,14.374613,0.046,0.062,0.046,0.074,0.05,0.059,0.046,0.038,0.044,0.057,0.067,0.049
154.40719,-46.442838,1.0,8.348312,0.043512,-2.003892,0.040032,13.651203,14.331558,12.818519,0.12083,0.042799,109.716927,14.590518,14.539332,14.629433,14.577469,14.462658,13.735721,13.417532,12.653924,12.36062,12.044138,11.699175,11.575613,0.024,0.02,0.015,0.014,0.035,0.047,0.032,0.011,0.025,0.015,0.055,0.026
154.410009,-46.458208,1.0,8.568879,0.048925,-2.266112,0.044621,16.494146,17.043406,15.783613,0.240642,0.04711,165.459692,16.559593,16.591521,16.666431,16.850326,16.826756,16.313036,15.99955,15.489712,15.238356,14.999846,14.697081,14.625042,0.043,0.025,0.038,0.042,0.049,0.049,0.041,0.021,0.033,0.017,0.061,0.037
154.411595,-46.45034,1.0,8.386735,0.203401,-1.2904,0.196553,16.592417,16.899817,15.701568,-0.614132,0.20005,137.827743,16.39973,16.319494,16.507284,16.746052,16.667298,16.176101,15.894363,15.291966,15.108469,14.783519,14.576429,14.464164,0.05,0.072,0.076,0.071,0.06,0.049,0.049,0.048,0.055,0.056,0.069,0.056
154.408701,-46.459726,0.0,8.418927,0.065257,-2.088456,0.062216,16.824749,17.304073,16.076115,0.151932,0.064592,170.619178,16.880593,16.995521,16.926431,17.098326,17.117756,16.608036,16.35455,15.781712,15.536356,15.313846,15.003081,14.899042,0.055,0.027,0.047,0.063,0.047,0.059,0.039,0.018,0.037,0.02,0.061,0.038
154.414226,-46.449558,0.0,8.64005,0.017056,-2.003475,0.017094,14.277501,14.921931,13.49396,0.17019,0.018173,136.17678,14.91873,14.912494,14.957284,15.033052,14.910298,14.274101,13.962363,13.243966,12.997469,12.701519,12.383429,12.279164,0.025,0.026,0.014,0.021,0.036,0.045,0.032,0.014,0.029,0.013,0.061,0.03
154.402211,-46.439368,1.0,8.301401,0.025957,-1.997396,0.026078,15.436151,16.01447,14.673917,0.183077,0.028457,96.870388,15.712162,15.790669,15.899273,15.881843,15.917803,15.321865,15.025735,14.38847,14.162755,13.87112,13.590523,13.467908,0.019,0.027,0.03,0.028,0.044,0.047,0.036,0.019,0.031,0.016,0.057,0.037
154.375185,-46.443539,0.0,8.176877,0.013273,-2.236873,0.01386,13.630406,14.27843,12.836866,0.166502,0.014688,131.968437,14.449482,14.410659,14.437298,14.430843,14.331321,13.659546,13.349383,12.61062,12.348775,12.036593,11.730374,11.595941,0.018,0.021,0.018,0.023,0.035,0.042,0.033,0.012,0.026,0.015,0.051,0.03
154.385,-46.443536,1.0,7.810518,0.046984,-2.079463,0.049008,16.664894,17.052784,15.861006,0.145124,0.049712,120.806106,16.731932,16.657891,16.750372,16.95275,16.794986,16.413583,16.098088,15.501589,15.295559,14.943797,14.774149,14.694419,0.066,0.057,0.056,0.067,0.057,0.051,0.065,0.033,0.058,0.054,0.061,0.057
