# ra,dec,X,Y,Vx,e_Vx,Vy,e_Vy,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_pmra_corr,ra_pmdec_corr,dec_pmra_corr,dec_pmdec_corr,pmra_pmdec_corr,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_expected_sig_to_noise,rv_chisq_pvalue,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,RVcormerg,e_RVcormerg,s_RVcormerg,N,flagXM,flagRV,flagBinary,Gmag,Survey
6.166151,-72.041519,-158.200707,142.944887,5.707423,0.030042,-2.552652,0.032989,4689639644800952832,0.23656024195425523,0.023221686,5.713449450974699,0.03004224,-2.5391370364329555,0.03298857,-0.14420298,0.17073108,-0.15844016,-0.17155883,0.3823423,-0.20597775,1.4045665,13.984963,14.456397,13.273785,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5253.5806,3.0169,-0.4322,3195.947,0.5386,0.4309,0.2305,1.0,12.804,0.025,13.670000000000002,0.013,15.367999999999999,0.014,15.617999999999999,0.085,15.302000000000001,0.015,15.239,0.033,14.341000000000001,0.008,13.388000000000002,0.014,13.017,0.038,14.643999999999998,0.01,13.126000000000001,0.02,15.285,0.016,,,,,,,,,
6.162907,-72.046499,-154.55859,125.026218,5.571833,0.027678,-2.248193,0.034463,4689639644800969728,0.18867549945427045,0.024019377,5.577018808309255,0.027677843,-2.2352999366151476,0.034462698,-0.14789045,0.08327996,-0.15052468,-0.18927239,0.19409224,-0.24923392,1.2917773,14.299404,14.607281,13.46647,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5203.056,2.8054,-0.6882,4493.5747,0.5043,0.4048,0.2185,1.0,12.970999999999998,0.057,13.758,0.035,15.555999999999997,0.02,15.587,0.09,15.435,0.019,15.215,0.039,14.410999999999998,0.022,13.492,0.041,13.050999999999998,0.04,14.713000000000001,0.036,13.248000000000001,0.044,15.52,0.035,,,,,,,,,
6.165492,-72.049504,-157.401642,114.199914,4.846422,0.018606,-2.816983,0.024686,4689639644800976896,0.23031373842174516,0.019111075,4.853045180699171,0.018605756,-2.8055578143611393,0.024685705,0.05831169,0.015948966,-0.11038398,-0.12695822,0.23352943,-0.07922366,1.1182749,12.897994,13.499336,12.129094,-8.602726,1.3344847,1,6,1,14.338513,0.37613085,4250.0,1.5,-1.0,NOT_AVAILABLE,false,false,true,true,4963.842,2.2268,-0.1607,5921.68,0.7167,0.5581,0.2953,0.0,11.61,0.019,12.617,0.01,15.253,0.012,15.174,0.074,14.822999999999999,0.007,14.503,0.026,13.443999999999999,0.005,12.32,0.01,11.800999999999998,0.033,13.761,0.009,11.998000000000001,0.015,15.133,0.01,-7.375,1.472,0.0,1,,1.5,,12.9049,Gaia
6.115756,-72.038157,-102.281809,155.157998,4.695725,0.046901,-2.33432,0.049067,4689639674858450944,0.45438690008542415,0.041434757,4.6992906481597245,0.04690129,-2.3271337944424646,0.04906666,-0.17144951,-0.097689785,-0.15073417,-0.13445751,0.055616938,-0.1981394,2.9297285,13.128328,13.651896,12.363571,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5380.6704,1.881,-0.1324,12283.931,0.8807,0.7003,0.3732,1.0,11.844,0.017,12.802,0.009,15.038,0.015,15.044,0.068,14.799000000000001,0.013,14.535,0.024,13.544999999999998,0.007,12.52,0.01,12.027999999999999,0.033,13.881,0.009,12.221,0.016,14.946000000000002,0.011,-12.045,0.137,0.0,1,,0.0,,13.1311,APOGEE
6.138723,-72.032779,-127.816269,174.474455,5.175512,0.027415,-2.582178,0.021886,4689639674858464512,0.17070609518990398,0.020168265,5.1804378699806435,0.027415084,-2.572281287087708,0.021886053,-0.03456001,0.29978952,0.040618632,0.07680379,0.1659303,0.11507593,1.0508517,14.203456,14.696004,13.530356,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,4863.41,2.8019,-0.4921,3072.0476,0.1762,0.1395,0.0744,0.0,13.056,0.023,13.911000000000001,0.013,16.006,0.024,15.915,0.101,15.755,0.015,15.552,0.045,14.562999999999999,0.006,13.649000000000001,0.012,13.259,0.04,14.869,0.008,13.393,0.018,15.804000000000002,0.017,,,,,,,,,
6.11947,-72.044348,-106.369379,132.860749,5.114914,0.0253,-2.595472,0.029467,4689639674866939392,0.16222324789543585,0.025284579,5.1190382454893975,0.025299828,-2.587327531034631,0.029467002,-0.279414,-0.12759285,-0.17708957,-0.07986982,0.18763706,-0.1374417,1.1716933,14.297359,14.719426,13.581888,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5374.7896,3.0724,-0.2193,4034.6458,0.5642,0.4552,0.2437,1.0,13.162,0.026,13.988,0.015,15.57,0.03,15.658999999999999,0.089,15.558000000000002,0.028,15.361,0.037,14.611999999999998,0.013,13.722000000000001,0.016,13.32,0.034,14.969999999999999,0.018,13.474,0.019,15.595000000000002,0.027,,,,,,,,,
6.099279,-72.041793,-83.972863,142.094148,5.141159,0.034841,-2.359551,0.035109,4689639674876723968,0.1935370489397232,0.028122278,5.14411869133633,0.034840535,-2.353090122706409,0.03510914,-0.218408,-0.2070839,-0.058297247,-0.1103028,0.32207802,-0.28309134,1.1269385,14.90035,15.264702,14.166585,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5301.85,3.2911,-0.9675,2590.468,0.4829,0.3919,0.2133,1.0,13.777,0.029,14.64,0.018,16.362,0.03,16.634,0.182,16.227000000000004,0.021,16.325,0.083,15.29,0.016,14.356000000000002,0.018,13.966000000000001,0.039,15.508,0.018,14.096,0.02,16.176000000000002,0.026,,,,,,,,,
6.136058,-72.034547,-124.844879,168.112721,4.339078,0.088221,-1.999728,0.095697,4689639679160677504,0.39364874084861806,0.07889334,4.342803688440647,0.088220865,-1.9916234276811369,0.09569744,-0.030359298,-0.011474669,-0.13998629,-0.17351846,0.15586315,-0.14634296,2.5484452,15.385596,15.730838,14.679897,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,14.304,0.026,15.035,0.017,16.891,0.042,16.99,0.211,16.647,0.02,16.583000000000002,0.092,15.639,0.016,14.795000000000002,0.018,14.355,0.032,15.916999999999998,0.012,14.564,0.02,16.674,0.031,,,,,,,,,
6.142593,-72.035769,-132.093219,163.701941,4.259643,0.063673,-2.012618,0.070856,4689639679160681856,0.3253194306229228,0.0629718,4.263610732594105,0.06367299,-2.0041988164405176,0.070856124,-0.16924812,0.059065357,-0.17752348,-0.09473424,0.2882316,-0.066796556,1.3093262,16.151785,16.290997,15.295571,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,14.883000000000001,0.042,15.661000000000001,0.028,17.203999999999997,0.052,17.423,0.277,17.073999999999998,0.041,16.963,0.097,16.253,0.026,15.402000000000001,0.035,14.998000000000001,0.022,16.509999999999998,0.031,15.152000000000001,0.038,16.922,0.044,,,,,,,,,
6.120241,-72.034946,-107.279828,166.70831,4.748752,0.05522,-1.758688,0.052638,4689639679160687744,0.16834437632801677,0.045229718,4.751567778209425,0.055219572,-1.7510666574125604,0.05263818,-0.09147898,0.15922849,-0.020928241,0.007894733,0.17513399,-0.041385174,2.9564524,14.406424,14.805336,13.68349,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5520.7666,3.2315,-0.5797,3198.8643,0.6058,0.4927,0.2659,0.0,13.214,0.02,14.065999999999999,0.011,16.006,0.02,15.818999999999999,0.096,15.756000000000002,0.012,15.542000000000002,0.039,14.710999999999999,0.008,13.806999999999999,0.012,13.367,0.03,15.012999999999998,0.01,13.547,0.018,15.847000000000001,0.018,,,,,,,,,
6.107498,-72.037603,-93.117014,157.165377,5.005968,0.071266,-3.412634,0.058623,4689639679160699136,0.0968819498651598,0.05356236,5.010715910611025,0.07126606,-3.405659021022891,0.058622632,-0.19151749,0.04422059,-0.0078035477,0.019244123,0.14109084,-0.054366395,1.6533619,15.651108,15.796755,14.792682,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,14.461999999999998,0.053,15.146999999999998,0.035,16.569,0.034,16.869,0.208,16.552,0.025,16.54,0.079,15.707,0.028,14.95,0.038,14.66,0.069,16.012,0.031,14.698,0.041,16.442,0.026,,,,,,,,,
6.111639,-72.042554,-97.6887,139.333004,5.555595,0.066525,-2.171619,0.054505,4689639679160713344,0.09558385471735191,0.048654296,5.5587631676269025,0.066524744,-2.1634966509710383,0.05450466,-6.266424E-4,0.0014802291,-0.02593702,0.0041246745,0.12313431,-0.0333513,2.92127,14.642008,14.962091,13.8704815,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5610.493,3.384,-1.0329,2553.5105,0.6712,0.5488,0.2993,1.0,13.447999999999999,0.023,14.237000000000002,0.016,15.636,0.019,15.884999999999998,0.107,15.668999999999999,0.018,15.687000000000001,0.048,14.855999999999998,0.016,14.001000000000001,0.013,13.593,0.027,15.187999999999999,0.011,13.746000000000002,0.02,15.604,0.025,,,,,,,,,
6.154878,-72.038115,-145.71457,155.226551,5.234509,0.030593,-2.095494,0.034416,4689639709218215424,-0.022621085120536455,0.030448053,5.239063908481725,0.030593457,-2.0840801073881083,0.03441602,-0.037556563,-0.0769366,-0.0743659,-0.059231047,-0.0809556,0.009926872,1.2578361,14.913559,15.322011,14.219263,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5439.6465,2.797,-0.3394,8478.225,0.5288,0.4291,0.2303,1.0,13.761999999999999,0.021,14.579,0.013,16.18,0.026,16.345,0.133,16.177999999999997,0.026,16.059,0.053,15.229,0.011,14.353000000000002,0.014,13.975999999999999,0.039,15.497,0.012,14.077000000000002,0.02,16.054000000000002,0.026,,,,,,,,,
6.195505,-72.028199,-190.919697,190.809316,5.082886,0.053425,-3.199086,0.053646,4689639709218244736,0.2277902607372219,0.04535818,5.091995938228175,0.053424697,-3.1845661658241395,0.053646408,0.05272622,0.03222776,-0.09197828,-0.12348336,0.11867944,-0.0049623903,1.043318,16.36393,16.62774,15.62942,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5649.681,4.1921,-1.5969,2233.6948,0.4412,0.3648,0.1999,1.0,15.22,0.025,15.899000000000001,0.016,17.561999999999998,0.053,17.823,0.354,17.479,0.039,17.625,0.154,16.497,0.022,15.681999999999999,0.017,15.230999999999998,0.022,16.745,0.018,15.456,0.019,17.431,0.047,,,,,,,,,
6.197258,-72.018971,-192.962646,224.026569,5.416342,0.022683,-2.83354,0.018293,4689639709218245632,0.19926156247288715,0.015153961,5.424489489079903,0.02268312,-2.81791174202862,0.018293357,-0.2173446,0.299412,-0.17044644,-0.16212401,0.17547926,-0.25570118,1.0659772,13.38372,13.907912,12.626738,-21.407473,2.1366274,2,6,3,8.795663,,4750.0,2.5,-0.5,NOT_AVAILABLE,false,false,true,true,5116.387,2.656,-0.1325,4301.241,0.5963,0.4715,0.2503,1.0,12.11,0.024,13.006,0.018,15.084,0.022,15.111999999999998,0.065,14.837000000000002,0.02,14.61,0.025,13.7,0.019,12.73,0.021,12.229,0.031,14.035999999999998,0.024,12.457,0.023,15.0,0.022,,,,,,,,,
6.169103,-72.03166,-161.563038,178.429016,4.965832,0.036581,-1.819886,0.039628,4689639709226826368,0.13282091582468591,0.031221472,4.970214832468025,0.036580943,-1.8078841241929953,0.039627813,-0.09194142,-0.016259255,-0.14216825,-0.15041469,0.16688488,-0.13714392,1.0504655,15.591625,15.936188,14.901443,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,14.476999999999999,0.037,15.242,0.034,16.799,0.046,16.924,0.192,16.808,0.032,16.682000000000002,0.08,15.828,0.021,14.994,0.032,14.587,0.038,16.105,0.02,14.762,0.031,16.741,0.037,,,,,,,,,
6.188347,-72.026407,-182.986224,197.284654,5.095447,0.02103,-2.735557,0.020724,4689639709237131776,0.21947068879110884,0.017122032,5.102910484377402,0.021030104,-2.721609690430278,0.020723566,-0.08191839,0.08437437,-0.07731372,-0.08422128,0.1775468,-0.064734384,1.0122839,14.297342,14.76656,13.592802,-45.64217,16.348215,2,3,1,3.1826837,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,5273.617,3.2045,-0.5077,2683.306,0.5483,0.4399,0.2361,1.0,13.107000000000001,0.021,13.954,0.012,15.602,0.02,15.869,0.097,15.549000000000001,0.015,15.507000000000001,0.038,14.605999999999998,0.011,13.687000000000001,0.014,13.236999999999998,0.029,14.896999999999998,0.015,13.428,0.019,15.527000000000001,0.019,,,,,,,,,
6.155968,-72.027789,-147.006399,192.39951,4.452745,0.015696,-1.804095,0.016529,4689639713520390144,0.260450042424419,0.014822857,4.456699427630659,0.015695984,-1.7943049406730316,0.01652869,-0.11695515,0.01218797,-0.03267782,-0.0046817786,0.13555382,0.022811309,1.1633964,13.105539,13.68634,12.370366,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5037.756,2.6195,-0.1782,3700.4392,0.6603,0.5185,0.2752,1.0,11.856,0.019,12.83,0.011,15.131,0.012,15.143999999999998,0.068,14.854000000000001,0.009,14.605,0.026,13.602,0.006,12.544,0.013,12.041999999999998,0.036,13.922,0.01,12.233,0.018,15.015,0.01,,,,,,,,,
6.180522,-72.033281,-174.229545,172.562969,4.675186,0.04837,-3.07069,0.054956,4689639713520397312,0.045494966812034826,0.043672267,4.683170899853955,0.048369545,-3.058499630462089,0.054956228,0.026663499,-0.027100613,-0.16677439,-0.16768552,0.13054655,-0.044729143,1.52951,15.698204,16.017134,15.005272,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5589.3115,3.4417,-1.0954,4011.2334,0.4536,0.3736,0.2035,0.0,14.589999999999998,0.026,15.347000000000001,0.021,16.892,0.041,16.891,0.186,16.762,0.024,16.779,0.08,15.948999999999998,0.016,15.094000000000001,0.021,14.681000000000001,0.032,16.195999999999998,0.014,14.866,0.026,16.771,0.038,,,,,,,,,
6.170413,-72.032357,-163.0118,175.917393,5.452951,0.027735,-2.114959,0.029217,4689639713520398592,0.20859365512087086,0.024293458,5.458090959906862,0.027735077,-2.101661303678679,0.029216832,-0.1260029,-0.07543095,-0.11580541,-0.13777074,0.10676536,-0.14940296,0.9950451,14.93654,15.379691,14.284895,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5307.258,3.5264,-0.1601,2752.3503,0.3935,0.3186,0.1705,0.0,13.859,0.024,14.690000000000001,0.016,16.448,0.036,16.433,0.144,16.347,0.021,16.133,0.059,15.285999999999998,0.01,14.434999999999999,0.016,14.027000000000001,0.045,15.593999999999998,0.015,14.186,0.023,16.287,0.029,,,,,,,,,
6.152105,-72.033791,-142.669866,170.800889,5.250647,0.049809,-1.454799,0.059517,4689639713520410112,0.24440696510399312,0.05300235,5.253739523251933,0.04980891,-1.4435929598156083,0.05951719,-0.1315701,-0.07822621,-0.13499272,-0.09752708,0.1711927,-0.09593981,1.37443,15.544315,15.878538,14.815674,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5633.474,3.5945,-1.2156,2691.3328,0.5433,0.4472,0.2442,0.0,14.427000000000001,0.021,15.213000000000001,0.014,16.875999999999998,0.039,16.959,0.196,16.853,0.029,16.668,0.071,15.82,0.014,14.95,0.013,14.553999999999998,0.031,16.098,0.013,14.706,0.016,16.675,0.035,,,,,,,,,
6.23738,-72.047976,-237.18065,119.463722,5.320683,0.040473,-2.769934,0.04714,4689639743578007552,0.18355827876711178,0.03746055,5.3304833104200675,0.04047299,-2.751029789396009,0.047140494,-0.032899134,-0.117691524,-0.096583664,-0.13440417,0.24593878,-0.12534887,1.018519,16.006395,16.401815,15.383502,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5616.1323,3.9319,-0.5036,2393.6768,0.4618,0.3807,0.2061,0.0,14.966,0.024,15.745000000000001,0.018,17.455,0.069,17.384,0.241,17.221000000000004,0.032,17.185000000000002,0.105,16.309,0.019,15.517,0.022,15.062999999999999,0.036,16.622,0.018,15.254000000000001,0.024,17.220000000000002,0.045,,,,,,,,,
6.244067,-72.055486,-244.502051,92.403745,6.271882,0.026179,-2.135762,0.031193,4689639743578011776,0.11822781294024659,0.025065225,6.27966237176962,0.026178828,-2.112788097852249,0.031193348,-0.09955092,-0.1136413,-0.11122418,-0.13202168,0.16212916,-0.15870953,1.0608885,15.035033,15.461778,14.36716,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5528.4126,3.4835,-0.478,3010.9712,0.5238,0.4269,0.2298,0.0,13.92,0.025,14.735,0.013,16.491,0.028,16.451999999999998,0.121,16.362000000000002,0.017,16.193,0.052,15.357,0.008,14.477,0.013,14.053999999999998,0.037,15.640999999999998,0.01,14.241,0.023,16.316,0.02,,,,,,,,,
6.263714,-72.043377,-266.466164,135.913299,5.815538,0.073402,-1.67397,0.085672,4689639743578020224,-0.08695226529046486,0.06411652,5.82216976007831,0.07340169,-1.6507698488650404,0.08567225,0.054939065,0.044064704,-0.015592811,-0.013771428,0.126533,0.029602665,1.5707772,16.115705,16.495829,15.459058,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,15.057999999999998,0.031,15.817,0.016,17.325999999999997,0.049,17.483999999999998,0.232,17.354999999999997,0.038,17.197,0.097,16.387999999999998,0.011,15.577000000000002,0.016,15.23,0.047,16.689,0.013,15.338000000000001,0.027,17.156000000000002,0.042,,,,,,,,,
6.266112,-72.048029,-269.060843,119.152264,5.12622,0.084559,-2.427025,0.101866,4689639747880151424,0.05524484178376783,0.07722101,5.135954132136302,0.08455901,-2.4063632517744926,0.1018663,0.048610218,-0.014323565,-0.057434227,-0.05416296,0.012186827,-0.070088215,1.6492839,16.521288,16.80701,15.758655,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5424.679,3.7027,-0.5603,3858.6282,0.35,0.2868,0.1552,0.0,15.431,0.031,16.174,0.018,17.686,0.091,17.685,0.276,17.494999999999997,0.053,17.478,0.12,16.836,0.03,15.947,0.019,15.547,0.038,16.906,0.04,15.716000000000001,0.027,17.251,0.046,,,,,,,,,
6.232007,-72.048744,-231.209015,116.720621,5.460293,0.018902,-1.684751,0.023289,4689639747880165376,0.20812372417509079,0.017050589,5.466092365000951,0.018901587,-1.6658453013112895,0.02328893,-0.12320409,-0.10854661,-0.10563212,-0.11454341,0.10724592,-0.1966018,0.93650275,14.269364,14.743954,13.591887,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,4860.9814,2.4571,-0.6715,5442.1465,0.1546,0.1227,0.0656,0.0,13.110999999999999,0.021,13.955000000000002,0.011,15.738999999999997,0.023,15.716999999999999,0.086,15.572000000000001,0.021,15.406000000000002,0.036,14.572,0.009,13.693999999999999,0.013,13.254000000000001,0.034,14.905999999999999,0.008,13.438000000000002,0.018,15.509,0.023,,,,,,,,,
6.216903,-72.052247,-214.410622,104.167323,5.551473,0.022704,-2.236936,0.027527,4689639747880182784,0.20599914433466507,0.019932766,5.558626538252061,0.022703769,-2.2191063624290788,0.027526578,-0.10063207,-0.07721703,-0.14572586,-0.18538882,0.22407529,-0.2568645,1.2022945,14.225399,14.677031,13.524616,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5388.3765,2.2862,-0.4854,11869.199,0.597,0.4811,0.2581,1.0,13.054,0.019,13.879000000000001,0.01,15.503999999999998,0.019,15.77,0.091,15.496,0.015,15.424,0.038,14.536999999999999,0.01,13.635000000000002,0.012,13.232,0.033,14.832,0.011,13.378,0.018,15.405000000000001,0.02,-17.686,0.611,0.0,1,,0.0,,14.2325,APOGEE
6.30811,-72.03434,-315.893036,168.228249,5.084721,0.052902,-2.12877,0.053235,4689639782239834368,0.32439893096099753,0.047143765,5.0947247390549695,0.05290249,-2.10472511412765,0.053235218,0.09630694,-0.014105575,0.007029016,0.02448263,0.09109633,0.17144266,1.0128815,16.615839,16.984623,15.979984,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5024.9097,4.3331,-1.4913,1706.897,0.0145,0.0117,0.0064,1.0,15.545,0.028,16.262,0.023,17.509999999999998,0.056,17.695999999999998,0.266,17.616,0.053,17.564,0.103,16.863,0.033,16.117,0.024,15.643999999999998,0.032,17.163999999999998,0.016,15.791,0.028,17.313000000000002,0.056,,,,,,,,,
6.29646,-72.044805,-302.786238,130.616948,5.552356,0.04505,-1.429701,0.049717,4689639782239867392,0.1304402775086049,0.041955233,5.558781131047729,0.045049887,-1.4045293948064776,0.049716704,0.04247638,-0.16291735,-0.07182298,-0.06405282,0.0458596,0.03337694,1.4117521,15.731566,16.032,15.011915,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,14.498,0.025,15.260000000000002,0.016,16.573999999999998,0.026,16.823,0.167,16.634,0.018,16.644000000000002,0.062,15.881999999999998,0.016,15.035,0.018,14.556000000000001,0.018,16.122999999999998,0.015,14.786999999999999,0.024,16.526,0.022,,,,,,,,,
6.279796,-72.043304,-284.315965,136.10163,5.532698,0.046319,-1.9173,0.048231,4689639782239868672,0.2576539082934387,0.037743762,5.5408083449975605,0.046318572,-1.893746217783382,0.048231233,0.018325761,0.0040443116,0.002720389,-0.027296977,0.2489232,-0.03295505,1.3041327,15.594956,15.791713,14.785809,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5598.1,3.5773,-1.3728,2585.9524,0.5838,0.4808,0.2641,1.0,14.37,0.035,15.035,0.02,16.305,0.029,16.416,0.13,16.381999999999998,0.024,16.271,0.056,15.608999999999998,0.02,14.797999999999998,0.023,14.358999999999998,0.018,15.875,0.022,14.562000000000001,0.027,16.136,0.024,,,,,,,,,
6.274561,-72.046455,-278.458911,124.783425,5.840718,0.118465,-2.608237,0.133818,4689639782239881600,0.3735124430721207,0.10817564,5.851539581270276,0.1184646,-2.5838755851165924,0.13381837,0.048529353,-0.11075854,-0.12338743,-0.19475693,0.23300727,-0.09947502,2.61884,16.639471,16.720009,15.758472,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,15.322999999999999,0.043,16.089,0.027,17.252,0.045,17.43,0.225,17.354,0.043,17.355,0.101,16.591,0.029,15.834,0.029,15.399000000000001,0.031,16.86,0.024,15.618000000000002,0.038,17.080000000000002,0.036,,,,,,,,,
6.255665,-72.037746,-257.610932,156.218882,4.742625,0.015349,-2.892036,0.01784,4689639812297493376,0.1948198672209312,0.015026876,4.753734579935947,0.015348634,-2.8737396138008604,0.017839776,-0.105799705,-0.069772415,-0.023202848,-0.09101863,0.0979039,-0.11066444,0.98547834,13.583445,14.134928,12.870778,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,12.353,0.018,13.291,0.011,15.296,0.012,15.428999999999998,0.071,15.144,0.008,14.954,0.028,14.015,0.007,13.013000000000002,0.011,12.523,0.031,14.323,0.01,12.716000000000001,0.018,15.272000000000002,0.01,,,,,,,,,
6.238524,-72.039054,-238.56429,151.579354,5.221754,0.058451,-2.291643,0.057162,4689639816599608960,0.3657475233897311,0.04705428,5.229900908364126,0.05845056,-2.2729939283504903,0.057161827,-0.034971945,0.0992658,-0.14138271,-0.16740564,0.18807222,-0.09089506,3.9441593,13.450196,13.938179,12.702874,-13.198011,3.930861,2,2,2,3.9425375,,4750.0,2.0,-0.75,NOT_AVAILABLE,false,false,true,true,5475.1187,2.812,-0.2765,3757.6812,0.7967,0.6376,0.3411,1.0,12.187999999999999,0.018,13.11,0.01,15.102999999999998,0.016,15.125999999999998,0.064,14.959999999999999,0.011,14.706,0.027,13.802,0.006,12.829999999999998,0.01,12.366,0.031,14.114999999999998,0.01,12.547999999999998,0.017,14.947,0.017,,,,,,,,,
6.22373,-72.045904,-222.059913,126.977619,5.070254,0.068382,-1.883427,0.076903,4689639816599630080,0.35585446645932334,0.061620425,5.0764861210649705,0.06838233,-1.8665681199271718,0.07690293,-0.08502573,0.02710983,-0.132238,-0.15226927,0.21764077,-0.12621303,1.2038965,16.599745,16.727852,15.772422,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5400.148,4.7007,-1.9736,1013.9644,0.3069,0.2521,0.1383,1.0,15.578999999999999,0.041,16.080000000000002,0.037,17.352999999999998,0.057,17.569,0.273,17.32,0.038,17.376,0.128,16.662,0.037,15.818999999999999,0.039,15.393,0.036,16.857,0.035,15.621000000000002,0.046,17.058,0.037,,,,,,,,,
6.233383,-72.037566,-232.876585,156.956592,6.016101,0.064147,-2.243754,0.072909,4689639816602700160,-0.1545184308652523,0.059992455,6.023882541638492,0.064146906,-2.222784345279101,0.07290871,-0.09509009,-0.08268681,-0.106659226,-0.09722077,0.13392882,-0.028398734,1.2006488,16.44745,16.685377,15.6841755,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,6004.6826,4.2429,-1.4936,2170.4607,0.6854,0.5735,0.3158,0.0,15.287999999999998,0.022,16.017,0.015,17.537,0.058,17.485,0.255,17.499000000000002,0.037,17.421,0.108,16.668,0.019,15.792000000000002,0.019,15.311,0.022,16.836,0.021,15.486,0.019,17.257,0.056,,,,,,,,,
6.272645,-72.028688,-276.597261,188.752014,4.786493,0.025215,-2.131979,0.025798,4689639846657238912,0.2287524231397798,0.02315389,4.795270478302453,0.025214773,-2.11216806960026,0.02579803,0.08600577,-0.13550772,-0.030308006,-0.0122913215,0.05051261,0.18767728,1.9755608,13.115085,13.663407,12.367581,-19.637407,6.122897,1,3,2,8.48991,0.010245919,4750.0,2.5,-0.5,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,11.834999999999999,0.015,12.784,0.012,14.983999999999998,0.02,14.975999999999999,0.061,14.746,0.015,14.439,0.023,13.521999999999998,0.009,12.503,0.013,12.012999999999998,0.03,13.840999999999998,0.011,12.212,0.016,14.831,0.018,-20.748,0.144,0.0,1,,0.0,,13.1151,APOGEE
6.283819,-72.031572,-288.963809,178.317134,4.602468,0.031843,-2.831395,0.032473,4689639846670439552,0.16394050798437268,0.029544266,4.614660455196214,0.03184305,-2.8114823556415294,0.032472707,0.051061664,-0.08577718,-0.05603002,-0.009922413,0.083164886,0.1563024,1.0651126,15.624391,16.044811,14.970826,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5396.177,3.6456,-0.7666,2573.8713,0.3938,0.3208,0.1733,1.0,14.546999999999999,0.024,15.311,0.014,16.676,0.035,16.930999999999997,0.162,16.768,0.024,16.633,0.067,15.971,0.013,15.061,0.015,14.631999999999998,0.032,16.174,0.01,14.830000000000002,0.023,16.685000000000002,0.028,,,,,,,,,
6.369496,-72.022224,-384.306379,211.491374,5.097727,0.014762,-2.300679,0.014171,4689639885318980224,0.18898957394871213,0.013391436,5.110861871123592,0.014762,-2.2713622181148603,0.0141711235,-0.020367732,-0.0444277,1.2395789E-4,0.026788311,0.08360617,0.13709602,0.99691725,13.579004,14.12464,12.886466,-16.009256,2.1615844,2,15,10,10.68901,,4750.0,2.5,-0.5,NOT_AVAILABLE,false,false,false,true,5421.8296,2.3119,0.0164,9018.566,0.6569,0.5222,0.2756,0.0,12.4,0.02,13.299,0.011,15.386,0.013,15.340999999999998,0.067,15.165000000000001,0.009,14.89,0.028,13.989,0.006,13.024999999999999,0.011,12.547999999999998,0.033,14.311,0.01,12.742,0.021,15.214000000000002,0.01,-17.867,0.168,0.152,2,,0.0,,13.5923,APOGEE;Gaia
