# ra,dec,X,Y,Vx,e_Vx,Vy,e_Vy,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_pmra_corr,ra_pmdec_corr,dec_pmra_corr,dec_pmdec_corr,pmra_pmdec_corr,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_expected_sig_to_noise,rv_chisq_pvalue,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,RVcormerg,e_RVcormerg,s_RVcormerg,N,flagXM,flagRV,flagBinary,Gmag,Survey
6.177249,-72.0983,-169.998127,-61.498456,5.562018,0.02776,-2.146274,0.033782,4689627339712418304,0.09989248033827156,0.025585853,5.5674777687863255,0.027759898,-2.1320776498466962,0.033781987,0.002870513,-0.306298,-0.03387916,-0.053711746,0.16031395,-0.059527043,1.0444082,15.332375,15.668725,14.598043,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5383.9146,3.4437,-0.9571,2739.8933,0.4503,0.3664,0.1988,0.0,14.223,0.027,14.992999999999999,0.021,16.849,0.042,16.915,0.224,16.668999999999997,0.024,16.747,0.104,15.620000000000001,0.015,14.728000000000002,0.02,14.335999999999999,0.031,15.896999999999998,0.016,14.525000000000002,0.025,16.593,0.029,,,,,,,,,
6.188378,-72.094647,-182.348615,-48.378764,4.994318,0.021953,-2.403146,0.02917,4689627339712427136,0.18664032746032885,0.020749947,5.000876384230961,0.02195292,-2.389472344504902,0.029169694,0.030959118,-0.27982357,-0.061147336,-0.06908773,0.051928584,-0.027764764,1.260035,14.409819,14.800865,13.629556,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5291.461,3.1101,-0.919,2931.5225,0.5051,0.408,0.2211,1.0,13.232999999999999,0.023,14.053,0.016,15.524999999999999,0.04,15.893999999999998,0.104,15.372000000000002,0.043,15.377000000000002,0.058,14.695,0.015,13.806999999999999,0.017,13.341000000000001,0.032,14.995999999999999,0.014,13.559000000000001,0.022,15.375,0.032,,,,,,,,,
6.202453,-72.099594,-197.87409,-66.230549,5.11588,0.014483,-2.514323,0.01568,4689627339712436352,0.17163134776565772,0.012979968,5.123327080214891,0.014483094,-2.4991189910405245,0.015679512,-0.03545428,-0.30014825,-0.1685584,-0.12301936,0.25283563,-0.007236354,1.1594163,13.340831,13.879036,12.617248,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5187.6973,2.4202,-0.1017,6233.4917,0.6658,0.5271,0.2798,1.0,12.12,0.017,13.028,0.01,15.148,0.019,15.148,0.064,14.942000000000002,0.012,14.692,0.026,13.733,0.009,12.751999999999999,0.012,12.283000000000001,0.03,14.073999999999998,0.008,12.466999999999999,0.018,15.007000000000001,0.019,,,,,,,,,
6.205927,-72.0985,-201.730389,-62.303719,4.834175,0.014308,-2.43795,0.019027,4689627339712438528,0.18908143300216645,0.012575489,4.841536147906588,0.014308089,-2.423304040118501,0.019026866,-0.14995062,-0.37995318,0.06773745,0.020952314,0.025357751,-0.24618314,1.0020825,13.341483,13.883192,12.599245,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,12.081999999999999,0.014,13.013,0.01,15.123999999999999,0.022,15.213999999999999,0.069,14.935,0.02,14.722999999999999,0.028,13.732,0.009,12.733,0.012,12.259,0.026,14.064999999999998,0.011,12.453,0.018,14.990000000000002,0.022,,,,,,,,,
6.217886,-72.096138,-214.990832,-53.843687,6.14018,0.120397,-1.949725,0.124479,4689627339712445824,-0.14871555312291412,0.09920715,6.14644168268753,0.12039699,-1.929906543369996,0.1244787,0.09659008,-0.33787525,-0.0037300184,-0.059098344,0.13153201,0.0532392,6.594639,14.273244,14.5908165,13.435791,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5536.3457,3.4577,-0.869,1781.8717,0.7957,0.6471,0.3532,1.0,12.953999999999999,0.024,13.783000000000001,0.014,15.436,0.016,15.625,0.082,15.432,0.015,15.321000000000002,0.037,14.434000000000001,0.012,13.509,0.016,13.079,0.023,14.727,0.014,13.27,0.018,15.339000000000002,0.016,,,,,,,,,
6.199561,-72.103389,-194.634461,-79.884484,5.77425,0.029409,-2.517009,0.031487,4689627339728366464,0.2734648976334034,0.025391806,5.781582899033229,0.029408876,-2.5001274131574966,0.03148708,0.016505625,-0.2929717,-0.10758171,-0.08840225,0.062916346,-0.00981104,1.2809756,14.868403,15.197589,14.10875,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5397.0806,3.4019,-1.0899,2211.698,0.5401,0.4401,0.2404,1.0,13.645999999999999,0.025,14.443999999999999,0.015,15.953,0.021,16.037,0.102,15.904000000000002,0.019,15.818000000000001,0.043,15.032,0.017,14.196000000000002,0.019,13.783000000000001,0.026,15.354,0.02,14.054000000000002,0.033,15.809000000000001,0.02,,,,,,,,,
6.205204,-72.09406,-200.978624,-46.319327,5.377943,0.022079,-2.961532,0.027137,4689627339728373888,0.19645845300859927,0.019387692,5.386852105056565,0.02207856,-2.945301856154973,0.027136581,-0.07535526,-0.31359264,-0.018339323,-0.052187316,0.16706286,-0.1619957,1.0593641,14.60597,15.040729,13.922543,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5536.923,3.015,-0.367,5229.479,0.5693,0.4622,0.248,0.0,13.49,0.02,14.318000000000001,0.013,16.22,0.027,16.084,0.101,16.009,0.017,15.734000000000002,0.044,14.948999999999998,0.011,14.049,0.012,13.61,0.028,15.235,0.013,13.811,0.021,15.909000000000002,0.022,,,,,,,,,
6.218543,-72.095024,-215.731293,-49.834127,5.859962,0.058118,-2.087149,0.069166,4689627339728867968,-0.051685030986702185,0.050290745,5.866690989885539,0.05811799,-2.068169706757093,0.069166005,0.13087699,-0.37541837,-2.4064556E-4,-0.10062768,0.029824592,0.018947123,1.418458,15.877874,16.048836,15.033957,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,14.693,0.035,15.425999999999998,0.029,16.898999999999997,0.039,16.939,0.194,16.866,0.031,16.747,0.093,15.948999999999998,0.023,15.181999999999999,0.032,14.739,0.032,16.288999999999998,0.028,14.957,0.031,16.579,0.032,,,,,,,,,
6.187235,-72.100696,-181.024437,-70.153271,5.330438,0.046147,-2.156164,0.052072,4689627339729389440,0.09944874473182694,0.041667458,5.336279609983755,0.046147034,-2.141673660060829,0.052072115,0.047929145,-0.30981767,-0.057359185,-0.07109327,0.18229678,-0.020308873,2.4154332,14.404637,14.741056,13.623682,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5565.8936,3.4811,-0.7833,1946.2576,0.6935,0.5666,0.3088,0.0,13.167,0.017,13.988,0.01,15.814999999999998,0.019,15.780999999999999,0.099,15.668000000000001,0.013,15.447,0.043,14.611999999999998,0.007,13.732,0.01,13.311,0.026,14.919999999999998,0.008,13.489,0.017,15.495000000000001,0.011,,,,,,,,,
6.21041,-72.090814,-206.776655,-34.649575,5.197335,0.071471,-2.642901,0.08381,4689627344002287744,-0.05131011425976241,0.06434169,5.205511095575118,0.071471035,-2.626766668069386,0.08380988,0.24579722,-0.40591255,-0.108106084,-0.15180306,0.13285992,0.11074762,2.4090722,15.285897,15.552128,14.48631,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5585.7227,3.6335,-1.1999,2069.3276,0.6029,0.4958,0.2717,1.0,13.909,0.033,14.722999999999999,0.027,16.313,0.026,16.678,0.174,16.348,0.021,16.371000000000002,0.074,15.335,0.026,14.472999999999999,0.029,13.979,0.024,15.654,0.025,14.215,0.024,16.172,0.021,,,,,,,,,
6.217048,-72.089148,-214.144329,-28.677685,5.613938,0.02455,-1.795334,0.02613,4689627344012479232,0.16575555516481855,0.021572495,5.61967927857676,0.02454987,-1.7772917813443383,0.026130414,0.09769255,-0.15559353,0.11186911,0.012583343,0.27708113,0.024177052,1.1123182,14.428442,14.864675,13.734072,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5453.517,3.0078,-0.2221,4926.7866,0.5845,0.4732,0.2536,0.0,13.286,0.019,14.123000000000001,0.011,16.044,0.019,15.902999999999999,0.102,15.804,0.014,15.55,0.04,14.724999999999998,0.008,13.86,0.012,13.411999999999999,0.027,15.027999999999999,0.008,13.609000000000002,0.021,15.821000000000002,0.017,,,,,,,,,
6.192565,-72.093557,-186.993779,-44.466778,5.691178,0.028934,-2.254963,0.027223,4689627344012488704,0.10852021250144345,0.024324032,5.697484276281004,0.028934192,-2.238987051513581,0.027222821,0.055130597,-0.28489432,0.0112084905,-0.056678608,0.12407666,-0.0743456,2.1067426,13.445182,13.945209,12.697824,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,12.182,0.019,13.108,0.01,15.325999999999997,0.013,15.239999999999998,0.073,15.020000000000001,0.008,14.77,0.03,13.818999999999999,0.008,12.828,0.012,12.355999999999998,0.028,14.134999999999998,0.01,12.530999999999999,0.019,15.133,0.011,,,,,,,,,
6.213871,-72.099102,-210.514402,-64.49951,5.826834,0.019451,-2.02512,0.027283,4689627344012494464,0.1709670406373791,0.0188238,5.833206185662984,0.01945052,-2.0067010383967028,0.027282815,-0.082047895,-0.29565382,-0.01736902,-0.018466659,-0.015287532,-0.11302986,1.5521903,13.281469,13.816139,12.536271,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5066.6006,2.8877,-0.137,2661.9214,0.6102,0.481,0.2555,1.0,12.027,0.016,12.954,0.009,15.192,0.015,15.169,0.065,14.956999999999999,0.01,14.646,0.026,13.686,0.006,12.671,0.01,12.198,0.03,14.003999999999998,0.009,12.387999999999998,0.017,15.013000000000002,0.013,,,,,,,,,
6.204465,-72.10066,-200.089084,-70.077206,4.705728,0.036098,-1.979761,0.038096,4689627344012501632,0.18955196309232503,0.02902841,4.711654943859881,0.03609774,-1.9656205782143943,0.03809586,0.021859497,-0.3908616,-0.061195858,-0.08916596,0.21110682,-0.044044666,1.1306444,15.392167,15.787656,14.725983,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5453.296,3.473,-0.4,3660.3357,0.4614,0.3768,0.2032,0.0,14.238999999999999,0.018,15.062999999999999,0.031,17.022,0.045,16.907,0.183,16.822000000000003,0.034,16.693,0.095,15.64,0.019,14.815999999999999,0.031,14.320999999999998,0.03,15.979,0.015,14.517,0.022,16.814,0.036,,,,,,,,,
6.180682,-72.10164,-173.765534,-73.530366,5.83937,0.049003,-2.491432,0.05278,4689627344012508672,0.24377860417905955,0.0441986,5.845851467313293,0.04900265,-2.476193161815961,0.052779615,0.04278261,-0.3689093,-0.19525385,-0.14907768,0.1248898,0.023085214,1.3553171,15.912962,16.099092,15.086701,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,14.700000000000001,0.023,15.472000000000001,0.013,17.342,0.079,17.297,0.26,16.976,0.038,17.049,0.11,16.075,0.015,15.276,0.016,14.79,0.017,16.365,0.014,14.977,0.019,16.762,0.046,,,,,,,,,
6.191139,-72.103942,-185.311639,-81.849487,4.786975,0.029385,-2.189262,0.034677,4689627344012512256,0.19056321288989264,0.026876003,4.79304899108957,0.029385349,-2.1759369317749995,0.034677032,-0.08630687,-0.28034863,-0.048071504,-0.023188079,0.1662258,-0.05416745,0.9766879,15.474559,15.86086,14.812053,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5367.15,3.5536,-0.4596,3258.8572,0.365,0.2978,0.1606,0.0,14.431,0.026,15.285,0.026,17.096999999999998,0.054,17.002,0.204,16.840000000000003,0.034,16.639,0.088,15.841999999999999,0.018,14.966999999999999,0.019,14.558,0.038,16.104,0.018,14.735,0.027,16.85,0.041,,,,,,,,,
6.0121,-72.129776,12.732116,-174.59551,5.229609,0.031856,-2.887461,0.031501,4689627374071834624,0.13539581296863448,0.032961514,5.229056136156307,0.031856418,-2.888463311827398,0.031500693,-0.04833356,-0.1643585,0.022747427,0.10816174,0.24919607,0.015850352,1.0435897,15.366426,15.6913595,14.657014,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5539.495,3.4779,-0.8812,3228.1223,0.4746,0.389,0.2109,0.0,14.264000000000001,0.023,15.067,0.017,16.706999999999997,0.053,16.706,0.175,16.533,0.035,16.427,0.067,15.646,0.016,14.802,0.021,14.355999999999998,0.03,15.954,0.021,14.576,0.03,16.369,0.033,,,,,,,,,
6.055416,-72.122912,-35.132647,-149.890969,5.240009,0.02563,-2.499081,0.020868,4689627374071849728,0.2491236840489836,0.02181953,5.241328141054003,0.025629906,-2.496314609958722,0.020868413,0.031247405,-0.054696284,0.064448975,0.10843503,0.14218944,0.09172128,1.7353232,13.508482,13.985042,12.760212,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5728.99,2.4868,-0.4491,6174.7363,0.999,0.8098,0.4377,0.0,12.279,0.018,13.176,0.01,15.354,0.017,15.308999999999997,0.079,15.078999999999999,0.011,14.772000000000002,0.03,13.884999999999998,0.011,12.902999999999999,0.012,12.433,0.033,14.183,0.013,12.625,0.019,15.199000000000002,0.017,,,,,,,,,
6.024954,-72.119719,-1.468542,-138.387233,5.294819,0.106008,-2.878094,0.067548,4689627374099983488,0.26843754709618406,0.06449882,5.29488205216777,0.10600757,-2.8779780108798776,0.067548394,-0.2943652,0.01843226,-0.17027587,-0.21411131,0.3675938,-0.37635973,3.7746859,13.839537,14.241965,13.049353,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5686.5825,3.5705,-0.0981,1538.6581,0.8892,0.7226,0.3894,0.0,12.592,0.021,13.492999999999999,0.013,15.637,0.02,15.602,0.096,15.302999999999999,0.017,15.065000000000001,0.036,14.184000000000001,0.01,13.229,0.014,12.729,0.03,14.498999999999999,0.013,12.947,0.024,15.359000000000002,0.021,,,,,,,,,
6.049185,-72.115558,-28.258172,-123.414659,5.877252,0.122287,-3.513728,0.112216,4689627378362251520,0.5982943162462505,0.10414943,5.878743323845122,0.12228682,-3.511233807513917,0.112215996,-0.1971703,0.020856725,-0.13381188,0.053734824,-0.18955053,-0.3448221,2.8465168,15.251061,15.334069,14.29851,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,14.017999999999999,0.051,14.675,0.031,16.180999999999997,0.034,16.25,0.158,16.125,0.027,16.143,0.079,15.306000000000001,0.026,14.416,0.035,14.015999999999998,0.031,15.530999999999999,0.033,14.295000000000002,0.034,16.098,0.033,,,,,,,,,
6.05715,-72.122259,-37.04998,-147.540992,5.408674,0.062602,-1.924234,0.065794,4689627378362297088,0.2578285158501173,0.060744893,5.409745074870988,0.06260175,-1.92122326147752,0.065793894,0.022553299,-0.08903742,0.051216915,0.09182502,-0.21251115,0.022246992,3.5070837,14.196436,14.558495,13.418449,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5501.2617,2.9935,-0.6697,3984.4663,0.6879,0.5576,0.3016,0.0,12.953000000000001,0.031,13.797,0.022,15.741,0.021,15.657999999999998,0.095,15.581000000000001,0.014,15.402000000000001,0.042,14.465,0.013,13.543,0.025,13.094999999999999,0.028,14.741,0.016,13.277000000000001,0.027,15.526,0.017,,,,,,,,,
6.038493,-72.116333,-16.436218,-126.202106,5.172696,0.059034,-3.542785,0.046344,4689627378372350976,0.31060750440704044,0.05181226,5.173570894843243,0.05903423,-3.5415082444458057,0.046344146,-0.17835212,-0.36873293,0.23932506,0.26066327,-0.060202315,-0.08352958,1.6573498,15.094641,15.253363,14.208723,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,13.905,0.025,14.675999999999998,0.015,16.345,0.039,16.381999999999998,0.158,16.204,0.023,16.212,0.073,15.274000000000001,0.014,14.440000000000001,0.017,13.995999999999999,0.028,15.599999999999998,0.018,14.201,0.024,16.109,0.031,,,,,,,,,
6.029645,-72.119005,-6.654429,-135.816605,4.723198,0.05592,-2.687303,0.040289,4689627378372369280,0.2649763131402286,0.05389227,4.723467067715808,0.0559196,-2.6868309201169676,0.04028948,-0.18512546,0.24584469,-0.003135289,0.052231625,0.123785056,0.114895314,1.5265206,14.870497,15.209369,14.126894,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5438.736,3.5705,-0.8892,1890.3312,0.5242,0.4282,0.2333,0.0,13.723999999999998,0.025,14.553,0.015,16.781,0.048,16.747999999999998,0.221,16.238999999999997,0.019,16.259,0.077,15.210999999999999,0.018,14.338999999999999,0.019,13.852,0.027,15.465,0.016,14.061,0.024,16.150000000000002,0.028,,,,,,,,,
6.034655,-72.1256,-12.187924,-159.560366,5.68769,0.036723,-2.723321,0.031911,4689627378372391040,0.15072072830563404,0.03368164,5.688188674358079,0.0367235,-2.722279964100926,0.031910658,-0.03270016,-0.06977654,-0.011492604,0.05779329,0.071299575,0.0863092,1.9965273,13.989325,14.422416,13.24003,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5126.858,2.8213,-0.7543,3356.5986,0.4828,0.3853,0.2072,1.0,12.772,0.021,13.644000000000002,0.014,15.279,0.021,15.479,0.085,15.248,0.02,15.170000000000002,0.035,14.280000000000001,0.015,13.361999999999998,0.015,12.977,0.031,14.661999999999999,0.015,13.11,0.022,15.201,0.02,,,,,,,,,
6.063604,-72.115274,-44.199796,-122.399884,6.039653,0.042823,-2.174874,0.042466,4689627408431591424,0.3793495927759328,0.042203877,6.0410956523732295,0.042822525,-2.17086411040346,0.0424657,-0.117926866,-0.19801617,0.04021421,0.09413987,-0.16263403,-0.09239872,1.5159354,15.027847,15.271541,14.223615,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,13.92,0.027,14.702000000000002,0.018,16.171,0.043,16.243,0.146,16.335,0.03,16.096,0.068,15.274000000000001,0.015,14.466000000000001,0.021,14.07,0.039,15.568999999999999,0.02,14.183,0.026,15.975999999999999,0.04,,,,,,,,,
6.07603,-72.107042,-57.962983,-92.776553,4.68362,0.116775,-1.696673,0.120381,4689627408431596672,-0.00941121312300204,0.117206454,4.68509504568339,0.11677467,-1.692596198400273,0.12038105,-0.0077110375,0.21756887,-0.26216504,0.042214375,0.13913858,-0.17264788,2.829602,14.848099,15.138811,14.057865,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5380.679,4.2105,-1.3151,937.8572,0.4895,0.3992,0.2182,0.0,13.764000000000001,0.03,14.428,0.023,16.616999999999997,0.034,16.5,0.184,16.243000000000002,0.022,16.219,0.078,15.155000000000001,0.019,14.212,0.022,13.852,0.036,15.538999999999998,0.022,14.078,0.026,16.422,0.041,,,,,,,,,
6.080081,-72.108041,-62.440413,-96.376949,6.080803,0.031403,-2.353872,0.0246,4689627408431597952,0.2461201480270932,0.023953013,6.083007484196681,0.03140271,-2.3481703468615134,0.024599915,0.103168726,0.18739028,0.120421216,0.24642204,0.4470831,0.30141997,1.2484034,12.96855,13.52657,12.197861,-23.053717,1.8023398,1,5,0,17.803068,0.06265825,4500.0,1.0,-0.75,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,11.689,0.017,12.659,0.009,15.293,0.014,15.143,0.07,14.834000000000001,0.01,14.496000000000002,0.026,13.506,0.008,12.370000000000001,0.01,11.873999999999999,0.03,13.736999999999998,0.01,12.076,0.017,15.077000000000002,0.013,,,,,,,,,
6.09709,-72.108305,-81.250999,-97.346207,5.246054,0.0382,-2.364226,0.048042,4689627408431604096,0.30445507103663194,0.046089254,5.2489353345911685,0.03819991,-2.357824459041561,0.04804203,-0.2509581,-0.10399331,-0.13722669,-0.1975297,0.038057726,-0.20812224,1.2693549,14.941585,15.248831,14.172719,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5467.1533,3.4214,-1.3437,2272.428,0.5075,0.4147,0.2266,0.0,13.754,0.025,14.614,0.019,16.34,0.034,16.362,0.165,16.258000000000003,0.023,16.171,0.074,15.244,0.017,14.356000000000002,0.018,13.887999999999998,0.024,15.474,0.02,14.129000000000001,0.022,16.14,0.033,,,,,,,,,
6.104529,-72.105685,-89.49157,-87.92471,6.144093,0.05042,-1.921283,0.037708,4689627408431607936,0.166499804692031,0.03628534,6.146669776402265,0.050420143,-1.9130261178838817,0.03770805,0.045085695,0.055178378,-0.1903182,-0.18586276,0.24817215,-0.001055369,1.7069807,14.27631,14.615826,13.4968405,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5388.1787,3.3246,-1.1538,1779.1006,0.5931,0.4824,0.2637,0.0,13.040999999999999,0.021,13.946000000000002,0.014,15.924,0.024,15.875,0.128,15.713,0.018,15.582,0.058,14.567999999999998,0.011,13.672999999999998,0.016,13.209,0.033,14.858,0.012,13.375,0.023,15.732,0.021,,,,,,,,,
6.101786,-72.112662,-86.424526,-113.040682,4.994823,0.02682,-3.120918,0.022903,4689627408448094976,0.1776194911447923,0.022087282,4.998871206342896,0.026819762,-3.1144328891080635,0.02290336,0.040838547,-0.12726417,-0.08923398,-0.051984396,0.17157792,0.10249746,1.1446148,14.402488,14.810437,13.672861,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5244.901,3.3202,-0.3811,2510.2603,0.4717,0.3797,0.204,1.0,13.237,0.028,14.071000000000002,0.017,15.724,0.026,15.808,0.112,15.662,0.021,15.553,0.049,14.687000000000001,0.014,13.847999999999999,0.015,13.393999999999998,0.033,15.011,0.016,13.551000000000002,0.019,15.604,0.027,,,,,,,,,
6.111835,-72.103168,-97.586679,-78.875213,4.895667,0.017584,-2.350587,0.01792,4689627412721853440,0.1796905186162343,0.016533004,4.899106396187088,0.01758428,-2.343413172822463,0.017920347,-0.08185415,-0.3886317,-0.40695986,-0.39385813,0.35523474,-0.09480854,1.1527181,13.41853,13.939832,12.682048,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,12.209,0.018,13.132,0.011,15.521999999999998,0.024,15.407,0.086,15.107999999999999,0.015,14.837,0.032,13.873000000000001,0.01,12.856000000000002,0.012,12.361999999999998,0.027,14.175,0.015,12.559999999999999,0.019,15.228000000000002,0.022,,,,,,,,,
6.038195,-72.108465,-16.113997,-97.877615,5.601721,0.075958,-2.76252,0.051628,4689627442791321344,-0.05176393675992974,0.06121977,5.602388919804602,0.07595763,-2.7611648619384437,0.051628392,-0.22454913,-0.41457295,0.06164577,0.15962796,-0.020352239,-0.3388562,3.1883335,12.84276,13.388717,12.047966,-9.831725,3.3745077,1,4,2,20.910519,0.19028167,7750.0,5.0,-1.0,NOT_AVAILABLE,false,false,false,true,4587.215,1.1773,-1.7162,10271.906,0.2344,0.1805,0.0969,1.0,11.533999999999999,0.02,12.539,0.01,14.817,0.024,15.023,0.079,14.598,0.018,14.411000000000001,0.03,13.317999999999998,0.009,12.235,0.011,11.706,0.026,13.712,0.012,11.902000000000001,0.016,14.732,0.024,,,,,,,,,
6.015001,-72.118647,9.533081,-134.530287,5.495901,0.054833,-2.36434,0.039181,4689627442820879872,0.2643935475067943,0.042301226,5.495562522222219,0.054832753,-2.3651274252114334,0.039181083,-0.22560182,-0.50651836,0.048555337,0.16731957,-0.066029094,-0.05809251,1.4993986,15.149571,15.318719,14.281803,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5767.654,3.3438,-1.9532,3018.4485,0.7597,0.628,0.3467,1.0,13.959999999999999,0.034,14.715,0.028,16.049,0.033,16.279999999999998,0.15,16.115000000000002,0.03,16.078,0.067,15.285,0.028,14.462,0.031,14.032,0.03,15.57,0.031,14.235,0.038,15.946000000000002,0.027,,,,,,,,,
6.011255,-72.115784,13.675119,-124.222586,5.24799,0.052375,-1.873538,0.036061,4689627447091838720,0.26570861102858867,0.03513502,5.247604564224567,0.052374847,-1.8746162989132342,0.036060546,-0.048112422,-0.3595159,0.004752764,0.034265086,0.10303399,-0.11880143,1.472994,14.870551,15.108736,14.044681,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,6045.7114,2.9073,-1.3877,6555.0283,0.8941,0.7437,0.4079,0.0,13.607999999999999,0.025,14.495000000000001,0.017,16.133,0.048,16.183999999999997,0.135,16.116,0.033,15.712,0.052,15.088999999999999,0.02,14.253,0.018,13.733,0.02,15.357,0.018,13.939,0.022,15.904,0.036,,,,,,,,,
6.069924,-72.106122,-51.211678,-89.457946,4.487285,0.044992,-2.196413,0.032853,4689627477151070976,0.2049650646338579,0.033957306,4.488972592913784,0.04499162,-2.192961969839461,0.03285319,0.104812756,-0.18650462,-0.038251642,-0.03504933,0.19061272,0.13601078,1.6308075,14.628451,14.888768,13.8074465,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5621.8945,3.2509,-1.833,2714.8606,0.7189,0.5904,0.3255,0.0,13.546000000000001,0.029,14.416,0.026,16.317999999999998,0.039,16.303,0.165,16.099000000000004,0.024,15.967000000000002,0.072,15.07,0.023,14.084,0.017,13.657,0.035,15.372999999999998,0.026,13.867,0.026,15.964000000000002,0.023,,,,,,,,,
6.071271,-72.102959,-52.710712,-78.074671,5.376198,0.031904,-2.386736,0.028403,4689627477151071360,0.24113889691081475,0.03394212,5.3780853211507855,0.03190398,-2.3824815775576087,0.028402677,-0.11889356,-0.17507978,-0.17174402,-0.06674593,-0.030161329,0.017433342,2.0375853,13.172381,13.61922,12.348178,,,,,,,,,,,VARIABLE,true,false,true,true,5476.144,3.0035,-0.3284,2015.916,0.993,0.7945,0.4283,1.0,11.850999999999999,0.018,12.806000000000001,0.012,15.056999999999999,0.014,15.050999999999998,0.075,14.804,0.011,14.555,0.027,13.558,0.011,12.518,0.011,12.030000000000001,0.027,13.907,0.012,12.238,0.019,15.096,0.019,2.674,0.512,0.0,1,,0.0,,13.1564,GES
6.060035,-72.106422,-40.273087,-90.530799,5.554861,0.082713,-2.228519,0.064046,4689627477166651776,0.3194038243980957,0.06905265,5.556207900909607,0.0827132,-2.2251602234966166,0.0640458,0.21955828,-0.3457486,-0.07103246,-0.09040578,0.073907875,0.13139944,2.8610072,14.333226,14.631447,13.518867,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,13.182999999999998,0.033,14.128,0.023,15.992999999999999,0.031,16.224,0.183,15.945000000000002,0.029,15.706,0.067,14.748000000000001,0.018,13.847999999999999,0.023,13.326,0.038,15.062999999999999,0.025,13.498000000000001,0.034,16.002000000000002,0.035,,,,,,,,,
6.05854,-72.105707,-38.620994,-87.954616,4.391111,0.044646,-2.278928,0.050059,4689627477166748160,0.2699448334295099,0.040393252,4.392431788175382,0.044646256,-2.276382245320933,0.05005875,-0.0022478858,-0.29224178,0.010086537,0.01635328,0.31073877,-0.016172264,1.998037,14.100565,14.472931,13.327517,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5421.937,3.0288,-0.6398,3514.524,0.6545,0.5299,0.2868,1.0,12.967,0.025,13.899999999999999,0.02,15.840999999999998,0.038,16.016,0.146,15.734,0.022,15.57,0.058,14.533000000000001,0.014,13.609000000000002,0.021,13.108999999999998,0.036,14.901,0.021,13.297,0.021,15.888000000000002,0.027,,,,,,,,,
