RA,Dec,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
5.92603,-72.14934,0.0,15.206999999999999,0.033,15.975999999999999,0.023,17.669,0.066,17.823999999999998,0.327,17.543999999999997,0.041,17.563000000000002,0.134,16.61,0.024,15.73,0.022,15.309999999999999,0.04,16.845,0.019,15.48,0.024,17.54,0.059,6.291467,0.041802,-3.118834,0.043477,16.227686,16.596485,15.58006,0.176905,0.040331,267.709606
5.393293,-72.14817,0.0,12.351999999999999,0.021,13.267,0.014,15.387,0.013,15.329,0.069,15.152,0.008,14.897000000000002,0.028,13.959,0.007,12.997,0.012,12.518,0.035,14.294,0.009,12.704999999999998,0.023,15.218,0.01,5.859635,0.016261,-3.132667,0.016475,13.558929,14.102778,12.85051,0.191817,0.014754,737.129661
6.34553,-72.1488,1.0,14.650999999999998,0.028,15.415,0.015,16.846,0.037,17.173,0.205,16.808999999999997,0.025,16.830000000000002,0.08,16.003,0.016,15.181999999999999,0.018,14.774999999999999,0.024,16.275,0.013,14.933,0.026,16.658,0.027,5.155547,0.041102,-2.386706,0.046464,15.81177,16.181646,15.133524,0.241428,0.038118,430.933054
6.765736,-72.14636,1.0,13.664,0.023,14.495000000000001,0.015,15.962,0.014,16.108999999999998,0.101,15.988000000000001,0.014,15.863,0.043,15.09,0.008,14.239,0.015,13.809999999999999,0.032,15.404,0.009,13.992,0.02,15.876000000000001,0.015,5.022427,0.022294,-2.55022,0.022919,14.7631,15.242746,14.119084,0.205001,0.019601,853.148981
6.509267,-72.14711,1.0,15.014999999999999,0.025,15.785,0.017,17.019,0.038,17.114,0.165,17.07,0.027,16.967000000000002,0.075,16.296,0.014,15.539000000000001,0.016,15.137,0.034,16.618,0.007,15.326,0.023,16.993000000000002,0.033,5.330364,0.040828,-2.240438,0.045697,16.060314,16.486654,15.463513,0.23078,0.036413,586.806148
5.953322,-72.1473,1.0,14.964999999999998,0.024,15.693000000000001,0.014,16.863999999999997,0.049,16.965999999999998,0.171,16.887999999999998,0.043,16.895,0.084,16.285999999999998,0.017,15.472000000000001,0.014,15.097999999999999,0.032,16.529999999999998,0.019,15.246000000000002,0.022,16.725,0.046,4.726787,0.066763,-2.129154,0.056372,16.190943,16.321077,15.353592,0.1732,0.051357,249.97312
6.116713,-72.14685,1.0,12.786,0.023,13.657,0.014,15.567,0.017,15.582999999999998,0.076,15.394,0.013,15.213000000000001,0.034,14.311,0.008,13.393,0.013,12.942,0.033,14.631999999999998,0.011,13.119,0.024,15.395,0.017,5.265711,0.015715,-2.261951,0.016084,13.940451,14.452762,13.257161,0.18601,0.015511,257.517508
5.941648,-72.14672,1.0,13.639999999999999,0.023,14.399000000000001,0.018,15.86,0.021,15.989,0.105,15.869000000000002,0.023,15.791,0.041,14.989999999999998,0.016,14.163,0.018,13.736,0.021,15.256999999999998,0.024,13.93,0.021,15.727,0.022,4.5901,0.035262,-2.538285,0.030562,14.858465,15.188089,14.111775,0.186079,0.02959,252.410593
6.680128,-72.14495,0.0,13.636999999999999,0.023,14.472999999999999,0.015,16.177999999999997,0.018,16.076,0.096,16.045,0.012,15.803,0.042,15.072,0.008,14.216999999999999,0.014,13.791,0.034,15.367999999999999,0.008,13.969000000000001,0.021,15.966000000000001,0.013,4.893752,0.042158,-2.388021,0.042452,14.751938,15.216623,14.103176,0.133689,0.035923,761.040245
5.359615,-72.14476,0.0,15.403,0.026,16.126,0.015,17.426,0.049,17.372999999999998,0.192,17.438000000000002,0.041,17.344,0.083,16.669999999999998,0.018,15.896999999999998,0.017,15.512,0.03,16.95,0.013,15.690000000000001,0.029,17.151,0.04,5.21627,0.054275,-2.522191,0.054228,16.548422,16.855114,15.862788,0.095663,0.047195,768.679868
5.751214,-72.14484,0.0,11.68,0.019,12.674,0.012,15.161999999999999,0.012,15.081,0.065,14.804,0.008,14.468,0.023,13.457999999999998,0.005,12.379999999999999,0.01,11.863,0.031,13.786999999999999,0.007,12.062000000000001,0.015,14.981000000000002,0.011,5.590231,0.015948,-2.994306,0.017196,12.961536,13.565786,12.211871,0.200984,0.015377,378.239915
6.269627,-72.14431,0.0,14.892999999999999,0.025,15.675,0.014,17.227,0.043,17.366,0.232,17.191000000000003,0.029,17.114,0.091,16.297,0.013,15.437000000000001,0.015,15.023,0.035,16.554,0.01,15.203,0.027,17.121000000000002,0.044,5.98503,0.037377,-2.281229,0.040472,15.959676,16.400272,15.342225,0.133259,0.033889,354.169222
6.819969,-72.14204,1.0,13.302999999999999,0.024,14.161000000000001,0.014,15.872999999999998,0.013,15.948999999999998,0.087,15.777,0.011,15.603000000000002,0.035,14.797,0.009,13.899999999999999,0.015,13.459,0.032,15.116,0.009,13.648,0.024,15.786000000000001,0.015,5.430651,0.018733,-2.453502,0.019297,14.433698,14.940928,13.769639,0.183427,0.016092,907.188884
5.945176,-72.14341,1.0,12.931,0.022,13.803999999999998,0.014,15.619,0.016,15.751999999999999,0.094,15.517000000000001,0.012,15.368000000000002,0.038,14.468,0.009,13.541,0.013,13.070999999999998,0.036,14.782,0.011,13.269000000000002,0.024,15.508,0.017,6.081732,0.030315,-1.659396,0.026775,14.115403,14.595392,13.409416,0.20094,0.025143,239.872771
6.528264,-72.14271,0.0,15.380999999999998,0.025,16.151,0.016,17.58,0.055,17.483,0.205,17.561,0.036,17.379,0.096,16.701,0.016,15.888000000000002,0.015,15.495999999999999,0.028,16.985,0.012,15.681000000000001,0.026,17.233,0.04,4.764403,0.048473,-2.144061,0.053972,16.44277,16.86427,15.839496,0.170041,0.043561,600.104494
5.125565,-72.14109,0.0,15.298,0.025,16.080000000000002,0.019,17.497,0.06,17.538999999999998,0.222,17.438000000000002,0.03,17.347,0.089,16.63,0.018,15.826,0.018,15.416999999999998,0.032,16.927,0.012,15.602,0.027,17.254,0.043,4.881488,0.04091,-2.347994,0.039983,16.363346,16.81413,15.754037,0.236419,0.034919,1015.871876
5.667367,-72.1426,1.0,15.295,0.021,16.025,0.017,17.432,0.051,17.766,0.273,17.445,0.045,17.335,0.097,16.623,0.014,15.797,0.016,15.408000000000001,0.031,16.899,0.013,15.584,0.023,17.315,0.039,5.693886,0.043611,-3.034684,0.043519,16.390312,16.804544,15.756836,0.257937,0.039034,451.497464
6.295288,-72.14267,0.0,13.499999999999998,0.021,14.318999999999999,0.012,15.994999999999997,0.019,15.985,0.095,15.888,0.013,15.66,0.039,14.918,0.009,14.065000000000001,0.012,13.652000000000001,0.031,15.21,0.01,13.837,0.023,15.823,0.015,5.48244,0.022286,-2.118258,0.025322,14.620519,15.085633,13.970028,0.17624,0.021419,372.865404
5.750091,-72.14257,1.0,14.927999999999999,0.027,15.675999999999998,0.019,16.913,0.037,17.115,0.19,17.076999999999998,0.036,16.990000000000002,0.082,16.244,0.021,15.431999999999999,0.019,15.024999999999999,0.027,16.54,0.02,15.211000000000002,0.02,16.788,0.036,5.345082,0.035631,-1.998584,0.040022,16.059734,16.469255,15.423046,0.164204,0.033167,374.354802
6.372178,-72.14238,1.0,15.133999999999999,0.026,15.86,0.018,17.166,0.05,17.244999999999997,0.197,17.127000000000002,0.023,17.101,0.084,16.39,0.016,15.626999999999999,0.018,15.271,0.034,16.656,0.01,15.403000000000002,0.027,16.929000000000002,0.03,5.703114,0.038572,-2.524006,0.043296,16.133297,16.540741,15.564467,0.143566,0.034886,443.667875
7.102315,-72.13958,1.0,14.063,0.023,14.878,0.013,16.308,0.022,16.397,0.107,16.338,0.017,16.186,0.052,15.463000000000001,0.012,14.637,0.013,14.212,0.03,15.777999999999999,0.009,14.396,0.022,16.196,0.018,5.259153,0.026173,-2.219207,0.026692,15.162163,15.631308,14.524582,0.165197,0.023054,1211.044659
6.154693,-72.14235,0.0,13.088,0.019,13.949000000000002,0.014,15.872999999999998,0.022,15.7,0.088,15.663000000000002,0.01,15.379999999999999,0.036,14.591000000000001,0.009,13.681999999999999,0.011,13.242,0.03,14.883,0.008,13.424,0.019,15.573,0.022,5.127904,0.020454,-2.701357,0.020203,14.255339,14.710212,13.564682,0.214688,0.01828,263.288047
6.202279,-72.14208,0.0,15.027,0.027,15.733,0.014,17.253999999999998,0.046,17.311,0.204,17.204,0.034,17.083000000000002,0.091,16.291,0.013,15.512,0.017,15.145,0.033,16.598,0.015,15.288,0.025,17.097,0.043,5.4845,0.080317,-2.044958,0.084781,16.142965,16.440104,15.427336,0.116298,0.073823,294.858549
6.058135,-72.14213,0.0,11.796,0.017,12.77,0.011,15.322,0.012,15.166,0.066,14.939000000000002,0.007,14.508,0.025,13.535999999999998,0.006,12.484000000000002,0.01,11.965,0.031,13.863,0.007,12.175999999999998,0.019,15.124000000000002,0.011,5.431286,0.013376,-2.623444,0.012398,13.051559,13.634882,12.310064,0.207283,0.012791,222.384691
5.875407,-72.14196,1.0,12.187999999999999,0.023,13.101,0.011,15.294999999999998,0.015,15.271,0.069,15.032000000000002,0.01,14.810000000000002,0.027,13.82,0.007,12.827000000000002,0.011,12.352999999999998,0.03,14.136,0.01,12.538,0.021,15.092000000000002,0.015,5.669699,0.012923,-2.321028,0.013697,13.405148,13.954548,12.688313,0.201982,0.012552,273.097181
5.310173,-72.14045,1.0,14.232999999999999,0.024,15.041,0.018,16.354,0.021,16.587999999999997,0.123,16.469,0.017,16.322,0.056,15.578,0.01,14.782,0.017,14.361999999999998,0.036,15.902000000000001,0.009,14.559000000000001,0.026,16.316,0.022,5.068772,0.025016,-2.755187,0.024126,15.308478,15.762619,14.688632,0.204118,0.021135,816.990815
5.880659,-72.14168,1.0,13.115,0.019,13.966999999999999,0.012,15.687999999999999,0.019,15.910999999999998,0.1,15.667,0.013,15.548000000000002,0.039,14.625,0.009,13.704999999999998,0.013,13.274000000000001,0.026,14.931000000000001,0.009,13.462,0.017,15.597000000000001,0.016,5.088603,0.019412,-3.270267,0.017823,14.320571,14.796537,13.627675,0.20522,0.016473,268.829912
7.075281,-72.13876,1.0,14.205,0.022,15.010000000000002,0.015,16.441,0.028,16.519,0.114,16.414,0.018,16.310000000000002,0.052,15.572,0.011,14.754999999999999,0.015,14.34,0.029,15.887,0.01,14.529,0.024,16.347,0.018,5.368626,0.026087,-2.908402,0.027559,15.289602,15.74274,14.666341,0.202535,0.023626,1181.103809
6.902525,-72.13919,1.0,14.899,0.026,15.66,0.017,16.898,0.036,17.131999999999998,0.179,16.971000000000004,0.023,16.914,0.072,16.221,0.013,15.422,0.016,15.012,0.033,16.52,0.01,15.214000000000002,0.025,16.772000000000002,0.025,5.385168,0.033871,-2.004153,0.037069,15.939919,16.379246,15.332276,0.141744,0.031104,993.894826
5.79664,-72.14072,1.0,13.472,0.022,14.303,0.011,15.982999999999997,0.019,16.064999999999998,0.105,15.908,0.014,15.767,0.04,14.925999999999998,0.008,14.050999999999998,0.013,13.604,0.028,15.221999999999998,0.008,13.794,0.019,15.82,0.017,5.672043,0.018842,-2.853586,0.020343,14.630708,15.096554,13.956265,0.168039,0.017712,329.81156
6.337976,-72.14001,1.0,14.444999999999999,0.021,15.216999999999999,0.014,16.526999999999997,0.022,16.712999999999997,0.147,16.651000000000003,0.022,16.57,0.063,15.815999999999999,0.013,14.978000000000002,0.016,14.582,0.031,16.085,0.012,14.741,0.024,16.433,0.024,5.815617,0.033931,-1.929109,0.035706,15.544934,15.973248,14.913835,0.204508,0.030365,406.7788
5.607001,-72.1395,1.0,11.998999999999999,0.02,12.959,0.012,15.038,0.009,15.122999999999998,0.059,14.857999999999999,0.008,14.631,0.024,13.689,0.006,12.686,0.01,12.184000000000001,0.032,14.014,0.007,12.367999999999999,0.017,14.965,0.01,4.494892,0.012867,-2.23464,0.012223,13.234412,13.807766,12.513799,0.191144,0.011434,506.067893
5.678939,-72.13959,0.0,14.687,0.026,15.469000000000001,0.015,17.008,0.031,16.928,0.161,16.914,0.022,16.761,0.068,16.033,0.012,15.227,0.014,14.823999999999998,0.035,16.319,0.012,14.987000000000002,0.026,16.843,0.028,5.705175,0.033462,-2.943899,0.035512,15.781651,16.20808,15.160322,0.190344,0.032303,435.118933
6.34581,-72.13952,1.0,14.112,0.023,14.914000000000001,0.015,16.458,0.024,16.593999999999998,0.125,16.415999999999997,0.014,16.304000000000002,0.05,15.530000000000001,0.009,14.665,0.014,14.233999999999998,0.035,15.815999999999999,0.011,14.421,0.024,16.292,0.022,5.916625,0.027075,-1.779208,0.028386,15.196367,15.663084,14.561037,0.137741,0.024017,413.314916
6.120269,-72.13972,1.0,14.138,0.022,14.899000000000001,0.017,16.238,0.032,16.415,0.13,16.320999999999998,0.029,16.222,0.063,15.469999999999999,0.019,14.663,0.02,14.27,0.025,15.758,0.023,14.443999999999999,0.018,16.144000000000002,0.02,4.838929,0.077993,-2.042352,0.071645,15.397335,15.647401,14.615525,0.21356,0.072875,236.071685
6.593944,-72.13859,1.0,14.234,0.025,15.042000000000002,0.017,16.435,0.027,16.653,0.136,16.53,0.021,16.382,0.057,15.643999999999998,0.011,14.792000000000002,0.016,14.367,0.033,15.939999999999998,0.008,14.541,0.026,16.336000000000002,0.018,5.265865,0.026393,-1.727178,0.02741,15.349701,15.828525,14.704356,0.163852,0.023366,663.445682
5.664251,-72.13873,0.0,15.31,0.029,16.051,0.018,17.634999999999998,0.063,17.482,0.209,17.374000000000002,0.034,17.37,0.101,16.61,0.019,15.803999999999998,0.015,15.415,0.038,16.897,0.014,15.589000000000002,0.025,17.209,0.044,5.514823,0.041123,-3.240979,0.043145,16.338408,16.77478,15.756151,0.247858,0.038449,447.958649
5.58873,-72.13851,1.0,15.245,0.026,16.02,0.018,17.279999999999998,0.055,17.628,0.258,17.341,0.037,17.284000000000002,0.096,16.573,0.02,15.77,0.019,15.355,0.038,16.862,0.012,15.547,0.024,17.327,0.049,5.069171,0.049529,-2.412568,0.043311,16.294962,16.736324,15.690886,0.193374,0.038229,523.102469
6.163462,-72.13894,1.0,13.740999999999998,0.029,14.549,0.011,15.91,0.021,16.066,0.111,15.918999999999999,0.018,15.855,0.045,15.096,0.013,14.286999999999999,0.019,13.908000000000001,0.024,15.381,0.017,14.046,0.026,15.756,0.016,5.149431,0.064402,-2.733696,0.072919,14.971365,15.251527,14.204186,0.268495,0.05703,258.879935
6.445467,-72.13846,1.0,15.438999999999998,0.032,16.175,0.02,17.535999999999998,0.066,17.768,0.25,17.551000000000002,0.044,17.486,0.104,16.798,0.021,15.945,0.02,15.543,0.022,17.034,0.016,15.716000000000001,0.028,17.306,0.038,5.207464,0.082272,-1.767394,0.101455,16.627192,16.920204,15.913591,0.114779,0.07545,509.88411
5.163538,-72.13664,0.0,15.12,0.03,15.876999999999999,0.018,17.165,0.05,17.317999999999998,0.185,17.214,0.03,17.035,0.084,16.416999999999998,0.013,15.652999999999999,0.018,15.248000000000001,0.039,16.715,0.014,15.402000000000001,0.027,16.937,0.037,5.407711,0.038194,-2.602367,0.037369,16.164555,16.598413,15.561728,0.228587,0.032817,971.585092
5.550649,-72.13776,0.0,13.595,0.023,14.419,0.015,16.128,0.02,16.019,0.096,15.987,0.012,15.761,0.038,14.989999999999998,0.009,14.166,0.014,13.736,0.034,15.312999999999999,0.009,13.914000000000001,0.025,15.91,0.015,5.202013,0.020705,-2.614663,0.02044,14.700349,15.170776,14.055848,0.202384,0.018327,561.08893
5.584083,-72.13724,0.0,13.976999999999999,0.023,14.794,0.014,16.366999999999997,0.027,16.416,0.12,16.305,0.017,16.171,0.051,15.366,0.008,14.536000000000001,0.014,14.105999999999998,0.033,15.678,0.009,14.285,0.021,16.218,0.018,5.489416,0.026361,-2.518218,0.029061,15.095057,15.541939,14.436537,0.207679,0.022689,526.09434
6.235035,-72.13757,0.0,12.685999999999998,0.021,13.562999999999999,0.013,15.640999999999998,0.014,15.460999999999999,0.073,15.372000000000002,0.008,15.055,0.032,14.227,0.008,13.297,0.012,12.844000000000001,0.031,14.546,0.009,13.029,0.02,15.437000000000001,0.011,4.79883,0.017733,-1.979566,0.01799,13.842001,14.362313,13.163489,0.19438,0.015849,309.339947
6.474207,-72.13646,0.0,13.252,0.023,14.084,0.015,15.911999999999999,0.015,15.846999999999998,0.084,15.76,0.012,15.490000000000002,0.035,14.707,0.01,13.829999999999998,0.013,13.396,0.033,15.015999999999998,0.01,13.577000000000002,0.024,15.729,0.016,5.260076,0.018288,-2.143203,0.02108,14.377265,14.861135,13.712697,0.208953,0.016545,536.338034
6.057953,-72.13691,0.0,12.763,0.02,13.655000000000001,0.013,15.695999999999998,0.017,15.617,0.086,15.445000000000002,0.01,15.169,0.034,14.303,0.008,13.385000000000002,0.012,12.940999999999999,0.035,14.625999999999998,0.009,13.117,0.022,15.488,0.014,5.762577,0.016398,-2.024077,0.016564,13.923409,14.424695,13.241336,0.214624,0.015278,203.866305
6.958811,-72.13458,0.0,14.548,0.026,15.332999999999998,0.016,16.788,0.03,16.75,0.146,16.683999999999997,0.021,16.524,0.058,15.864999999999998,0.012,15.076,0.016,14.669,0.034,16.179,0.011,14.850999999999999,0.028,16.592000000000002,0.023,5.456114,0.030073,-2.413276,0.033507,15.591606,16.032108,14.979019,0.222713,0.028006,1051.788534
5.64735,-72.13595,1.0,14.469,0.024,15.258,0.015,16.718,0.033,16.858999999999998,0.15,16.707,0.02,16.625,0.067,15.82,0.01,15.02,0.015,14.593,0.032,16.121,0.009,14.773,0.023,16.536,0.026,5.561937,0.027443,-2.91097,0.029265,15.554698,15.998487,14.931797,0.201701,0.025845,460.262881
5.891854,-72.1362,1.0,13.107000000000001,0.026,13.931999999999999,0.014,15.578,0.027,15.721,0.09,15.545,0.019,15.425,0.039,14.55,0.01,13.672,0.014,13.242999999999999,0.031,14.864999999999998,0.012,13.417000000000002,0.022,15.470000000000002,0.024,5.89761,0.041164,-2.89434,0.041734,14.250763,14.700829,13.563375,0.030861,0.039887,245.62027
6.175205,-72.13617,0.0,15.287,0.025,16.032,0.019,18.119,0.119,17.927,0.364,17.592,0.047,17.51,0.128,16.649,0.023,15.870000000000001,0.019,15.428,0.041,16.913,0.018,15.596,0.035,17.465,0.046,4.477669,0.070237,-3.134666,0.06099,16.357742,16.695808,15.666643,0.177781,0.054275,259.136259
6.290207,-72.13568,0.0,14.098999999999998,0.022,14.896,0.014,16.531,0.024,16.433,0.12,16.430999999999997,0.018,16.259,0.059,15.488,0.008,14.646999999999998,0.012,14.242,0.029,15.765,0.008,14.421,0.022,16.306,0.024,5.91558,0.026554,-2.265593,0.031523,15.205379,15.626625,14.560048,0.198512,0.025213,353.887033
5.922549,-72.13578,1.0,13.22,0.021,14.085999999999999,0.014,15.884999999999998,0.024,16.022,0.114,15.793999999999999,0.017,15.663,0.044,14.73,0.011,13.822,0.015,13.379999999999999,0.03,15.026,0.015,13.552,0.022,15.720000000000002,0.02,5.59758,0.025791,-2.939402,0.021028,14.414835,14.872687,13.710469,0.140535,0.019927,225.829474
5.993407,-72.13535,0.0,12.251,0.02,13.183,0.011,15.375999999999998,0.017,15.337,0.075,15.112,0.01,14.84,0.027,13.886,0.007,12.905000000000001,0.01,12.41,0.031,14.213000000000001,0.01,12.620000000000001,0.019,15.254000000000001,0.013,5.493584,0.015894,-1.890461,0.014946,13.468186,14.005516,12.749131,0.204209,0.014695,197.513426
5.33369,-72.13407,0.0,13.481,0.027,14.303,0.017,15.925999999999998,0.025,15.966999999999999,0.099,15.902,0.012,15.657,0.04,14.890999999999998,0.009,14.05,0.016,13.617,0.037,15.215999999999998,0.01,13.808,0.026,15.801000000000002,0.015,4.761492,0.019225,-2.710977,0.018371,14.590701,15.068901,13.949053,0.18628,0.016516,786.177917
6.300955,-72.13478,0.0,12.014999999999999,0.018,12.953,0.013,15.264,0.015,15.166999999999998,0.065,14.977000000000002,0.008,14.666,0.028,13.692,0.007,12.669,0.012,12.190999999999999,0.03,14.014,0.01,12.378,0.021,15.091000000000001,0.011,5.257245,0.01333,-1.992409,0.016611,13.240702,13.811162,12.515239,0.203003,0.012571,362.109947
6.425479,-72.13453,0.0,15.205,0.027,15.913,0.021,17.116999999999997,0.052,17.224999999999998,0.178,17.352000000000004,0.043,17.083000000000002,0.088,16.48,0.023,15.658999999999999,0.021,15.286999999999999,0.033,16.758,0.024,15.471,0.024,17.092000000000002,0.043,4.968969,0.07497,-1.750689,0.085298,16.324114,16.68561,15.668143,-0.086507,0.066316,483.888046
5.90347,-72.13483,0.0,14.589,0.036,15.3,0.027,16.612,0.026,16.692,0.154,16.705,0.027,16.507,0.073,15.852,0.019,15.097000000000001,0.028,14.686,0.027,16.113,0.026,14.858,0.032,16.482,0.027,5.972546,0.06951,-2.758485,0.100611,15.988969,15.962029,14.996358,0.583263,0.073991,234.156675
5.166327,-72.13284,1.0,13.751,0.029,14.581,0.018,16.113999999999997,0.022,16.273,0.104,16.075000000000003,0.017,15.956,0.046,15.190999999999999,0.01,14.323,0.015,13.889,0.036,15.5,0.011,14.068000000000001,0.026,15.970000000000002,0.017,5.562341,0.020678,-3.124384,0.020023,14.860824,15.347983,14.212272,0.188248,0.017515,965.945888
5.801286,-72.13432,0.0,15.092999999999998,0.028,15.843,0.017,17.337,0.058,17.430999999999997,0.231,17.399,0.043,17.291,0.108,16.402,0.015,15.619,0.021,15.190999999999999,0.035,16.7,0.016,15.36,0.027,16.956,0.049,5.690328,0.036908,-3.621709,0.039918,16.123335,16.527365,15.503476,0.114972,0.033638,311.341438
6.260912,-72.13377,0.0,14.063999999999998,0.019,14.882000000000001,0.015,16.567999999999998,0.046,16.506,0.132,16.451,0.028,16.196,0.05,15.448999999999998,0.015,14.648,0.018,14.216000000000001,0.019,15.768999999999998,0.015,14.406000000000002,0.019,16.333000000000002,0.036,5.228022,0.029703,-1.755806,0.033921,15.287354,15.712959,14.643539,0.140833,0.027462,323.319613
6.395335,-72.13349,0.0,12.51,0.02,13.404,0.013,15.413999999999998,0.012,15.341999999999999,0.067,15.232000000000001,0.008,14.904,0.025,14.07,0.006,13.138000000000002,0.012,12.672999999999998,0.031,14.393,0.009,12.86,0.02,15.280000000000001,0.008,5.233324,0.015365,-2.132587,0.01837,13.688459,14.209409,12.995733,0.180713,0.013764,451.947788
6.107847,-72.13316,1.0,13.961,0.095,14.829,0.06,16.023,0.033,16.173,0.12,16.061,0.041,15.986,0.066,15.724999999999998,0.035,15.222999999999999,0.064,14.259,0.054,15.666999999999998,0.051,14.318000000000001,0.079,15.811,0.039,6.088645,0.049509,-1.972198,0.08052,15.88038,15.723514,14.725783,0.073079,0.053718,209.080145
5.867896,-72.13279,0.0,12.195,0.022,13.118,0.012,15.399999999999999,0.015,15.265999999999998,0.073,15.081000000000001,0.011,14.740000000000002,0.025,13.826,0.007,12.841000000000001,0.011,12.364999999999998,0.031,14.145,0.009,12.55,0.02,15.198,0.011,5.505667,0.015038,-3.037386,0.015302,13.415101,13.956193,12.693973,0.226659,0.015004,253.061922
6.113956,-72.13261,0.0,14.463,0.021,15.233,0.011,16.851,0.047,16.692,0.161,16.625,0.021,16.589000000000002,0.072,15.79,0.012,14.986999999999998,0.012,14.578,0.025,16.05,0.011,14.746000000000002,0.019,16.474,0.027,5.643123,0.101515,-1.702147,0.100646,15.722506,15.873432,14.879336,0.058931,0.099036,210.066175
6.60937,-72.13163,1.0,14.726,0.025,15.497,0.016,16.733999999999998,0.033,16.923,0.158,16.796999999999997,0.024,16.779,0.064,16.065,0.015,15.245000000000001,0.017,14.854,0.028,16.340999999999998,0.014,15.02,0.027,16.707,0.024,5.572842,0.035244,-1.868149,0.033831,15.832391,16.252346,15.195504,0.124704,0.029773,672.639842
6.64616,-72.13138,0.0,13.972,0.023,14.786999999999999,0.015,16.426,0.024,16.423,0.126,16.332,0.016,16.159000000000002,0.05,15.383,0.01,14.536999999999999,0.014,14.123999999999999,0.033,15.681999999999999,0.008,14.297,0.022,16.256,0.021,5.678641,0.022428,-2.251374,0.024008,15.069743,15.53988,14.430616,0.199473,0.020211,711.650708
6.641289,-72.13073,1.0,13.155,0.022,14.012,0.013,15.668,0.014,15.814999999999998,0.088,15.619000000000002,0.01,15.467000000000002,0.04,14.637999999999998,0.006,13.754999999999999,0.013,13.3,0.032,14.943999999999999,0.007,13.496000000000002,0.021,15.575,0.011,5.352862,0.016327,-2.22671,0.016618,14.291432,14.792793,13.631348,0.185248,0.014908,705.851147
6.199866,-72.13126,1.0,13.292,0.022,14.103000000000002,0.014,15.698,0.019,15.858,0.099,15.680000000000001,0.02,15.562000000000001,0.041,14.733,0.013,13.863,0.015,13.433,0.027,15.032,0.014,13.61,0.02,15.506,0.023,5.419256,0.039956,-2.461086,0.041593,14.489972,14.909341,13.783031,0.13089,0.036682,265.21933
4.992768,-72.12785,1.0,13.126,0.026,13.992999999999999,0.017,15.619999999999997,0.012,15.742,0.086,15.599000000000002,0.012,15.413,0.036,14.614999999999998,0.008,13.733,0.015,13.271999999999998,0.034,14.945,0.011,13.455000000000002,0.027,15.531000000000002,0.012,5.066293,0.01737,-2.867115,0.0163,14.266311,14.771145,13.60246,0.214799,0.014632,1152.216918
6.397478,-72.12906,0.0,13.418999999999999,0.021,14.259,0.014,16.052999999999997,0.018,15.977,0.091,15.881000000000002,0.009,15.676000000000002,0.04,14.873999999999999,0.008,13.998999999999999,0.014,13.559999999999999,0.035,15.192,0.01,13.745000000000001,0.022,15.871000000000002,0.014,5.379344,0.020006,-1.941846,0.025273,14.525502,15.019702,13.873157,0.213801,0.018505,447.776471
6.218495,-72.12703,0.0,13.118999999999998,0.024,13.977,0.014,15.889,0.017,15.791999999999998,0.082,15.706000000000001,0.011,15.440000000000001,0.036,14.631,0.008,13.701,0.013,13.262,0.033,14.936999999999998,0.01,13.453,0.023,15.712,0.011,5.514502,0.019369,-1.904776,0.022913,14.241121,14.74574,13.575496,0.202827,0.017542,271.23697
6.548035,-72.12621,0.0,13.906,0.022,14.690999999999999,0.013,16.253999999999998,0.021,16.215,0.111,16.160000000000004,0.016,16.026,0.046,15.267,0.007,14.452000000000002,0.01,14.050999999999998,0.03,15.562999999999999,0.006,14.213000000000001,0.02,16.039,0.016,5.494898,0.074254,-2.311413,0.076126,15.091537,15.425627,14.357022,0.046123,0.064126,602.162975
5.569433,-72.12616,1.0,13.790000000000001,0.024,14.613,0.016,16.122999999999998,0.018,16.236,0.11,16.122,0.014,15.997,0.044,15.2,0.009,14.370000000000001,0.015,13.919,0.034,15.509999999999998,0.01,14.106000000000002,0.023,16.008,0.018,5.318081,0.020134,-2.351619,0.023001,14.886668,15.361114,14.248396,0.165265,0.019185,527.673876
6.852655,-72.12483,1.0,15.086,0.027,15.862000000000002,0.016,17.051,0.037,17.182,0.157,17.237000000000002,0.032,17.086000000000002,0.077,16.407,0.016,15.613,0.015,15.216999999999999,0.033,16.701999999999998,0.013,15.385000000000002,0.024,16.907,0.029,5.354042,0.038701,-2.171623,0.042501,16.128725,16.574842,15.524821,0.204492,0.034932,930.292657
5.701251,-72.12629,0.0,14.49,0.024,15.254999999999999,0.013,16.852999999999998,0.029,16.767,0.144,16.808,0.02,16.614,0.063,15.844999999999999,0.011,15.007000000000001,0.016,14.605999999999998,0.034,16.125,0.011,14.77,0.026,16.666,0.03,5.304317,0.029318,-3.140349,0.028946,15.566052,16.001337,14.933234,0.206271,0.027069,391.626653
6.166438,-72.12635,0.0,11.686,0.015,12.676,0.011,15.209,0.012,15.125999999999998,0.065,14.833,0.007,14.481000000000002,0.024,13.460999999999999,0.006,12.386,0.01,11.875,0.031,13.791,0.009,12.068999999999999,0.017,15.051000000000002,0.009,4.843811,0.019951,-2.238322,0.019296,12.958207,13.550965,12.207925,0.231227,0.017964,226.442124
