RA,Dec,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
6.036437,-72.03674,0.0,13.441999999999998,0.021,14.251000000000001,0.015,16.019,0.026,15.936,0.112,15.906,0.017,15.665,0.048,14.89,0.012,14.006,0.016,13.547,0.028,15.177,0.015,13.752000000000002,0.021,15.926000000000002,0.022,4.628103,0.044682,-2.560986,0.047222,14.622641,14.962688,13.865715,0.393352,0.044575,161.035169
5.982695,-72.03689,0.0,14.386000000000001,0.024,15.189,0.016,17.247,0.072,17.104,0.231,16.950000000000003,0.032,16.856,0.114,15.850999999999999,0.018,14.953,0.018,14.521999999999998,0.035,16.144,0.017,14.708000000000002,0.025,16.886,0.045,4.904587,0.040045,-3.216522,0.04916,15.478773,15.816219,14.751978,0.218699,0.041198,166.146666
5.660674,-72.03565,1.0,13.078999999999999,0.026,13.925999999999998,0.015,15.567999999999998,0.026,15.648,0.08,15.499,0.023,15.315000000000001,0.034,14.559999999999999,0.008,13.669,0.014,13.315000000000001,0.042,14.881999999999998,0.008,13.41,0.022,15.393,0.03,4.923825,0.017515,-2.54326,0.018346,14.21712,14.714841,13.550905,0.222714,0.015755,434.61406
6.152134,-72.03381,0.0,14.427000000000001,0.021,15.213000000000001,0.014,16.875999999999998,0.039,16.959,0.196,16.853,0.029,16.668,0.071,15.82,0.014,14.95,0.013,14.553999999999998,0.031,16.098,0.013,14.706,0.016,16.675,0.035,5.25374,0.049809,-1.443593,0.059517,15.544315,15.878538,14.815674,0.244407,0.053002,222.548093
6.142606,-72.03577,0.0,14.883000000000001,0.042,15.661000000000001,0.028,17.203999999999997,0.052,17.423,0.277,17.073999999999998,0.041,16.963,0.097,16.253,0.026,15.402000000000001,0.035,14.998000000000001,0.022,16.509999999999998,0.031,15.152000000000001,0.038,16.922,0.044,4.263611,0.063673,-2.004199,0.070856,16.151785,16.290997,15.295571,0.325319,0.062972,210.349612
5.611418,-72.03515,0.0,15.202,0.03,15.946000000000002,0.018,17.337999999999997,0.045,17.36,0.21,17.380000000000003,0.036,17.178,0.085,16.509,0.013,15.703,0.017,15.303999999999998,0.041,16.785999999999998,0.014,15.481000000000002,0.025,17.224,0.046,5.071338,0.038552,-2.882338,0.038747,16.22803,16.6609,15.632997,0.193426,0.035901,486.228022
6.204274,-72.03511,0.0,14.274,0.027,15.05,0.017,16.912,0.045,16.63,0.156,16.683,0.026,16.369,0.066,15.665,0.013,14.824000000000002,0.019,14.379999999999999,0.038,15.918,0.014,14.565999999999999,0.026,16.646,0.03,5.402013,0.030086,-2.378189,0.035008,15.301999,15.736227,14.676872,0.196142,0.028159,260.291008
5.945209,-72.03379,1.0,14.348,0.025,15.123000000000001,0.019,16.605999999999998,0.034,16.625999999999998,0.167,16.642000000000003,0.027,16.603,0.086,15.739999999999998,0.02,14.864999999999998,0.022,14.477,0.034,16.012,0.018,14.628,0.028,16.544,0.035,5.50402,0.029814,-2.474115,0.035842,15.46653,15.785257,14.727531,0.08943,0.030354,191.806544
6.063164,-72.03484,1.0,13.081000000000001,0.022,13.937000000000001,0.015,15.639999999999997,0.022,15.846,0.113,15.628000000000002,0.016,15.526,0.042,14.620999999999999,0.01,13.678,0.014,13.227999999999998,0.041,14.919,0.014,13.416,0.023,15.495000000000001,0.02,4.632897,0.028488,-2.744326,0.026935,14.236192,14.667909,13.514755,0.275031,0.02616,172.874189
5.565814,-72.03324,0.0,14.556,0.025,15.325,0.016,16.863,0.031,16.897,0.159,16.630000000000003,0.032,16.572,0.063,15.899999999999999,0.011,15.094000000000001,0.014,14.677,0.034,16.198,0.01,14.845000000000002,0.022,16.728,0.033,4.727373,0.032498,-2.924451,0.031666,15.624277,16.06102,15.007474,0.205086,0.027874,536.218885
6.032205,-72.03343,0.0,14.982000000000001,0.045,15.739,0.032,17.386,0.06,17.180999999999997,0.233,17.478,0.056,17.124000000000002,0.105,16.316,0.033,15.504000000000001,0.038,15.052,0.035,16.596999999999998,0.033,16.665,0.086,17.604,0.094,4.56977,0.078143,-2.576717,0.076718,16.14974,16.309504,15.308784,0.294415,0.059567,172.612421
6.087605,-72.03314,1.0,14.563999999999998,0.036,15.334,0.028,16.837999999999997,0.051,17.297,0.247,16.988,0.043,16.957,0.111,15.995999999999999,0.025,15.088999999999999,0.031,14.707,0.033,16.256999999999998,0.025,14.865000000000002,0.034,16.837,0.06,4.200539,0.035627,-2.88158,0.036555,15.630264,15.926851,14.892406,0.191278,0.031837,187.337433
6.138733,-72.03279,0.0,13.056,0.023,13.911000000000001,0.013,16.006,0.024,15.915,0.101,15.755,0.015,15.552,0.045,14.562999999999999,0.006,13.649000000000001,0.012,13.259,0.04,14.869,0.008,13.393,0.018,15.804000000000002,0.017,5.180438,0.027415,-2.572281,0.021886,14.203456,14.696004,13.530356,0.170706,0.020168,216.283035
6.283865,-72.0316,1.0,14.546999999999999,0.024,15.311,0.014,16.676,0.035,16.930999999999997,0.162,16.768,0.024,16.633,0.067,15.971,0.013,15.061,0.015,14.631999999999998,0.032,16.174,0.01,14.830000000000002,0.023,16.685000000000002,0.028,4.61466,0.031843,-2.811482,0.032473,15.624391,16.044811,14.970826,0.163941,0.029544,339.554395
5.883802,-72.0304,0.0,14.966,0.021,15.742999999999999,0.015,17.267999999999997,0.051,17.265,0.23,17.264000000000003,0.042,17.105,0.096,16.248,0.023,15.510000000000002,0.022,15.114999999999998,0.033,16.605999999999998,0.013,15.222999999999999,0.022,17.176000000000002,0.056,5.22665,0.06306,-3.231637,0.073195,16.091236,16.365911,15.357304,0.051442,0.063121,239.912882
5.651444,-72.03066,1.0,14.598,0.033,15.338000000000001,0.02,16.523,0.026,16.753999999999998,0.145,16.578000000000003,0.035,16.571,0.071,15.892,0.019,15.114999999999998,0.021,14.674,0.03,16.189,0.02,14.854,0.029,16.422,0.028,4.71951,0.036514,-3.233596,0.039691,15.797136,16.121313,15.077601,0.262655,0.03332,451.168005
5.939025,-72.0305,1.0,11.392,0.015,12.376,0.01,14.814999999999998,0.023,14.863,0.063,14.526000000000002,0.018,14.220000000000002,0.022,13.18,0.013,12.091000000000001,0.012,11.573,0.026,13.495000000000001,0.014,11.765999999999998,0.014,14.661999999999999,0.021,4.679965,0.018845,-3.568898,0.021305,12.730328,13.323393,11.946012,0.17121,0.020261,205.489873
5.922938,-72.0304,0.0,15.17,0.028,15.933,0.022,17.641,0.056,17.802,0.349,17.517000000000003,0.045,17.407,0.116,16.504,0.022,15.716999999999999,0.023,15.251000000000001,0.026,16.776,0.021,15.447,0.027,17.372,0.055,4.811111,0.0491,-2.753753,0.061353,16.322742,16.57646,15.571967,0.073794,0.052201,214.514616
5.951287,-72.02865,1.0,14.848,0.027,15.599,0.018,16.977999999999998,0.048,17.122999999999998,0.21,16.957,0.037,16.966,0.098,16.18,0.02,15.388000000000002,0.016,14.937999999999999,0.033,16.418,0.02,15.111,0.023,16.771,0.035,4.822132,0.16695,-2.741765,0.195117,16.001627,16.18677,15.202982,0.879831,0.15524,205.696666
5.823808,-72.02831,0.0,14.447000000000001,0.022,15.239999999999998,0.012,16.849999999999998,0.036,16.945999999999998,0.163,16.762999999999998,0.022,16.689,0.071,15.812999999999999,0.014,14.997,0.012,14.584,0.026,16.125,0.01,14.749000000000002,0.017,16.682000000000002,0.03,5.286248,0.048304,-2.901824,0.052033,15.662167,16.0545,14.996901,0.326155,0.048232,292.32909
6.136421,-72.02831,1.0,13.598999999999998,0.023,14.375,0.016,15.910999999999998,0.019,16.02,0.106,15.901000000000002,0.017,15.784000000000002,0.045,14.960999999999999,0.015,14.111,0.02,13.704999999999998,0.02,15.229,0.019,13.908000000000001,0.019,15.843,0.017,5.541074,0.065133,-1.644883,0.067227,14.839917,15.154256,14.074765,0.19744,0.055666,228.074514
5.952611,-72.02683,1.0,15.302000000000001,0.036,15.988,0.032,17.581,0.065,17.771,0.352,17.444000000000003,0.038,17.557000000000002,0.154,16.531,0.04,15.855,0.031,15.299,0.039,16.979,0.029,15.577000000000002,0.035,17.332,0.042,5.406858,0.051025,-2.579775,0.057874,16.325102,16.596947,15.604782,0.225601,0.051192,211.371473
5.61075,-72.02671,1.0,14.513,0.027,15.312999999999999,0.018,16.397,0.045,16.915,0.165,16.79,0.027,16.624000000000002,0.064,15.913,0.011,15.064,0.015,14.629000000000001,0.035,16.189999999999998,0.01,14.824000000000002,0.023,16.580000000000002,0.025,4.763149,0.028956,-3.08868,0.030355,15.60197,16.053411,14.973445,0.199058,0.026751,498.203249
6.228835,-72.02653,1.0,15.040999999999999,0.02,15.798000000000002,0.015,17.153,0.053,17.39,0.23,17.285000000000004,0.048,17.081,0.087,16.378,0.016,15.542000000000002,0.015,15.137,0.033,16.669,0.016,15.359000000000002,0.022,17.258,0.046,4.562231,0.051908,-2.64689,0.055284,16.144434,16.509256,15.472655,0.252896,0.04585,301.073403
6.012893,-72.02598,1.0,14.086,0.026,14.891000000000002,0.016,16.237,0.029,16.503,0.136,16.381999999999998,0.02,16.333000000000002,0.065,15.492999999999999,0.016,14.646999999999998,0.015,14.311,0.047,15.857,0.015,14.402000000000001,0.024,16.251,0.025,4.575894,0.037099,-2.948228,0.035585,15.196543,15.586953,14.515926,0.144213,0.027076,199.512993
5.774881,-72.02588,0.0,14.745,0.023,15.449000000000002,0.013,17.038,0.036,17.115,0.2,16.991999999999997,0.03,16.737000000000002,0.072,16.006,0.014,15.212,0.013,14.818999999999999,0.024,16.307,0.01,15.016000000000002,0.018,16.794,0.03,5.388862,0.033456,-2.443372,0.035395,15.830192,16.259604,15.21679,0.244068,0.031815,340.394754
5.936605,-72.02532,1.0,14.479999999999999,0.022,15.293,0.014,16.715,0.04,16.743,0.153,16.572000000000003,0.032,16.644000000000002,0.073,15.899000000000001,0.015,15.011,0.02,14.562999999999999,0.028,16.12,0.02,14.791,0.022,16.404,0.047,5.86048,0.04149,-2.526521,0.056095,15.649999,15.96232,14.911443,0.341669,0.041641,223.354713
6.056077,-72.02424,0.0,12.656999999999998,0.025,13.556000000000001,0.012,15.575,0.015,15.555999999999997,0.09,15.386000000000001,0.013,15.135000000000002,0.033,14.244,0.007,13.268,0.011,12.808,0.034,14.562999999999999,0.009,13.004000000000001,0.02,15.405000000000001,0.016,5.015912,0.018627,-2.811382,0.021604,13.831906,14.344338,13.1297,0.199389,0.017466,208.529861
5.958137,-72.02465,1.0,13.545,0.023,14.373000000000001,0.012,15.919,0.025,16.195,0.12,15.899,0.02,15.935000000000002,0.052,15.0,0.009,14.117999999999999,0.014,13.768,0.042,15.291999999999998,0.009,13.879000000000001,0.024,15.801000000000002,0.023,4.760229,0.028758,-2.776099,0.031827,14.665189,15.110286,13.986261,0.284265,0.027988,216.448345
5.732062,-72.02418,0.0,13.601999999999999,0.024,14.419,0.014,16.195,0.025,16.214,0.111,16.054000000000002,0.014,15.841000000000001,0.05,15.030000000000001,0.009,14.161999999999999,0.013,13.736,0.036,15.346999999999998,0.009,13.914000000000001,0.019,16.033,0.019,4.903913,0.020208,-2.911862,0.020903,14.699456,15.181612,14.053615,0.178032,0.018972,383.147721
6.487042,-72.02354,0.0,14.455,0.022,15.228000000000002,0.014,16.721999999999998,0.032,16.746,0.144,16.67,0.02,16.468,0.059,15.799,0.014,14.978000000000002,0.016,14.556000000000001,0.033,16.086,0.011,14.75,0.021,16.515,0.023,4.950568,0.027926,-2.417182,0.032404,15.507218,15.952207,14.890922,0.141434,0.027522,554.453123
5.916276,-72.02394,1.0,13.906,0.023,14.689,0.013,16.078,0.023,16.205,0.121,16.148000000000003,0.021,16.048000000000002,0.049,15.251000000000001,0.015,14.437999999999999,0.016,14.009,0.024,15.544999999999998,0.017,14.185000000000002,0.021,15.901,0.02,4.947209,0.108517,-3.231222,0.139875,15.120862,15.427882,14.371093,1.014243,0.103,238.251005
6.085183,-72.0239,1.0,13.1,0.026,14.004000000000001,0.021,15.899999999999999,0.021,16.093,0.131,15.898000000000001,0.02,15.794,0.057,14.61,0.032,13.687999999999999,0.019,13.204,0.048,15.027000000000001,0.019,13.403000000000002,0.026,15.866,0.026,4.809094,0.031218,-3.01613,0.030588,14.329545,14.813822,13.628913,0.146981,0.023827,217.605257
6.009068,-72.02389,1.0,14.034,0.036,14.825,0.025,16.363,0.03,16.524,0.139,16.298000000000002,0.019,16.321,0.065,15.419999999999998,0.022,14.564,0.026,14.133,0.035,15.697,0.02,14.326,0.033,16.142,0.022,4.375152,0.035955,-2.19146,0.040521,15.24149,15.527205,14.476627,0.051076,0.031401,207.260062
6.094741,-72.0238,0.0,14.267999999999999,0.023,15.065000000000001,0.013,16.799,0.038,16.796,0.164,16.734,0.035,16.436,0.062,15.686,0.012,14.808,0.014,14.439,0.036,15.951999999999998,0.014,14.560000000000002,0.018,16.652,0.04,5.379886,0.068763,-2.771155,0.058264,15.409711,15.755623,14.707853,0.292601,0.050882,221.433466
5.252385,-72.02203,1.0,14.092,0.023,14.876000000000001,0.016,16.288,0.023,16.435,0.116,16.304000000000002,0.016,16.208000000000002,0.05,15.457,0.011,14.637,0.014,14.213999999999999,0.036,15.761,0.01,14.406000000000002,0.021,16.142,0.018,5.318558,0.023041,-2.999988,0.02325,15.164165,15.620103,14.535435,0.233428,0.020883,881.528365
5.700259,-72.02323,0.0,14.833,0.027,15.556999999999999,0.018,16.976,0.04,17.037,0.172,16.926000000000002,0.03,16.782,0.068,16.094,0.02,15.335999999999999,0.02,14.95,0.035,16.397,0.019,15.115000000000002,0.026,16.8,0.03,4.787532,0.035725,-2.878792,0.036086,15.964886,16.322496,15.296618,0.167376,0.032482,415.103637
5.904099,-72.02324,1.0,14.318,0.021,15.039000000000001,0.021,16.346,0.03,16.483,0.131,16.418999999999997,0.024,16.305,0.059,15.623999999999999,0.017,14.841000000000001,0.02,14.387999999999998,0.023,15.904,0.021,14.608,0.022,16.13,0.038,5.174721,0.031943,-2.407762,0.040513,15.481857,15.792342,14.765802,0.173276,0.032877,247.437448
5.754865,-72.02278,0.0,15.42,0.042,16.117,0.025,17.657999999999998,0.06,17.718,0.266,17.456000000000003,0.036,17.424,0.102,16.671,0.022,15.899999999999999,0.027,15.477,0.029,16.923,0.023,15.676000000000002,0.034,17.277,0.047,4.435608,0.045403,-3.176503,0.053828,16.552895,16.844746,15.851139,0.209685,0.043676,365.003714
5.916116,-72.02251,1.0,13.999,0.019,14.786999999999999,0.012,16.357,0.04,16.561,0.149,16.314999999999998,0.018,16.209,0.059,15.375,0.013,14.526,0.012,14.117999999999999,0.03,15.678999999999998,0.011,14.279,0.02,16.268,0.023,5.329902,0.026579,-2.427216,0.034273,15.114408,15.535126,14.447947,0.159532,0.028542,242.878208
6.276191,-72.02139,0.0,13.036,0.021,13.869,0.011,15.657999999999998,0.022,15.617999999999999,0.085,15.507,0.016,15.315999999999999,0.032,14.483999999999998,0.01,13.614999999999998,0.012,13.172,0.033,14.806000000000001,0.013,13.364,0.019,15.459,0.019,5.241768,0.041899,-2.825899,0.037437,14.260834,14.67827,13.541157,0.365124,0.033923,353.549453
6.252113,-72.02045,0.0,15.382,0.026,16.207,0.024,17.54,0.065,17.680999999999997,0.294,17.506,0.045,17.425,0.108,16.678,0.034,15.872,0.027,15.553,0.048,16.918,0.029,15.626000000000001,0.027,17.375,0.054,5.048736,0.055223,-2.370825,0.058912,16.460962,16.821445,15.814069,0.228193,0.046148,335.019707
6.329228,-72.02026,1.0,14.677999999999999,0.024,15.453,0.015,16.676,0.039,16.796,0.145,16.67,0.028,16.614,0.063,15.922999999999998,0.026,15.204999999999998,0.018,14.863,0.041,16.323,0.013,14.984000000000002,0.026,16.458000000000002,0.032,5.011259,0.033373,-2.029383,0.034615,15.734664,16.146845,15.09525,0.141748,0.032039,403.986923
6.001102,-72.0188,1.0,14.488999999999999,0.025,15.251000000000001,0.015,16.735999999999997,0.04,16.958,0.187,16.802999999999997,0.026,16.784000000000002,0.085,15.838999999999999,0.017,14.997,0.018,14.582,0.029,16.108,0.019,14.776,0.023,16.611,0.037,5.080486,0.032263,-2.556094,0.041532,15.578651,15.95027,14.895174,0.202768,0.029728,226.356979
6.263951,-72.01969,1.0,12.588,0.02,13.466000000000001,0.011,15.378999999999998,0.012,15.422,0.072,15.244000000000002,0.01,15.049,0.03,14.155999999999999,0.006,13.201,0.012,12.754999999999999,0.028,14.451999999999998,0.009,12.93,0.016,15.231000000000002,0.011,4.850867,0.022693,-2.503813,0.022931,13.852175,14.300822,13.098479,0.227932,0.019077,346.773406
6.058935,-72.01962,1.0,13.804999999999998,0.018,14.584,0.023,16.121,0.027,16.256,0.128,16.04,0.02,15.951,0.049,15.172,0.016,14.329999999999998,0.023,13.887999999999998,0.031,15.474,0.019,14.104,0.018,15.972999999999999,0.024,5.10985,0.049588,-2.940444,0.048101,14.983596,15.317492,14.251916,0.112187,0.040418,225.466619
6.072512,-72.0195,1.0,14.627999999999998,0.036,15.32,0.03,16.531,0.044,16.784,0.159,16.609,0.038,16.625,0.077,15.887,0.028,15.126999999999999,0.029,14.658999999999999,0.028,16.104,0.032,14.899000000000001,0.035,16.324,0.04,5.104713,0.066381,-3.062505,0.07113,15.836416,16.02287,15.024114,0.397117,0.057772,229.007711
6.161778,-72.01943,0.0,15.284,0.038,15.984000000000002,0.026,17.573999999999998,0.059,17.585,0.287,17.404000000000003,0.04,17.395,0.112,16.570999999999998,0.027,15.739,0.03,15.326999999999998,0.033,16.811999999999998,0.025,15.509,0.034,17.14,0.044,5.7869,0.054582,-2.02854,0.056294,16.3746,16.668358,15.664907,0.123457,0.048243,270.386898
6.151312,-72.0188,1.0,14.790000000000001,0.028,15.541,0.021,16.962,0.042,17.160999999999998,0.227,16.817,0.035,16.944,0.087,16.127,0.018,15.309999999999999,0.023,14.893999999999998,0.032,16.404,0.02,15.074000000000002,0.026,16.71,0.035,4.460804,0.048683,-2.934358,0.047557,15.916149,16.231377,15.210713,0.055679,0.041263,265.836423
6.174461,-72.01852,1.0,15.187,0.025,15.936,0.02,17.177999999999997,0.058,17.705,0.291,17.063000000000002,0.051,17.557000000000002,0.143,16.581,0.019,15.667000000000002,0.015,15.172,0.037,16.840999999999998,0.018,15.435000000000002,0.023,16.844,0.044,5.094494,0.05595,-2.81347,0.052697,16.236052,16.586365,15.565774,0.192548,0.041929,281.190085
6.197267,-72.019,1.0,12.11,0.024,13.006,0.018,15.084,0.022,15.111999999999998,0.065,14.837000000000002,0.02,14.61,0.025,13.7,0.019,12.73,0.021,12.229,0.031,14.035999999999998,0.024,12.457,0.023,15.0,0.022,5.424489,0.022683,-2.817912,0.018293,13.38372,13.907912,12.626738,0.199262,0.015154,295.67304
6.016549,-72.01896,1.0,13.261000000000001,0.025,14.129999999999999,0.014,15.828,0.019,15.948,0.106,15.769,0.012,15.668,0.043,14.759,0.008,13.857,0.014,13.527999999999999,0.052,15.047999999999998,0.01,13.593,0.024,15.781000000000002,0.016,4.918054,0.023481,-2.605101,0.023452,14.380836,14.862248,13.712743,0.212068,0.019725,224.560774
5.773541,-72.01763,1.0,15.066999999999998,0.018,15.802,0.019,16.913999999999998,0.053,17.365,0.22,17.167,0.033,17.111,0.089,16.405,0.02,15.585,0.019,15.158000000000001,0.029,16.666999999999998,0.018,15.328,0.02,16.871000000000002,0.039,5.358079,0.051289,-3.308113,0.054056,16.20222,16.583748,15.541592,0.23429,0.046437,359.792735
5.855774,-72.01761,0.0,14.578000000000001,0.021,15.39,0.015,17.005,0.05,17.053,0.185,16.915999999999997,0.03,16.831,0.085,15.992,0.014,15.120999999999999,0.014,14.695999999999998,0.032,16.272,0.017,14.921,0.024,16.769000000000002,0.038,5.29091,0.032613,-2.197353,0.040109,15.708543,16.107807,15.038436,0.055419,0.032494,295.267705
6.213752,-72.01805,1.0,15.229999999999999,0.067,15.883,0.041,16.933,0.042,17.287,0.253,17.021,0.033,17.17,0.107,16.326,0.047,15.645,0.051,15.229,0.043,16.726,0.053,15.433,0.06,16.702,0.036,4.202381,0.056945,-2.251637,0.05778,16.49951,16.70008,15.693478,0.259448,0.046858,310.211933
6.093606,-72.01771,1.0,13.996999999999998,0.023,14.769000000000002,0.014,16.221,0.03,16.518,0.147,16.265,0.027,16.307000000000002,0.057,15.442999999999998,0.014,14.549,0.014,14.133,0.027,15.683,0.016,14.293,0.018,16.111,0.028,4.976246,0.045291,-2.519299,0.040794,15.190713,15.527879,14.452168,0.169958,0.031427,241.726138
6.05436,-72.01745,1.0,15.299000000000001,0.022,16.096,0.02,17.852999999999998,0.097,18.160999999999998,0.528,17.536,0.057,17.789,0.2,16.733999999999998,0.02,15.814,0.022,15.370000000000001,0.029,16.965999999999998,0.02,15.572,0.022,17.275000000000002,0.056,5.295832,0.068099,-2.120747,0.07146,16.4491,16.690231,15.683466,0.138822,0.066137,232.390557
6.117032,-72.01586,1.0,15.153,0.028,15.870999999999999,0.014,17.014999999999997,0.039,17.218999999999998,0.204,17.211,0.035,17.158,0.095,16.487,0.014,15.645,0.016,15.238,0.03,16.692,0.013,15.432000000000002,0.023,16.8,0.044,5.241188,0.163228,-1.808319,0.176734,16.46381,16.483118,15.537309,-0.60483,0.140772,257.346657
5.98856,-72.01757,0.0,13.514999999999999,0.02,14.357,0.013,16.084999999999997,0.023,16.08,0.11,15.974000000000002,0.016,15.794,0.042,14.972000000000001,0.01,14.097999999999999,0.014,13.703,0.038,15.264,0.01,13.847999999999999,0.022,15.854,0.021,4.634843,0.02365,-2.74339,0.029035,14.636071,15.094762,13.972876,0.152569,0.021343,232.694907
5.992991,-72.01756,0.0,14.886999999999999,0.024,15.690000000000001,0.015,17.363999999999997,0.058,17.409,0.263,17.198999999999998,0.036,17.062,0.098,16.288999999999998,0.016,15.466999999999999,0.018,15.041999999999998,0.035,16.556,0.013,15.206,0.021,17.208000000000002,0.044,4.983688,0.081643,-2.518613,0.084067,16.030413,16.346695,15.321947,0.298796,0.065107,231.969718
5.769448,-72.01723,0.0,14.857999999999999,0.026,15.646999999999998,0.016,17.166,0.039,17.274,0.22,17.14,0.029,17.012,0.085,16.191,0.015,15.405000000000001,0.016,15.003,0.038,16.512999999999998,0.008,15.131,0.023,16.926000000000002,0.038,4.668596,0.038102,-2.977288,0.039889,15.99414,16.402632,15.370852,0.239161,0.034156,364.20711
6.06751,-72.01574,1.0,13.883000000000001,0.023,14.690000000000001,0.013,16.188,0.028,16.366,0.141,16.195999999999998,0.021,16.16,0.059,15.312000000000001,0.01,14.440999999999999,0.012,14.014,0.035,15.622,0.013,14.186,0.021,16.065,0.029,4.583343,0.027773,-2.190474,0.029608,15.046664,15.436895,14.343905,0.234986,0.024804,241.009352
6.18244,-72.01575,1.0,14.874999999999998,0.021,15.663,0.014,17.133,0.05,17.346999999999998,0.229,16.959000000000003,0.034,16.990000000000002,0.089,16.311,0.021,15.404,0.012,14.992,0.035,16.451999999999998,0.024,15.184000000000001,0.018,16.934,0.04,4.966794,0.052135,-2.116421,0.049324,16.014809,16.33709,15.282391,0.196737,0.041102,294.531926
5.836787,-72.01534,1.0,14.168000000000001,0.024,14.914000000000001,0.013,16.142999999999997,0.021,16.336,0.114,16.338,0.019,16.222,0.051,15.466000000000001,0.011,14.672,0.014,14.251000000000001,0.031,15.744,0.011,14.456,0.023,16.044,0.018,5.219957,0.02684,-3.084444,0.028806,15.196797,15.612072,14.58563,0.192047,0.027706,315.133102
6.171483,-72.014,0.0,14.261000000000001,0.025,15.035,0.015,16.535999999999998,0.035,16.538999999999998,0.138,16.43,0.024,16.364,0.055,15.617999999999999,0.014,14.785,0.017,14.346,0.027,15.921,0.013,14.557000000000002,0.022,16.247,0.03,5.000143,0.034607,-1.825321,0.036172,15.363161,15.770988,14.697176,0.17175,0.029118,292.526999
6.183471,-72.0116,1.0,14.559,0.024,15.356000000000002,0.015,16.814999999999998,0.04,17.006,0.194,16.805999999999997,0.025,16.76,0.076,15.963000000000001,0.011,15.088000000000001,0.016,14.672,0.035,16.212,0.011,14.881,0.025,16.744,0.03,5.172206,0.045649,-1.811126,0.045714,15.655254,16.037086,14.990921,0.194766,0.036761,307.218768
5.773171,-72.01244,1.0,15.353,0.038,15.992999999999999,0.03,17.227,0.046,17.325,0.21,17.207,0.032,17.134,0.085,16.502,0.031,15.777000000000001,0.033,15.357,0.043,16.796,0.027,15.578,0.029,17.018,0.037,4.845544,0.043033,-3.1537,0.0477,16.366575,16.714159,15.713761,0.224289,0.041204,372.248105
5.983768,-72.01051,1.0,13.639000000000001,0.024,14.466000000000001,0.014,16.002,0.028,16.246,0.114,16.045,0.013,15.902000000000001,0.045,15.088999999999999,0.009,14.207,0.014,13.838999999999999,0.039,15.413,0.011,13.954,0.021,15.898,0.02,5.357143,0.029308,-2.520562,0.033255,14.776731,15.236077,14.106083,0.238455,0.023639,258.611414
5.723699,-72.00992,1.0,14.31,0.024,15.05,0.015,16.354,0.022,16.567999999999998,0.137,16.414,0.017,16.356,0.06,15.614999999999998,0.012,14.811,0.019,14.43,0.031,15.895,0.012,14.577000000000002,0.023,16.208000000000002,0.019,5.535435,0.0267,-3.721651,0.031861,15.404448,15.781036,14.759873,0.380581,0.026103,420.359836
6.338793,-72.00979,0.0,13.676,0.021,14.475999999999999,0.013,16.093,0.022,16.112,0.108,16.018,0.014,15.86,0.044,15.078,0.01,14.219999999999999,0.012,13.794999999999998,0.031,15.372,0.008,13.997,0.02,15.856000000000002,0.031,5.122254,0.023838,-1.830283,0.023681,14.783046,15.251037,14.13986,0.167521,0.021511,434.247157
6.044873,-72.00766,1.0,15.266,0.024,16.055,0.019,17.198,0.061,17.489,0.254,17.157000000000004,0.057,17.34,0.106,16.596,0.015,15.844999999999999,0.023,15.401,0.037,16.933,0.015,15.565999999999999,0.028,17.079,0.056,4.659475,0.052678,-2.496861,0.055149,16.320288,16.667362,15.656189,0.220146,0.044138,266.167199
5.970577,-72.00774,1.0,14.787,0.024,15.524999999999999,0.019,16.956,0.039,17.168,0.201,17.005000000000003,0.028,17.025000000000002,0.089,16.112,0.021,15.293,0.024,14.864999999999998,0.024,16.419,0.019,15.054000000000002,0.021,16.812,0.032,4.626271,0.042305,-3.025965,0.04522,15.980544,16.329449,15.285643,0.202028,0.038775,271.24395
6.009641,-72.00772,0.0,14.804999999999998,0.032,15.594000000000001,0.021,17.648,0.071,17.489,0.259,17.203000000000003,0.04,17.045,0.103,16.224,0.023,15.361999999999998,0.021,14.966999999999999,0.046,16.48,0.017,15.103000000000002,0.03,17.375,0.075,4.528308,0.038502,-2.077826,0.042932,15.8234,16.234962,15.195792,0.183082,0.03425,265.327434
5.81621,-72.00661,0.0,14.269,0.022,15.048000000000002,0.019,16.467,0.027,16.555999999999997,0.142,16.543999999999997,0.027,16.375,0.057,15.633,0.019,14.814,0.018,14.375,0.027,15.925,0.017,14.568999999999999,0.024,16.301000000000002,0.022,4.416414,0.033587,-2.94625,0.039601,15.433669,15.832937,14.753881,0.173803,0.031662,353.834251
5.860542,-72.00556,1.0,14.15,0.026,14.948,0.013,16.215,0.032,16.426,0.127,16.301000000000002,0.024,16.172,0.052,15.536999999999999,0.008,14.704999999999998,0.016,14.320999999999998,0.039,15.844999999999999,0.01,14.453,0.023,16.132,0.025,5.072308,0.026094,-2.798118,0.031274,15.244816,15.682111,14.594669,0.173313,0.026813,327.180881
6.087488,-72.00515,1.0,14.562,0.039,15.326,0.032,16.294,0.039,16.708,0.159,16.42,0.039,16.594,0.073,15.963000000000001,0.027,15.085,0.034,14.741,0.03,16.162,0.043,14.805,0.037,16.138,0.034,4.647984,0.054065,-2.867803,0.064658,15.893514,16.049969,15.029751,0.043492,0.052949,283.249156
